surface,molecule,functional,E_ads_DFT,E_ads_ML,delta_eV,source_commit
Ir110,N2,pbe,-1.099,-0.80,+0.295,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,N2,pbe_d3,-1.340,-0.80,+0.536,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,N2,beef_vdw,-1.080,-0.80,+0.276,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,NH3,pbe,-1.221,-1.64,-0.423,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,NH3,pbe_d3,-1.509,-1.64,-0.136,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,NH3,r2scan,-1.321,-1.64,-0.324,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,NO,pbe,-3.261,-3.11,+0.152,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,NO,pbe_d3,-3.463,-3.11,+0.354,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,SO2,pbe,-2.382,-2.39,-0.010,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,SO2,pbe_d3,-2.915,-2.39,+0.523,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,acetaldehyde,pbe,-0.788,-0.84,-0.054,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,acetaldehyde,pbe_d3,-1.117,-0.84,+0.274,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,acetaldehyde,r2scan,-0.868,-0.84,+0.026,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,acetaldehyde,beef_vdw,-0.950,-0.84,+0.108,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,acetic_acid,r2scan,-1.089,-0.95,+0.141,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,acetic_acid,beef_vdw,-1.107,-0.95,+0.159,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethane,pbe,-0.079,-0.51,-0.426,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethane,pbe_d3,-0.632,-0.51,+0.126,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethane,r2scan,-0.188,-0.51,-0.318,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethane,beef_vdw,-0.412,-0.51,-0.094,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethanol,pbe,-0.701,-0.95,-0.246,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethanol,pbe_d3,-1.211,-0.95,+0.264,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethanol,r2scan,-0.879,-0.95,-0.068,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethanol,beef_vdw,-1.023,-0.95,+0.076,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethene,pbe,-1.804,-2.25,-0.442,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethene,pbe_d3,-2.185,-2.25,-0.060,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethene,r2scan,-1.878,-2.25,-0.367,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,ethene,beef_vdw,-1.876,-2.25,-0.370,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,formaldehyde,pbe,-1.860,-2.04,-0.184,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,formaldehyde,pbe_d3,-2.156,-2.04,+0.111,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,formaldehyde,r2scan,-1.885,-2.04,-0.159,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,formaldehyde,beef_vdw,-1.872,-2.04,-0.172,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,formic_acid,pbe,-0.866,-1.08,-0.219,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,formic_acid,pbe_d3,-1.266,-1.08,+0.182,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,formic_acid,beef_vdw,-1.035,-1.08,-0.049,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,methane,pbe,-0.026,-0.60,-0.576,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,methane,pbe_d3,-0.246,-0.60,-0.356,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,methane,r2scan,-0.095,-0.60,-0.508,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,methane,beef_vdw,-0.230,-0.60,-0.373,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,methanol,pbe,-0.683,-0.90,-0.215,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,methanol,pbe_d3,-1.077,-0.90,+0.179,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,methanol,r2scan,-0.828,-0.90,-0.070,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir110,methanol,beef_vdw,-0.893,-0.90,-0.006,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,CH3,pbe,-1.838,-2.61,-0.773,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,CH3,pbe_d3,-2.141,-2.61,-0.470,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,CH3,r2scan,-1.807,-2.61,-0.804,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,CH3,beef_vdw,-1.941,-2.61,-0.670,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,CO,pbe,-1.611,-2.40,-0.792,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,CO,pbe_d3,-1.859,-2.40,-0.544,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,CO,beef_vdw,-1.550,-2.40,-0.853,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,CO2,pbe,-0.006,-0.40,-0.397,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,CO2,r2scan,-0.081,-0.40,-0.323,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,CO2,beef_vdw,-0.260,-0.40,-0.143,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,DME,pbe,-4.81,-0.43,+4.39,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,DME,r2scan,-0.49,-0.43,+0.07,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,DME,beef_vdw,-0.626,-0.43,+0.198,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,H2O,pbe,-0.311,-0.80,-0.492,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,H2O,pbe_d3,-0.556,-0.80,-0.247,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,H2O,r2scan,-0.488,-0.80,-0.315,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,H2O,beef_vdw,-0.421,-0.80,-0.382,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,H2S,pbe,-0.742,-1.13,-0.391,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,H2S,pbe_d3,-1.172,-1.13,+0.039,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,H2S,r2scan,-0.933,-1.13,-0.201,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,H2S,beef_vdw,-0.898,-1.13,-0.235,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,N2,pbe,-0.393,-0.61,-0.220,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,N2,pbe_d3,-0.675,-0.61,+0.062,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,N2,beef_vdw,-0.432,-0.61,-0.181,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,NH3,pbe,-0.989,-1.57,-0.580,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,NH3,pbe_d3,-1.318,-1.57,-0.250,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,NH3,r2scan,-1.178,-1.57,-0.390,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,NO,pbe,-2.253,-2.50,-0.246,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,NO,pbe_d3,-2.508,-2.50,+0.010,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,SO2,pbe,-1.061,-1.45,-0.394,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,SO2,pbe_d3,-1.601,-1.45,+0.146,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,acetaldehyde,pbe,-0.354,-0.64,-0.291,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,acetaldehyde,pbe_d3,-0.728,-0.64,+0.083,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,acetaldehyde,r2scan,-0.583,-0.64,-0.062,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,acetaldehyde,beef_vdw,-0.593,-0.64,-0.052,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,acetic_acid,r2scan,-0.65,-0.83,-0.18,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,acetic_acid,beef_vdw,-0.666,-0.83,-0.160,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethane,pbe,-0.005,-0.38,-0.371,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethane,pbe_d3,-0.346,-0.38,-0.030,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethane,r2scan,-0.073,-0.38,-0.303,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethane,beef_vdw,-0.314,-0.38,-0.061,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethanol,pbe,-0.335,-0.64,-0.305,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethanol,pbe_d3,-0.868,-0.64,+0.229,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethanol,r2scan,-0.600,-0.64,-0.039,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethanol,beef_vdw,-0.685,-0.64,+0.046,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethene,pbe,-0.794,-1.37,-0.577,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethene,pbe_d3,-1.262,-1.37,-0.109,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethene,r2scan,-1.061,-1.37,-0.310,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,ethene,beef_vdw,-1.006,-1.37,-0.365,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,formaldehyde,pbe,-0.273,-0.60,-0.323,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,formaldehyde,pbe_d3,-0.594,-0.60,-0.002,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,formaldehyde,beef_vdw,-0.465,-0.60,-0.131,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,formic_acid,pbe,-0.347,-0.84,-0.488,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,formic_acid,pbe_d3,-0.751,-0.84,-0.084,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,formic_acid,beef_vdw,-0.555,-0.84,-0.280,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,methane,pbe,-0.000,-0.53,-0.531,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,methane,pbe_d3,-0.215,-0.53,-0.316,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,methane,r2scan,-0.043,-0.53,-0.488,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,methane,beef_vdw,-0.214,-0.53,-0.317,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,methanol,pbe,-0.344,-0.70,-0.359,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,methanol,pbe_d3,-0.754,-0.70,+0.051,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,methanol,r2scan,-0.58,-0.70,-0.12,11b026e8de754c84d5b784e3036e0063b5e3c391
Ir111,methanol,beef_vdw,-0.602,-0.70,-0.101,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,CH3,pbe,-1.945,-2.50,-0.555,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,CH3,pbe_d3,-2.204,-2.50,-0.296,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,CH3,r2scan,-1.995,-2.50,-0.505,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,CO,pbe,-2.084,-2.31,-0.230,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,CO,pbe_d3,-2.333,-2.31,+0.019,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,CO,r2scan,-2.257,-2.31,-0.057,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,CO2,pbe,-0.39,-0.47,-0.08,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,CO2,r2scan,-0.64,-0.47,+0.17,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,DME,pbe,-4.98,-0.51,+4.47,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,DME,r2scan,-0.688,-0.51,+0.174,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,H2O,pbe,-0.436,-0.73,-0.296,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,H2O,pbe_d3,-0.664,-0.73,-0.068,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,H2O,r2scan,-0.629,-0.73,-0.104,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,H2S,pbe,-0.932,-1.21,-0.280,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,H2S,pbe_d3,-1.369,-1.21,+0.157,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,H2S,r2scan,-1.156,-1.21,-0.056,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,N2,pbe,-0.512,-0.48,+0.037,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,N2,pbe_d3,-0.758,-0.48,+0.282,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,N2,r2scan,-0.660,-0.48,+0.185,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,NH3,pbe,-0.956,-1.34,-0.381,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,NH3,pbe_d3,-1.231,-1.34,-0.106,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,NH3,r2scan,-1.146,-1.34,-0.192,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,NO,pbe,-2.626,-2.37,+0.259,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,NO,pbe_d3,-2.877,-2.37,+0.510,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,SO2,pbe,-1.522,-1.68,-0.161,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,SO2,pbe_d3,-2.077,-1.68,+0.394,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,acetaldehyde,pbe,-0.434,-0.71,-0.274,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,acetaldehyde,pbe_d3,-0.834,-0.71,+0.127,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,acetaldehyde,r2scan,-0.685,-0.71,-0.022,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,acetic_acid,r2scan,-0.870,-0.78,+0.093,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,ethane,pbe,-0.42,-0.51,-0.10,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,ethane,pbe_d3,-0.78,-0.51,+0.26,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,ethane,r2scan,-0.69,-0.51,+0.18,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,ethanol,pbe,-0.65,-0.71,-0.06,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,ethanol,pbe_d3,-1.10,-0.71,+0.39,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,ethanol,r2scan,-1.03,-0.71,+0.33,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,ethene,pbe,-1.053,-1.44,-0.387,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,ethene,pbe_d3,-1.478,-1.44,+0.038,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,ethene,r2scan,-1.380,-1.44,-0.060,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,formaldehyde,pbe,-0.747,-1.22,-0.476,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,formaldehyde,pbe_d3,-1.110,-1.22,-0.112,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,formaldehyde,r2scan,-1.126,-1.22,-0.097,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,formic_acid,pbe,-0.590,-0.73,-0.141,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,formic_acid,pbe_d3,-0.967,-0.73,+0.236,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,glycerol,pbe,-0.81,-0.95,-0.13,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,glycerol,pbe_d3,-1.60,-0.95,+0.65,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,glycerol,r2scan,-1.34,-0.95,+0.40,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,isopropanol,pbe,-0.68,-0.82,-0.14,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,isopropanol,pbe_d3,-1.27,-0.82,+0.45,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,isopropanol,r2scan,-1.11,-0.82,+0.29,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,methane,pbe,-0.183,-0.61,-0.426,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,methane,pbe_d3,-0.423,-0.61,-0.186,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,methane,r2scan,-0.341,-0.61,-0.268,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,methanol,pbe,-0.444,-0.64,-0.193,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,methanol,pbe_d3,-0.800,-0.64,+0.164,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,methanol,r2scan,-0.693,-0.64,+0.057,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,propane,pbe,-0.43,-0.62,-0.19,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,propane,pbe_d3,-0.91,-0.62,+0.30,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,propane,r2scan,-0.78,-0.62,+0.16,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,propanol,pbe,-0.69,-0.80,-0.11,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,propanol,pbe_d3,-1.25,-0.80,+0.46,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,propanol,r2scan,-1.10,-0.80,+0.30,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,propene,pbe,-1.13,-1.46,-0.33,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,propene,pbe_d3,-1.72,-1.46,+0.26,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd100,propene,r2scan,-1.64,-1.46,+0.18,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,CH3,pbe,-2.024,-2.49,-0.463,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,CH3,pbe_d3,-2.268,-2.49,-0.219,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,CH3,r2scan,-2.009,-2.49,-0.478,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,CO,pbe,-2.163,-2.27,-0.111,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,CO,pbe_d3,-2.372,-2.27,+0.098,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,CO,r2scan,-2.230,-2.27,-0.043,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,CO2,pbe,-0.143,-0.48,-0.338,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,CO2,r2scan,-0.278,-0.48,-0.203,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,DME,pbe,-4.99,-0.55,+4.44,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,DME,r2scan,-0.711,-0.55,+0.156,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,H2O,pbe,-0.483,-0.86,-0.377,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,H2O,pbe_d3,-0.710,-0.86,-0.149,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,H2O,r2scan,-0.681,-0.86,-0.178,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,H2S,pbe,-1.051,-1.25,-0.198,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,H2S,pbe_d3,-1.496,-1.25,+0.247,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,H2S,r2scan,-1.201,-1.25,-0.048,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,N2,pbe,-0.549,-0.54,+0.008,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,N2,pbe_d3,-0.775,-0.54,+0.233,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,NH3,pbe,-0.928,-1.39,-0.463,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,NH3,pbe_d3,-1.204,-1.39,-0.187,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,NH3,r2scan,-1.023,-1.39,-0.368,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,NO,pbe,-2.795,-2.41,+0.381,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,NO,pbe_d3,-3.000,-2.41,+0.586,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,SO2,pbe,-1.700,-1.66,+0.037,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,SO2,pbe_d3,-2.248,-1.66,+0.585,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,acetaldehyde,pbe,-0.395,-0.80,-0.401,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,acetaldehyde,pbe_d3,-0.820,-0.80,+0.025,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,acetaldehyde,r2scan,-0.664,-0.80,-0.132,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,acetic_acid,r2scan,-0.882,-0.85,+0.027,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,ethane,pbe,-0.31,-0.57,-0.26,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,ethane,pbe_d3,-0.67,-0.57,+0.11,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,ethane,r2scan,-0.59,-0.57,+0.02,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,ethanol,pbe,-0.69,-0.82,-0.13,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,ethanol,pbe_d3,-1.19,-0.82,+0.37,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,ethanol,r2scan,-1.10,-0.82,+0.28,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,ethene,pbe,-1.076,-1.60,-0.525,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,ethene,pbe_d3,-1.491,-1.60,-0.110,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,ethene,r2scan,-1.307,-1.60,-0.294,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,formaldehyde,pbe,-0.926,-1.04,-0.116,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,formaldehyde,pbe_d3,-1.241,-1.04,+0.199,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,formaldehyde,r2scan,-1.180,-1.04,+0.138,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,formic_acid,pbe,-0.585,-0.79,-0.206,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,formic_acid,pbe_d3,-0.978,-0.79,+0.187,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,formic_acid,r2scan,-0.849,-0.79,+0.059,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,glycerol,pbe,-1.01,-1.27,-0.26,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,glycerol,pbe_d3,-1.82,-1.27,+0.55,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,glycerol,r2scan,-1.63,-1.27,+0.36,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,isopropanol,pbe,-0.70,-0.93,-0.23,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,isopropanol,pbe_d3,-1.30,-0.93,+0.38,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,isopropanol,r2scan,-1.16,-0.93,+0.23,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,methane,pbe,-0.103,-0.63,-0.525,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,methane,pbe_d3,-0.350,-0.63,-0.279,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,methane,r2scan,-0.263,-0.63,-0.365,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,methanol,pbe,-0.502,-0.77,-0.265,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,methanol,pbe_d3,-0.855,-0.77,+0.087,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,methanol,r2scan,-0.764,-0.77,-0.004,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,propane,pbe,-0.38,-0.60,-0.23,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,propane,pbe_d3,-0.91,-0.60,+0.30,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,propane,r2scan,-0.79,-0.60,+0.18,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,propanol,pbe,-0.65,-0.89,-0.24,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,propanol,pbe_d3,-1.26,-0.89,+0.37,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,propanol,r2scan,-1.14,-0.89,+0.25,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,propene,pbe,-1.35,-1.54,-0.19,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,propene,pbe_d3,-1.90,-1.54,+0.36,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd110,propene,r2scan,-1.77,-1.54,+0.24,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,CH3,pbe,-1.94,-2.45,-0.51,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,CH3,pbe_d3,-2.21,-2.45,-0.24,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,CO2,pbe,-0.387,-0.45,-0.061,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,CO2,r2scan,-0.66,-0.45,+0.21,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,DME,pbe,-4.96,-0.49,+4.46,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,DME,r2scan,-0.70,-0.49,+0.21,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,H2O,pbe,-0.43,-0.70,-0.27,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,H2O,pbe_d3,-0.66,-0.70,-0.04,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,H2S,pbe,-0.79,-1.01,-0.22,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,H2S,pbe_d3,-1.23,-1.01,+0.22,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,N2,pbe,-0.37,-0.38,-0.01,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,N2,pbe_d3,-0.64,-0.38,+0.26,11b026e8de754c84d5b784e3036e0063b5e3c391
Pd111,NH3,pbe,-0.89,-1.33,-0.44,11b026e8de754c84d5b784e3036e0063b5e3c391
