surface,molecule,functional,mode,previous_eV,current_eV,change,current_status
Cu100,CO2,r2scan,relaxed,-0.06,,withheld_unverified_or_incompatible,refs unverified
Cu100,CO2,beef_vdw,relaxed,-0.243,,withheld_unverified_or_incompatible,refs unverified
Cu100,DME,pbe,relaxed,-4.76,-0.15,updated,available
Cu100,DME,pbe,SPE,-4.703,-0.134,updated,available
Cu100,DME,pbe_d3,relaxed,,-0.651,newly_filled,available
Cu100,DME,pbe_d3,SPE,,-0.44,newly_filled,available
Cu100,DME,r2scan,relaxed,-0.23,,withheld_unverified_or_incompatible,refs unverified
Cu100,DME,r2scan,SPE,-0.219,-0.043,updated,available
Cu100,DME,beef_vdw,relaxed,-0.486,,withheld_unverified_or_incompatible,refs unverified
Cu100,DME,beef_vdw,SPE,-0.415,,withheld_unverified_or_incompatible,refs unverified
Cu100,H2O,r2scan,relaxed,-0.36,,withheld_unverified_or_incompatible,refs unverified
Cu100,H2O,beef_vdw,relaxed,-0.341,,withheld_unverified_or_incompatible,refs unverified
Cu100,H2S,pbe,SPE,,-0.243,newly_filled,available
Cu100,H2S,pbe_d3,SPE,,-0.581,newly_filled,available
Cu100,H2S,r2scan,SPE,,-0.112,newly_filled,available
Cu100,H2S,beef_vdw,relaxed,-0.416,,withheld_unverified_or_incompatible,refs unverified
Cu100,N2,pbe,SPE,,-0.003,newly_filled,available
Cu100,N2,pbe_d3,SPE,,-0.054,newly_filled,available
Cu100,N2,r2scan,SPE,,0.181,newly_filled,available
Cu100,N2,beef_vdw,relaxed,-0.13,,withheld_unverified_or_incompatible,refs unverified
Cu100,NH3,pbe,SPE,,-0.556,newly_filled,available
Cu100,NH3,pbe_d3,SPE,,-0.83,newly_filled,available
Cu100,NH3,r2scan,SPE,,-0.499,newly_filled,available
Cu100,NO,pbe,SPE,,-1.764,newly_filled,available
Cu100,NO,pbe_d3,SPE,,-1.884,newly_filled,available
Cu100,SO2,pbe,SPE,,-0.788,newly_filled,available
Cu100,SO2,pbe_d3,SPE,,-1.179,newly_filled,available
Cu100,SO2,r2scan,SPE,,-1.068,newly_filled,available
Cu100,SO2,beef_vdw,relaxed,-0.968,,withheld_unverified_or_incompatible,refs unverified
Cu100,acetaldehyde,r2scan,relaxed,-0.37,,withheld_unverified_or_incompatible,refs unverified
Cu100,acetic_acid,pbe_d3,SPE,-7.253,,withheld_unverified_or_incompatible,refs unverified
Cu100,acetic_acid,r2scan,relaxed,-0.47,,withheld_unverified_or_incompatible,refs unverified
Cu100,acetic_acid,beef_vdw,relaxed,-0.546,,withheld_unverified_or_incompatible,refs unverified
Cu100,acetic_acid,beef_vdw,SPE,-0.463,,withheld_unverified_or_incompatible,refs unverified
Cu100,ethane,r2scan,relaxed,0.0,,withheld_unverified_or_incompatible,refs unverified
Cu100,ethane,beef_vdw,relaxed,-0.274,,withheld_unverified_or_incompatible,refs unverified
Cu100,ethane,beef_vdw,SPE,-0.198,,withheld_unverified_or_incompatible,refs unverified
Cu100,ethanol,pbe_d3,SPE,-0.604,-0.606,updated,available
Cu100,ethanol,r2scan,relaxed,-0.36,,withheld_unverified_or_incompatible,refs unverified
Cu100,ethanol,r2scan,SPE,-0.209,-0.205,updated,available
Cu100,ethanol,beef_vdw,relaxed,-0.528,,withheld_unverified_or_incompatible,refs unverified
Cu100,ethanol,beef_vdw,SPE,-0.448,,withheld_unverified_or_incompatible,refs unverified
Cu100,ethene,pbe,SPE,0.174,-0.093,updated,available
Cu100,ethene,pbe_d3,SPE,-0.405,-0.536,updated,available
Cu100,ethene,r2scan,relaxed,-0.43,,withheld_unverified_or_incompatible,refs unverified
Cu100,ethene,r2scan,SPE,-0.001,-0.088,updated,available
Cu100,ethene,beef_vdw,relaxed,-0.36,,withheld_unverified_or_incompatible,refs unverified
Cu100,ethene,beef_vdw,SPE,-0.158,,withheld_unverified_or_incompatible,refs unverified
Cu100,formaldehyde,pbe,SPE,,-0.125,newly_filled,available
Cu100,formaldehyde,pbe_d3,SPE,,-0.332,newly_filled,available
Cu100,formaldehyde,r2scan,SPE,,-0.089,newly_filled,available
Cu100,formaldehyde,beef_vdw,relaxed,-0.349,,withheld_unverified_or_incompatible,refs unverified
Cu100,formic_acid,r2scan,relaxed,-0.48,,withheld_unverified_or_incompatible,refs unverified
Cu100,formic_acid,beef_vdw,relaxed,-0.46,,withheld_unverified_or_incompatible,refs unverified
Cu100,methane,r2scan,SPE,,0.147,newly_filled,available
Cu100,methane,beef_vdw,relaxed,-0.192,,withheld_unverified_or_incompatible,refs unverified
Cu100,methane,beef_vdw,SPE,-0.118,,withheld_unverified_or_incompatible,refs unverified
Cu100,methanol,r2scan,relaxed,-0.32,,withheld_unverified_or_incompatible,refs unverified
Cu100,methanol,beef_vdw,relaxed,-0.458,,withheld_unverified_or_incompatible,refs unverified
Cu100,methanol,beef_vdw,SPE,-0.377,,withheld_unverified_or_incompatible,refs unverified
Cu110,CH3,pbe,relaxed,-1.216,,withheld_unverified_or_incompatible,refs unverified
Cu110,CH3,pbe,SPE,-1.208,,withheld_unverified_or_incompatible,potential mismatch
Cu110,CH3,pbe_d3,relaxed,-1.568,,withheld_unverified_or_incompatible,refs unverified
Cu110,CH3,pbe_d3,SPE,-1.563,,withheld_unverified_or_incompatible,potential mismatch
Cu110,CH3,r2scan,relaxed,-1.342,,withheld_unverified_or_incompatible,refs unverified
Cu110,CH3,r2scan,SPE,-1.276,,withheld_unverified_or_incompatible,potential mismatch
Cu110,CH3,beef_vdw,relaxed,-32.38,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,CH3,beef_vdw,SPE,-32.341,,withheld_unverified_or_incompatible,potential mismatch
Cu110,CO,pbe,relaxed,-0.485,,withheld_unverified_or_incompatible,refs unverified
Cu110,CO,pbe,SPE,-0.475,,withheld_unverified_or_incompatible,potential mismatch
Cu110,CO,pbe_d3,relaxed,-0.71,,withheld_unverified_or_incompatible,refs unverified
Cu110,CO,pbe_d3,SPE,-0.703,,withheld_unverified_or_incompatible,potential mismatch
Cu110,CO,r2scan,relaxed,-0.674,,withheld_unverified_or_incompatible,refs unverified
Cu110,CO,r2scan,SPE,-0.603,,withheld_unverified_or_incompatible,potential mismatch
Cu110,CO,beef_vdw,SPE,-1.332,,withheld_unverified_or_incompatible,potential mismatch
Cu110,CO2,pbe,relaxed,0.462,,withheld_unverified_or_incompatible,refs unverified
Cu110,CO2,pbe,SPE,0.467,,withheld_unverified_or_incompatible,potential mismatch
Cu110,CO2,r2scan,relaxed,0.33,,withheld_unverified_or_incompatible,refs unverified
Cu110,CO2,r2scan,SPE,0.415,,withheld_unverified_or_incompatible,potential mismatch
Cu110,CO2,beef_vdw,relaxed,-30.948,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,CO2,beef_vdw,SPE,-0.727,,withheld_unverified_or_incompatible,potential mismatch
Cu110,DME,pbe,relaxed,-4.34,,withheld_unverified_or_incompatible,refs unverified
Cu110,DME,r2scan,relaxed,-0.028,,withheld_unverified_or_incompatible,refs unverified
Cu110,DME,r2scan,SPE,0.193,,withheld_unverified_or_incompatible,potential mismatch
Cu110,DME,beef_vdw,relaxed,-31.289,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,DME,beef_vdw,SPE,-0.747,,withheld_unverified_or_incompatible,potential mismatch
Cu110,H2O,pbe,relaxed,0.161,,withheld_unverified_or_incompatible,refs unverified
Cu110,H2O,pbe,SPE,0.179,,withheld_unverified_or_incompatible,potential mismatch
Cu110,H2O,pbe_d3,relaxed,-0.102,,withheld_unverified_or_incompatible,refs unverified
Cu110,H2O,pbe_d3,SPE,-0.05,,withheld_unverified_or_incompatible,potential mismatch
Cu110,H2O,r2scan,relaxed,-0.047,,withheld_unverified_or_incompatible,refs unverified
Cu110,H2O,r2scan,SPE,0.017,,withheld_unverified_or_incompatible,potential mismatch
Cu110,H2O,beef_vdw,SPE,-0.866,,withheld_unverified_or_incompatible,potential mismatch
Cu110,H2S,pbe,relaxed,0.102,,withheld_unverified_or_incompatible,refs unverified
Cu110,H2S,pbe_d3,relaxed,-0.361,,withheld_unverified_or_incompatible,refs unverified
Cu110,H2S,r2scan,relaxed,-0.101,,withheld_unverified_or_incompatible,refs unverified
Cu110,H2S,beef_vdw,relaxed,-31.212,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,N2,pbe,relaxed,0.355,,withheld_unverified_or_incompatible,refs unverified
Cu110,N2,pbe_d3,relaxed,0.117,,withheld_unverified_or_incompatible,refs unverified
Cu110,N2,r2scan,relaxed,0.181,,withheld_unverified_or_incompatible,refs unverified
Cu110,N2,beef_vdw,relaxed,-30.865,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,NH3,pbe,relaxed,-0.148,,withheld_unverified_or_incompatible,refs unverified
Cu110,NH3,pbe_d3,relaxed,-0.48,,withheld_unverified_or_incompatible,refs unverified
Cu110,NH3,r2scan,relaxed,-0.36,,withheld_unverified_or_incompatible,refs unverified
Cu110,NH3,beef_vdw,relaxed,-31.414,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,NO,pbe,relaxed,-1.022,,withheld_unverified_or_incompatible,refs unverified
Cu110,NO,pbe_d3,relaxed,-1.24,,withheld_unverified_or_incompatible,refs unverified
Cu110,NO,beef_vdw,relaxed,-38.768,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,SO2,pbe,relaxed,-0.657,,withheld_unverified_or_incompatible,refs unverified
Cu110,SO2,pbe_d3,relaxed,-1.183,,withheld_unverified_or_incompatible,refs unverified
Cu110,SO2,r2scan,relaxed,-1.426,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,SO2,beef_vdw,relaxed,-31.981,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,acetaldehyde,pbe,relaxed,0.24,,withheld_unverified_or_incompatible,refs unverified
Cu110,acetaldehyde,pbe,SPE,0.265,,withheld_unverified_or_incompatible,potential mismatch
Cu110,acetaldehyde,pbe_d3,relaxed,-0.078,,withheld_unverified_or_incompatible,refs unverified
Cu110,acetaldehyde,pbe_d3,SPE,-0.055,,withheld_unverified_or_incompatible,potential mismatch
Cu110,acetaldehyde,r2scan,relaxed,-0.01,,withheld_unverified_or_incompatible,refs unverified
Cu110,acetaldehyde,r2scan,SPE,0.067,,withheld_unverified_or_incompatible,potential mismatch
Cu110,acetaldehyde,beef_vdw,relaxed,-31.177,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,acetaldehyde,beef_vdw,SPE,-0.918,,withheld_unverified_or_incompatible,potential mismatch
Cu110,acetic_acid,r2scan,relaxed,-0.224,,withheld_unverified_or_incompatible,refs unverified
Cu110,acetic_acid,r2scan,SPE,-0.152,,withheld_unverified_or_incompatible,potential mismatch
Cu110,acetic_acid,beef_vdw,relaxed,-31.369,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,acetic_acid,beef_vdw,SPE,-1.132,,withheld_unverified_or_incompatible,potential mismatch
Cu110,ethane,pbe,relaxed,0.477,,withheld_unverified_or_incompatible,refs unverified
Cu110,ethane,pbe,SPE,0.483,,withheld_unverified_or_incompatible,potential mismatch
Cu110,ethane,pbe_d3,relaxed,0.225,,withheld_unverified_or_incompatible,refs unverified
Cu110,ethane,pbe_d3,SPE,0.227,,withheld_unverified_or_incompatible,potential mismatch
Cu110,ethane,r2scan,relaxed,0.386,,withheld_unverified_or_incompatible,refs unverified
Cu110,ethane,r2scan,SPE,0.442,,withheld_unverified_or_incompatible,potential mismatch
Cu110,ethane,beef_vdw,relaxed,-30.961,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,ethane,beef_vdw,SPE,-0.738,,withheld_unverified_or_incompatible,potential mismatch
Cu110,ethene,pbe,relaxed,0.033,,withheld_unverified_or_incompatible,refs unverified
Cu110,ethene,pbe,SPE,-0.187,,withheld_unverified_or_incompatible,potential mismatch
Cu110,ethene,pbe_d3,relaxed,-0.519,,withheld_unverified_or_incompatible,refs unverified
Cu110,ethene,pbe_d3,SPE,-0.718,,withheld_unverified_or_incompatible,potential mismatch
Cu110,ethene,r2scan,relaxed,-0.299,,withheld_unverified_or_incompatible,refs unverified
Cu110,ethene,r2scan,SPE,-0.431,,withheld_unverified_or_incompatible,potential mismatch
Cu110,ethene,beef_vdw,relaxed,-31.315,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,ethene,beef_vdw,SPE,-0.129,,withheld_unverified_or_incompatible,potential mismatch
Cu110,formaldehyde,pbe,relaxed,0.248,,withheld_unverified_or_incompatible,refs unverified
Cu110,formaldehyde,pbe_d3,relaxed,-0.074,,withheld_unverified_or_incompatible,refs unverified
Cu110,formaldehyde,r2scan,relaxed,0.022,,withheld_unverified_or_incompatible,refs unverified
Cu110,formaldehyde,beef_vdw,relaxed,-31.095,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,formic_acid,pbe,relaxed,0.09,,withheld_unverified_or_incompatible,refs unverified
Cu110,formic_acid,pbe,SPE,0.112,,withheld_unverified_or_incompatible,potential mismatch
Cu110,formic_acid,pbe_d3,relaxed,-0.306,,withheld_unverified_or_incompatible,refs unverified
Cu110,formic_acid,pbe_d3,SPE,-0.279,,withheld_unverified_or_incompatible,potential mismatch
Cu110,formic_acid,r2scan,relaxed,-0.19,,withheld_unverified_or_incompatible,refs unverified
Cu110,formic_acid,r2scan,SPE,-0.111,,withheld_unverified_or_incompatible,potential mismatch
Cu110,formic_acid,beef_vdw,relaxed,-31.274,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,formic_acid,beef_vdw,SPE,-1.025,,withheld_unverified_or_incompatible,potential mismatch
Cu110,glycerol,pbe,SPE,0.214,,withheld_unverified_or_incompatible,refs unverified
Cu110,glycerol,pbe_d3,relaxed,-0.14,,withheld_unverified_or_incompatible,refs unverified
Cu110,glycerol,pbe_d3,SPE,-0.798,,withheld_unverified_or_incompatible,refs unverified
Cu110,glycerol,r2scan,relaxed,0.13,,withheld_unverified_or_incompatible,refs unverified
Cu110,glycerol,r2scan,SPE,-0.291,,withheld_unverified_or_incompatible,refs unverified
Cu110,glycerol,beef_vdw,SPE,-1.245,,withheld_unverified_or_incompatible,refs unverified
Cu110,isopropanol,pbe,SPE,-0.365,,withheld_unverified_or_incompatible,potential mismatch
Cu110,isopropanol,pbe_d3,relaxed,0.48,,withheld_unverified_or_incompatible,refs unverified
Cu110,isopropanol,pbe_d3,SPE,-0.875,,withheld_unverified_or_incompatible,potential mismatch
Cu110,isopropanol,r2scan,SPE,-0.395,,withheld_unverified_or_incompatible,potential mismatch
Cu110,isopropanol,beef_vdw,SPE,-0.661,,withheld_unverified_or_incompatible,potential mismatch
Cu110,methane,pbe,relaxed,0.495,,withheld_unverified_or_incompatible,refs unverified
Cu110,methane,pbe,SPE,0.5,,withheld_unverified_or_incompatible,potential mismatch
Cu110,methane,pbe_d3,relaxed,0.297,,withheld_unverified_or_incompatible,refs unverified
Cu110,methane,pbe_d3,SPE,0.299,,withheld_unverified_or_incompatible,potential mismatch
Cu110,methane,r2scan,relaxed,0.405,,withheld_unverified_or_incompatible,refs unverified
Cu110,methane,r2scan,SPE,0.459,,withheld_unverified_or_incompatible,potential mismatch
Cu110,methane,beef_vdw,relaxed,-30.862,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,methane,beef_vdw,SPE,-30.826,,withheld_unverified_or_incompatible,potential mismatch
Cu110,methanol,pbe,relaxed,0.138,,withheld_unverified_or_incompatible,refs unverified
Cu110,methanol,pbe,SPE,0.213,,withheld_unverified_or_incompatible,potential mismatch
Cu110,methanol,pbe_d3,relaxed,-0.232,,withheld_unverified_or_incompatible,refs unverified
Cu110,methanol,pbe_d3,SPE,-0.231,,withheld_unverified_or_incompatible,potential mismatch
Cu110,methanol,r2scan,relaxed,-0.15,,withheld_unverified_or_incompatible,refs unverified
Cu110,methanol,r2scan,SPE,-0.056,,withheld_unverified_or_incompatible,potential mismatch
Cu110,methanol,beef_vdw,relaxed,-31.259,,withheld_unverified_or_incompatible,potential_mismatch
Cu110,methanol,beef_vdw,SPE,-0.925,,withheld_unverified_or_incompatible,potential mismatch
Cu110,propanol,pbe,SPE,-0.117,,withheld_unverified_or_incompatible,potential mismatch
Cu110,propanol,pbe_d3,relaxed,0.49,,withheld_unverified_or_incompatible,refs unverified
Cu110,propanol,pbe_d3,SPE,-0.837,,withheld_unverified_or_incompatible,potential mismatch
Cu110,propanol,r2scan,SPE,-0.384,,withheld_unverified_or_incompatible,potential mismatch
Cu110,propanol,beef_vdw,SPE,-0.301,,withheld_unverified_or_incompatible,potential mismatch
Cu110,propene,pbe,SPE,-0.371,,withheld_unverified_or_incompatible,potential mismatch
Cu110,propene,pbe_d3,relaxed,0.35,,withheld_unverified_or_incompatible,refs unverified
Cu110,propene,pbe_d3,SPE,-1.008,,withheld_unverified_or_incompatible,potential mismatch
Cu110,propene,r2scan,SPE,-0.443,,withheld_unverified_or_incompatible,potential mismatch
Cu110,propene,beef_vdw,SPE,-0.537,,withheld_unverified_or_incompatible,potential mismatch
Cu111,CH3,pbe,relaxed,0.313,-1.302,updated,available
Cu111,CH3,pbe,SPE,0.343,-1.272,updated,available
Cu111,CH3,pbe_d3,relaxed,-0.076,-1.646,updated,available
Cu111,CH3,pbe_d3,SPE,0.018,-1.552,updated,available
Cu111,CH3,r2scan,SPE,0.375,-1.076,updated,available
Cu111,CH3,beef_vdw,relaxed,-82.998,-1.342,updated,available
Cu111,CH3,beef_vdw,SPE,-82.915,-1.258,updated,available
Cu111,CO,pbe,SPE,-0.92,-0.916,updated,available
Cu111,CO,pbe_d3,relaxed,0.44,,withheld_unverified_or_incompatible,refs unverified
Cu111,CO,pbe_d3,SPE,-1.028,-1.015,updated,available
Cu111,CO,r2scan,relaxed,0.42,,withheld_unverified_or_incompatible,refs unverified
Cu111,CO,r2scan,SPE,-0.824,-0.833,updated,available
Cu111,CO2,pbe,SPE,-0.01,-0.009,updated,available
Cu111,CO2,r2scan,SPE,0.168,0.155,updated,available
Cu111,CO2,beef_vdw,SPE,-0.168,-0.169,updated,available
Cu111,DME,pbe,relaxed,-3.06,-0.068,updated,available
Cu111,DME,pbe,SPE,-4.711,-0.047,updated,available
Cu111,DME,pbe_d3,relaxed,,-0.641,newly_filled,available
Cu111,DME,pbe_d3,SPE,,-0.216,newly_filled,available
Cu111,DME,r2scan,SPE,-0.134,0.104,updated,available
Cu111,DME,beef_vdw,relaxed,-82.099,-0.442,updated,available
Cu111,DME,beef_vdw,SPE,-0.39,-0.307,updated,available
Cu111,H2O,pbe,relaxed,1.547,-0.068,updated,available
Cu111,H2O,pbe,SPE,-0.062,-0.06,updated,available
Cu111,H2O,pbe_d3,relaxed,1.162,-0.408,updated,available
Cu111,H2O,pbe_d3,SPE,-0.179,-0.175,updated,available
Cu111,H2O,r2scan,SPE,0.094,0.083,updated,available
Cu111,H2O,beef_vdw,relaxed,-81.838,-0.181,updated,available
Cu111,H2O,beef_vdw,SPE,-0.111,-0.112,updated,available
Cu111,H2S,pbe,relaxed,1.366,-0.249,updated,available
Cu111,H2S,pbe,SPE,,-0.064,newly_filled,available
Cu111,H2S,pbe_d3,relaxed,0.831,-0.739,updated,available
Cu111,H2S,pbe_d3,SPE,,-0.334,newly_filled,available
Cu111,H2S,r2scan,SPE,,0.057,newly_filled,available
Cu111,H2S,beef_vdw,relaxed,-82.013,-0.356,updated,available
Cu111,H2S,beef_vdw,SPE,,-0.2,newly_filled,available
Cu111,N2,pbe,relaxed,1.604,-0.011,updated,available
Cu111,N2,pbe,SPE,,0.002,newly_filled,available
Cu111,N2,pbe_d3,relaxed,1.482,-0.088,updated,available
Cu111,N2,pbe_d3,SPE,,0.015,newly_filled,available
Cu111,N2,r2scan,SPE,,0.203,newly_filled,available
Cu111,N2,beef_vdw,relaxed,-81.789,-0.132,updated,available
Cu111,N2,beef_vdw,SPE,,-0.057,newly_filled,available
Cu111,NH3,pbe,relaxed,1.104,-0.511,updated,available
Cu111,NH3,pbe,SPE,,-0.488,newly_filled,available
Cu111,NH3,pbe_d3,relaxed,0.704,-0.866,updated,available
Cu111,NH3,pbe_d3,SPE,,-0.75,newly_filled,available
Cu111,NH3,r2scan,relaxed,0.792,-0.658,updated,available
Cu111,NH3,r2scan,SPE,,-0.456,newly_filled,available
Cu111,NH3,beef_vdw,relaxed,-82.271,-0.614,updated,available
Cu111,NH3,beef_vdw,SPE,,-0.521,newly_filled,available
Cu111,NO,pbe,relaxed,0.035,-1.58,updated,available
Cu111,NO,pbe,SPE,,-1.547,newly_filled,available
Cu111,NO,pbe_d3,relaxed,-0.213,-1.783,updated,available
Cu111,NO,pbe_d3,SPE,,-1.678,newly_filled,available
Cu111,NO,beef_vdw,relaxed,-89.776,-8.119,updated,available; energy review
Cu111,NO,beef_vdw,SPE,,-8.044,newly_filled,available; energy review
Cu111,SO2,pbe,relaxed,1.055,-0.56,updated,available
Cu111,SO2,pbe,SPE,,-0.52,newly_filled,available
Cu111,SO2,pbe_d3,relaxed,0.527,-1.043,updated,available
Cu111,SO2,pbe_d3,SPE,,-0.925,newly_filled,available
Cu111,SO2,r2scan,SPE,,-0.806,newly_filled,available
Cu111,SO2,beef_vdw,relaxed,-82.408,-0.751,updated,available
Cu111,SO2,beef_vdw,SPE,,-0.666,newly_filled,available
Cu111,acetaldehyde,pbe,relaxed,1.451,-0.164,updated,available
Cu111,acetaldehyde,pbe,SPE,-0.146,-0.144,updated,available
Cu111,acetaldehyde,pbe_d3,relaxed,1.086,-0.484,updated,available
Cu111,acetaldehyde,pbe_d3,SPE,-0.351,-0.348,updated,available
Cu111,acetaldehyde,r2scan,SPE,-0.112,-0.123,updated,available
Cu111,acetaldehyde,beef_vdw,relaxed,-82.07,-0.413,updated,available
Cu111,acetaldehyde,beef_vdw,SPE,-0.311,-0.312,updated,available
Cu111,acetic_acid,pbe_d3,SPE,-7.164,,withheld_unverified_or_incompatible,refs unverified
Cu111,acetic_acid,r2scan,SPE,-0.237,-0.247,updated,available
Cu111,acetic_acid,beef_vdw,relaxed,-82.173,-0.517,updated,available
Cu111,acetic_acid,beef_vdw,SPE,-0.417,-0.418,updated,available
Cu111,ethane,pbe,relaxed,1.593,-0.022,updated,available
Cu111,ethane,pbe,SPE,-0.014,-0.012,updated,available
Cu111,ethane,pbe_d3,relaxed,1.149,-0.421,updated,available
Cu111,ethane,pbe_d3,SPE,-0.236,-0.232,updated,available
Cu111,ethane,r2scan,relaxed,1.362,-0.089,updated,available
Cu111,ethane,r2scan,SPE,0.138,0.128,updated,available
Cu111,ethane,beef_vdw,relaxed,-81.955,-0.298,updated,available
Cu111,ethanol,pbe,relaxed,1.493,-0.122,updated,available
Cu111,ethanol,pbe,SPE,-0.109,-0.107,updated,available
Cu111,ethanol,pbe_d3,relaxed,0.928,-0.643,updated,available
Cu111,ethanol,pbe_d3,SPE,-0.361,-0.36,updated,available
Cu111,ethanol,r2scan,SPE,-0.023,-0.03,updated,available
Cu111,ethanol,beef_vdw,relaxed,-82.097,-0.44,updated,available
Cu111,ethanol,beef_vdw,SPE,-0.362,-0.358,updated,available
Cu111,ethene,pbe,relaxed,1.569,-0.046,updated,available
Cu111,ethene,pbe,SPE,-0.034,-0.032,updated,available
Cu111,ethene,pbe_d3,relaxed,0.785,-0.785,updated,available
Cu111,ethene,pbe_d3,SPE,-0.238,-0.211,updated,available
Cu111,ethene,beef_vdw,relaxed,-81.975,-0.319,updated,available
Cu111,ethene,beef_vdw,SPE,-0.231,-0.229,updated,available
Cu111,formaldehyde,pbe,relaxed,1.524,-0.091,updated,available
Cu111,formaldehyde,pbe,SPE,,-0.068,newly_filled,available
Cu111,formaldehyde,pbe_d3,relaxed,1.164,-0.406,updated,available
Cu111,formaldehyde,pbe_d3,SPE,,-0.181,newly_filled,available
Cu111,formaldehyde,r2scan,SPE,,0.046,newly_filled,available
Cu111,formaldehyde,beef_vdw,relaxed,-81.985,-0.328,updated,available
Cu111,formaldehyde,beef_vdw,SPE,,-0.23,newly_filled,available
Cu111,formic_acid,pbe,SPE,-0.119,-0.128,updated,available
Cu111,formic_acid,pbe_d3,SPE,-0.313,-0.33,updated,available
Cu111,formic_acid,r2scan,SPE,0.011,-0.017,updated,available
Cu111,formic_acid,beef_vdw,SPE,-0.292,-0.303,updated,available
Cu111,isopropanol,pbe,SPE,-0.134,-0.132,updated,available
Cu111,isopropanol,pbe_d3,SPE,-0.519,-0.515,updated,available
Cu111,isopropanol,r2scan,SPE,-0.087,-0.098,updated,available
Cu111,isopropanol,beef_vdw,SPE,-0.482,-0.483,updated,available
Cu111,methane,pbe,relaxed,1.603,-0.012,updated,available
Cu111,methane,pbe,SPE,1.612,-0.003,updated,available
Cu111,methane,pbe_d3,relaxed,1.294,-0.276,updated,available
Cu111,methane,pbe_d3,SPE,1.459,-0.111,updated,available
Cu111,methane,r2scan,relaxed,1.39,-0.06,updated,available
Cu111,methane,r2scan,SPE,,0.152,newly_filled,available
Cu111,methane,beef_vdw,relaxed,-81.86,-0.204,updated,available
Cu111,methane,beef_vdw,SPE,-81.792,-0.135,updated,available
Cu111,methanol,pbe,SPE,-0.158,-0.155,updated,available
Cu111,methanol,pbe_d3,SPE,-0.364,-0.369,updated,available
Cu111,methanol,r2scan,SPE,-0.093,-0.114,updated,available
Cu111,methanol,beef_vdw,SPE,-0.338,-0.336,updated,available
Cu111,propane,pbe,SPE,-0.019,-0.017,updated,available
Cu111,propane,pbe_d3,SPE,-0.338,-0.334,updated,available
Cu111,propane,r2scan,SPE,0.124,0.113,updated,available
Cu111,propanol,pbe,SPE,-0.169,-0.167,updated,available
Cu111,propanol,pbe_d3,SPE,-0.585,-0.581,updated,available
Cu111,propanol,r2scan,SPE,-0.135,-0.146,updated,available
Cu111,propanol,beef_vdw,SPE,-0.516,-0.517,updated,available
Cu111,propene,pbe,SPE,-0.044,-0.042,updated,available
Cu111,propene,pbe_d3,SPE,-0.298,-0.294,updated,available
Cu111,propene,r2scan,SPE,0.1,0.089,updated,available
Cu111,propene,beef_vdw,SPE,-0.306,-0.307,updated,available
Ir100,CH3,r2scan,relaxed,-2.144,,withheld_unverified_or_incompatible,refs unverified
Ir100,CH3,r2scan,SPE,-2.101,,withheld_unverified_or_incompatible,refs unverified
Ir100,CO,r2scan,relaxed,-2.342,,withheld_unverified_or_incompatible,refs unverified
Ir100,CO2,r2scan,relaxed,-0.105,,withheld_unverified_or_incompatible,refs unverified
Ir100,CO2,beef_vdw,SPE,-0.171,,withheld_unverified_or_incompatible,refs unverified
Ir100,DME,pbe,relaxed,-4.96,-0.359,updated,available
Ir100,DME,pbe,SPE,,-0.307,newly_filled,available
Ir100,DME,pbe_d3,relaxed,,-0.915,newly_filled,available
Ir100,DME,pbe_d3,SPE,,-0.838,newly_filled,available
Ir100,DME,r2scan,relaxed,-0.693,,withheld_unverified_or_incompatible,refs unverified
Ir100,DME,r2scan,SPE,-0.629,,withheld_unverified_or_incompatible,refs unverified
Ir100,DME,beef_vdw,SPE,0.377,-0.615,updated,available
Ir100,H2O,pbe,SPE,-0.414,-0.413,updated,available
Ir100,H2O,pbe_d3,SPE,-0.62,-0.619,updated,available
Ir100,H2O,r2scan,relaxed,-0.665,,withheld_unverified_or_incompatible,refs unverified
Ir100,H2O,beef_vdw,SPE,-0.379,-0.378,updated,available
Ir100,H2S,pbe,SPE,,-2.528,newly_filled,available
Ir100,H2S,pbe_d3,SPE,,-2.996,newly_filled,available
Ir100,H2S,r2scan,relaxed,-2.944,,withheld_unverified_or_incompatible,refs unverified
Ir100,H2S,beef_vdw,SPE,,-2.459,newly_filled,available
Ir100,N2,pbe,SPE,,-0.747,newly_filled,available
Ir100,N2,pbe_d3,SPE,,-0.986,newly_filled,available
Ir100,N2,r2scan,relaxed,-0.913,,withheld_unverified_or_incompatible,refs unverified
