name,surface,molecule,n_metal,n_mol,old_energy,old_functional,new_energy,functional,mode,status,complex_snapshot_id
Pd111_ethane,Pd111,ethane,64,8,0.372,r2scan,-0.4128935,pbe_d3,relaxed,ok,e2b9fb2571608219551928874463a2870d795d379a787d2c964c70b708cb1b33
Pd111_ethanol,Pd111,ethanol,64,9,0.163,r2scan,-0.53863131,r2scan,relaxed,ok,dabbee67e4387dfbd936de9c3471159255702ded31fff783b777a85bddd4a8f6
Pd111_ethene,Pd111,ethene,64,6,-0.841,r2scan,,,,no validated size-matched selection,
Pd111_glycerol,Pd111,glycerol,64,14,0.092,r2scan,0.09168294,r2scan,SPE,ok,b9a24e3563b0b75efd4cfe1e5b8d0b12064f539d92be082434de5ce940ae06b2
Pd111_isopropanol,Pd111,isopropanol,64,12,0.144,r2scan,0.14418457,r2scan,SPE,ok,b5a1aaf06dac486ca74e96ca82a19037fd4b34c91aa1b1463d56719613170eb3
Pd111_propane,Pd111,propane,64,11,0.218,r2scan,0.21786268,r2scan,SPE,ok,52a59da9e877e03937462d18038318a3a0a56cf2c0a082c6280145a8c315a5f7
Pd111_propanol,Pd111,propanol,64,12,0.054,r2scan,0.05429217,r2scan,SPE,ok,261486132289e8cf76e1d0031e63d380b6ad79dbf8ec02bb12caf0f34856b8b3
Pd111_propene,Pd111,propene,64,9,-0.632,r2scan,-0.63171722,r2scan,SPE,ok,5c923795ddba1635c9345ca605cda3bd38b543224ba1ce2b032c2274f4d08b21
Pt100_CO2,Pt100,CO2,64,3,-0.022,r2scan,-0.010549,pbe,relaxed,ok,d067cfb38a8cbbc85d5c5bd3af4773ff4e640d3beec9a1d7e6f6008159a76029
Pt100_ethane,Pt100,ethane,64,8,0.385,r2scan,-0.44559181,pbe_d3,relaxed,ok,d58ecb61f08589e06b95de7b33edf62aecf3d39b124bbe203a3c1f1db66d2b13
Pt100_ethanol,Pt100,ethanol,64,9,0.285,r2scan,-0.89303173,pbe_d3,relaxed,ok,6ba6e5eca5a6676df35490d6a6fabd1e38931863256b88d5ce1e1bc94a9028d5
Pt100_ethene,Pt100,ethene,64,6,-1.384,r2scan,,,,no validated size-matched selection,
Pt100_glycerol,Pt100,glycerol,64,14,0.192,r2scan,-0.38350287,pbe_d3,SPE,ok,71aba9c193339871b0f928d57714c53868e9418be4b339ba0fe1cfc09a41082d
Pt100_isopropanol,Pt100,isopropanol,64,12,0.281,r2scan,0.29000546,r2scan,SPE,ok,78660da7b8899d1b45f01409280084f894841fe49487104944497d663e671ae7
Pt100_propane,Pt100,propane,64,11,0.432,r2scan,0.4404354,r2scan,SPE,ok,fcee26bf7738e7861679ccb962c74c155821ce1dac9b7f5b363870f81e5f5da5
Pt100_propanol,Pt100,propanol,64,12,0.25,r2scan,0.25840991,r2scan,SPE,ok,3f6fc963f2de26fb312f4fbd900da1890244f680d5614f6e103fa32f06525b0a
Pt100_propene,Pt100,propene,64,9,-1.162,r2scan,-1.15332671,r2scan,SPE,ok,7708971bc5e82df0303e6876fd23336cd1ae83883e8ea91a4a3f77f79e98c561
Pt110_CO2,Pt110,CO2,64,3,0.041,r2scan,,,,no validated size-matched selection,
Pt110_ethane,Pt110,ethane,64,8,0.163,r2scan,-0.47113411,pbe_d3,relaxed,ok,8b89f401a383d0cf57cd7f9f88c3212c56f425e03a5cf754cc627dee9eb55497
Pt110_ethanol,Pt110,ethanol,64,9,0.347,r2scan,-1.05190229,pbe_d3,relaxed,ok,42ad60addb2d7c3bec2e2472b24a74a5b24151f5c55e46d6e7033064d480c987
Pt110_ethene,Pt110,ethene,64,6,-1.424,r2scan,,,,no validated size-matched selection,
Pt110_glycerol,Pt110,glycerol,64,14,-0.355,r2scan,-0.95826607,pbe_d3,SPE,ok,e4bde0d9227beddd530a21bceb17d53c650c64b74554aedd404449c150d23b16
Pt110_isopropanol,Pt110,isopropanol,64,12,0.19,r2scan,-0.32085954,pbe_d3,SPE,ok,355f6bff9484f2bbf5e8fb263e5800f4a8137355ca6ee62af7789a0e4100ea8b
Pt110_propane,Pt110,propane,64,11,0.313,r2scan,-0.11502459,pbe_d3,SPE,ok,ad082d54ffaa739ca7b9e1c3714166ebe6654a65125ffa945d34b19d3c359c31
Pt110_propanol,Pt110,propanol,64,12,0.387,r2scan,-0.11549942,pbe_d3,SPE,ok,ca0ae3ec849576329e7671a84a3ad147d8b9a5a916b0983cf895eaf51a9a8cbe
Pt110_propene,Pt110,propene,64,9,-0.884,r2scan,-1.26436958,pbe_d3,SPE,ok,d1c3ca126f39eb74c819580094093fb3b734ea4381bc9df6f3958473873f645a
Pt111_CO2,Pt111,CO2,64,3,0.14,r2scan,,,,no validated size-matched selection,
Pt111_ethane,Pt111,ethane,64,8,0.665,r2scan,,,,no validated size-matched selection,
Pt111_ethanol,Pt111,ethanol,64,9,0.441,r2scan,,,,no validated size-matched selection,
Pt111_ethene,Pt111,ethene,64,6,-0.915,r2scan,,,,no validated size-matched selection,
Pt111_glycerol,Pt111,glycerol,64,14,0.193,r2scan,,,,no validated size-matched selection,
Pt111_isopropanol,Pt111,isopropanol,64,12,0.479,r2scan,,,,no validated size-matched selection,
Pt111_propane,Pt111,propane,64,11,0.598,r2scan,,,,no validated size-matched selection,
Pt111_propanol,Pt111,propanol,64,12,0.314,r2scan,,,,no validated size-matched selection,
Pt111_propene,Pt111,propene,64,9,-1.141,r2scan,,,,no validated size-matched selection,
Cu100_CH3_sevennet_omni,Cu100,CH3,64,4,,,-1.64637519,pbe_d3,relaxed,ok,2982aabc1319ab9422ecc9c73f3937e0bccfed12af15968f5e6f6054f18851a7
Cu100_CH4_sevennet_omni,Cu100,CH4,64,5,,,-0.03331797,r2scan,relaxed,ok,e71b8bff540efb2dbc587287aa0a0832c72e52db2aed9e3439aa4bfbdf13ad12
Cu100_H2S_sevennet_omni,Cu100,H2S,64,3,,,-0.71896839,pbe_d3,relaxed,ok,e291c93d071d1b345676415fc95b58256ad07d704e4d34a77c4685db8125e4a7
Cu100_N2_sevennet_omni,Cu100,N2,64,2,,,-0.09943129,pbe_d3,relaxed,ok,fd9482576f580f82e730ec34ff682c5531e7bde91a7527699f1b8bd1c3826617
Cu100_NH3_sevennet_omni,Cu100,NH3,64,4,,,-0.90342372,pbe_d3,relaxed,ok,bdda9d12919da22f85e0a50fde8e24b2334687170ea059ae7091890b40ddad26
Cu100_NO_sevennet_omni,Cu100,NO,64,2,,,-1.98817154,pbe_d3,relaxed,ok,ef85555fc5ec834e91270a926f2f160429c2c58eea15a1dde49a39d5c9b3756f
Cu100_SO2_sevennet_omni,Cu100,SO2,64,3,,,-1.32945296,pbe_d3,relaxed,ok,755fe487b0605504106621368da34f2fc71ec25461053a3e70890ce33d3e22fb
Cu100_formaldehyde_sevennet_omni,Cu100,formaldehyde,64,4,,,-0.43385275,pbe_d3,relaxed,ok,c4b140b5946c6703e3cb97ab2ed6d3eece83fc7663f86d26d12abc0c16e8f94d
Cu100_methane_sevennet_omni,Cu100,methane,64,5,,,-0.03331797,r2scan,relaxed,ok,e71b8bff540efb2dbc587287aa0a0832c72e52db2aed9e3439aa4bfbdf13ad12
Cu111_CH3_sevennet_omni,Cu111,CH3,64,4,,,-1.64608586,pbe_d3,relaxed,ok,3730cae65f554a7e273e8b353f897b9cfe0d3e3b4f2831715f966a293fcfb01a
Cu111_CH4_sevennet_omni,Cu111,CH4,64,5,,,-0.0598781,r2scan,relaxed,ok,651f149b73e9bd62997ff2fe8cebd621e47ae047a4ffb47a68bc3971cbe1252b
Cu111_H2S_sevennet_omni,Cu111,H2S,64,3,,,-0.73943502,pbe_d3,relaxed,ok,321211485c70e7757800541797597a4b0427db14fb8e0f910a572e5854def66c
Cu111_N2_sevennet_omni,Cu111,N2,64,2,,,-0.08844816,pbe_d3,relaxed,ok,651c2133809dbecc71224911705db5f9af1974f4b6be0d68662b0e94cdc8726c
Cu111_NH3_sevennet_omni,Cu111,NH3,64,4,,,-0.65848129,r2scan,relaxed,ok,8a3e6ff5d7919e1451685c525849dd50ddd22fc3996da9acf7495202d6946cde
Cu111_NO_sevennet_omni,Cu111,NO,64,2,,,-1.78322646,pbe_d3,relaxed,ok,3192623ba06e9d347464e51948e03b847f8aa86dcb21d600cf8014e3588339c4
Cu111_SO2_sevennet_omni,Cu111,SO2,64,3,,,-1.04309852,pbe_d3,relaxed,ok,68d321f4adcddcdc74b628562dcf834d188641007f67d99a043ee8954cc436b3
Cu111_formaldehyde_sevennet_omni,Cu111,formaldehyde,64,4,,,-0.40605956,pbe_d3,relaxed,ok,74a450e2cff2da1cd8187b4a6c2423f2d3e73a68549dd764f5af099960710d1b
Cu111_methane_sevennet_omni,Cu111,methane,64,5,,,-0.0598781,r2scan,relaxed,ok,651f149b73e9bd62997ff2fe8cebd621e47ae047a4ffb47a68bc3971cbe1252b
Ir100_CH3_sevennet_omni,Ir100,CH3,36,4,,,-2.45620274,pbe_d3,relaxed,ok,9d1ca6fd4abc4d305eaf77114290c1100e5fc32cc089e303cdb3c54e71be65ea
Ir100_CH4_sevennet_omni,Ir100,CH4,36,5,,,-0.19983274,pbe_d3,relaxed,ok,63bdbc42954d1896a3bdc9173e8b3f3ad1047eb28a66826530cfdfcdc1898948
Ir100_H2S_sevennet_omni,Ir100,H2S,36,3,,,-3.08554231,pbe_d3,relaxed,ok,c1c29a8ffede765eb3af94ba39a23990782602ca0b746e8bc242918cad24257f
Ir100_N2_sevennet_omni,Ir100,N2,36,2,,,-1.05703991,pbe_d3,relaxed,ok,e609a9ae8b9846324daa6a97cd6c903dd8b6eacaeac5ea459c61ddce9d25fb0a
Ir100_NH3_sevennet_omni,Ir100,NH3,36,4,,,-1.58490797,pbe_d3,relaxed,ok,0d242b28174050ee016764bb753d2644f3ed53b546f9ab63318dfa5df229ea48
Ir100_NO_sevennet_omni,Ir100,NO,36,2,,,-3.30923333,pbe_d3,relaxed,ok,141de8cac0adea07a1a469446c988ceb6d32b65116c75255810705fe85286baf
Ir100_SO2_sevennet_omni,Ir100,SO2,36,3,,,-2.78309531,pbe_d3,relaxed,ok,6d019ffcf0d878c832ffcec7abca19f4a423907afc4f811822987a4cb5be9c6d
Ir100_formaldehyde_sevennet_omni,Ir100,formaldehyde,36,4,,,-1.65652006,pbe_d3,relaxed,ok,1762a50586dc5765fe2bfa7aff190a5a47916f08739c0532a9476604cb1f613d
Ir100_methane_sevennet_omni,Ir100,methane,36,5,,,-0.19983274,pbe_d3,relaxed,ok,63bdbc42954d1896a3bdc9173e8b3f3ad1047eb28a66826530cfdfcdc1898948
Ir110_CH3_sevennet_omni,Ir110,CH3,24,4,,,-2.27414808,r2scan,relaxed,ok,a8891eff4731704b3186966d8381ee13927c830b2588f2d064b2a9f6f609192c
Ir110_CH4_sevennet_omni,Ir110,CH4,24,5,,,-0.09463483,r2scan,relaxed,ok,64b64795d0938ea751bdaef53424ea431f858b3e889d6231d87faa560b80c732
Ir110_H2S_sevennet_omni,Ir110,H2S,24,3,,,-2.86837662,r2scan,relaxed,ok,3d136e59e9f4f57bca4db267d44fb7ead52a6194db67799a1ca2bdd671f8d126
Ir110_N2_sevennet_omni,Ir110,N2,24,2,,,-1.3396584,pbe_d3,relaxed,ok,2b1246495937e03c9193ce7024459d67e4777d19565a29673e9e279828860e60
Ir110_NH3_sevennet_omni,Ir110,NH3,24,4,,,-1.3207668,r2scan,relaxed,ok,c9a2b3e92e8b295a0439b6baf1287edc023a5471eb3d2911e38156712867e9f3
Ir110_NO_sevennet_omni,Ir110,NO,24,2,,,-3.46347599,pbe_d3,relaxed,ok,7c2b9ddeedf041497cb038d2e6572fa0de82b5ed0e92bb8df2eb234075e174af
Ir110_SO2_sevennet_omni,Ir110,SO2,24,3,,,-2.69553447,r2scan,relaxed,ok,b29f0eddf619f6609add21e2619c1f110386d538cc29e448d02de1f04eb61835
Ir110_formaldehyde_sevennet_omni,Ir110,formaldehyde,24,4,,,-1.88532431,r2scan,relaxed,ok,11e16012f64387d4c2c2ff0b442191c3197b75d00e9ca2984315c7b5a8924873
Ir110_formic_acid_sevennet_omni,Ir110,formic_acid,24,5,,,-1.26616288,pbe_d3,relaxed,ok,f5ee13b25e6fc9075a8930595daa82ffde84b9897af6002db0d3240fef78ccbf
Ir110_methane_sevennet_omni,Ir110,methane,24,5,,,-0.09463483,r2scan,relaxed,ok,64b64795d0938ea751bdaef53424ea431f858b3e889d6231d87faa560b80c732
Ir110_methanol_sevennet_omni,Ir110,methanol,24,6,,,-0.82805566,r2scan,relaxed,ok,122efd0ec1b70d6da6f63e0637f7c61e840aa78502689855e824e1e5cdd2a710
Ir111_CH3_sevennet_omni,Ir111,CH3,64,4,,,-1.80684166,r2scan,relaxed,ok,e170fb218cb253e140c8ff331799221d05babe3a34e82b965faefdd747deab3f
Ir111_CH4_sevennet_omni,Ir111,CH4,64,5,,,-0.04271438,r2scan,relaxed,ok,e78c7f2ccd93ab4fbedb9ed8cb67d41c61057fa81ff710a5be3b435b219b2684
Ir111_CO2_sevennet_omni,Ir111,CO2,64,3,,,-0.08051655,r2scan,relaxed,ok,8b525b900653fa0c79946ff628950a58aece83632c87cacf535be58692e5d380
Ir111_CO_sevennet_omni,Ir111,CO,64,2,,,-1.85876039,pbe_d3,relaxed,ok,32e04ff1f7d4f5b0389ec9ed518d91ee3eb98b0abb638f630e5d1dad988f7af5
Ir111_DME_sevennet_omni,Ir111,DME,64,9,,,-0.76850734,pbe_d3,relaxed,ok,7bf25756603bf7876d5b9b437fac1897903123aa9d1a1e1140f3af9d2131dc3c
Ir111_H2O_sevennet_omni,Ir111,H2O,64,3,,,-0.4881047,r2scan,relaxed,ok,41b270ea4b79eed59b55d9bcb48af112d9ea949aedc9b11def39e29798e25e22
Ir111_H2S_sevennet_omni,Ir111,H2S,64,3,,,-0.93252841,r2scan,relaxed,ok,67d9599f11be2e4db8249f68d87c78ed4063d1534ea35889dca11a6d38fda399
Ir111_N2_sevennet_omni,Ir111,N2,64,2,,,-0.67460683,pbe_d3,relaxed,ok,6472feacf6647005ec602c79b6899f6fd610cb93cf60e98d6330527d84e7aa8f
Ir111_NH3_sevennet_omni,Ir111,NH3,64,4,,,-1.177863,r2scan,relaxed,ok,bd604c0530259b64959ee3b869fd61dc833399db92766960f98d85e0f32c0e0f
Ir111_NO_sevennet_omni,Ir111,NO,64,2,,,-2.50791685,pbe_d3,relaxed,ok,f3d5dd5188eed062e0c10501aa25fdc194f14777215599dd60f6e548725eb73a
Ir111_SO2_sevennet_omni,Ir111,SO2,64,3,,,-1.51066684,r2scan,relaxed,ok,ae63b20702cf1432063ce95fea3c5f33f64453c71a2931539819261106fe0174
Ir111_acetaldehyde_sevennet_omni,Ir111,acetaldehyde,64,7,,,-0.58317754,r2scan,relaxed,ok,a7e156a111ae6ef81020689220312886dd968c4a614cb4d3f874b9a8218b7ec2
Ir111_acetic_acid_sevennet_omni,Ir111,acetic_acid,64,8,,,-0.66624977,beef_vdw,relaxed,ok,98e658beb55488a96a009ff6360ad33e8eafd4367df5681a04c6578aa61e547f
Ir111_ethane_sevennet_omni,Ir111,ethane,64,8,,,-0.07282106,r2scan,relaxed,ok,8df3ad55e58bccfc2c79bac993500083b937b9a67e266b483dd5406b83d1f6a7
Ir111_ethanol_sevennet_omni,Ir111,ethanol,64,9,,,-0.59981969,r2scan,relaxed,ok,83593b7db5150856dcb5df6383d58ea549f5755b2e43b80ea70d38d834175cc8
Ir111_ethene_sevennet_omni,Ir111,ethene,64,6,,,-1.06061898,r2scan,relaxed,ok,ca7907015001899f3b304c91397550aca9661b6153276558d141f236c06ebd13
Ir111_ethylene_sevennet_omni,Ir111,ethylene,64,6,,,-1.06061898,r2scan,relaxed,ok,ca7907015001899f3b304c91397550aca9661b6153276558d141f236c06ebd13
Ir111_formaldehyde_sevennet_omni,Ir111,formaldehyde,64,4,,,-0.59449679,pbe_d3,relaxed,ok,a67ac378accc45d39dd7acb92f3180284f9964d70f2caff34c7794c07c43e0a1
Ir111_formic_acid_sevennet_omni,Ir111,formic_acid,64,5,,,-0.75094215,pbe_d3,relaxed,ok,b090e48693b1c892900bfcd867ab9a6b5cb13cb5b8301000e3eaee3f8b755dcb
Ir111_methane_sevennet_omni,Ir111,methane,64,5,,,-0.04271438,r2scan,relaxed,ok,e78c7f2ccd93ab4fbedb9ed8cb67d41c61057fa81ff710a5be3b435b219b2684
Ir111_methanol_sevennet_omni,Ir111,methanol,64,6,,,-0.75377346,pbe_d3,relaxed,ok,55a6df34cd130358048e8b8e2a501631997a76ecf7a584c9cf46bd782bd82c02
Pd100_CH3_sevennet_omni,Pd100,CH3,36,4,,,-1.75184981,r2scan,relaxed,ok,39b89ca1cc318252a630cf9e8493227e4f7daf3f6968822a58c646f16366ce57
Pd100_CH4_sevennet_omni,Pd100,CH4,36,5,,,-0.0976739,r2scan,relaxed,ok,32966f9cfd0277c92ac233b8013a3aa1f1d7c45f614adaa08c4e9f3a807b7439
Pd100_CO_sevennet_omni,Pd100,CO,36,2,,,-2.01380798,r2scan,relaxed,ok,2f848552bb744250687028eeaa368fc74542b1ff04930ecb00a69467b3993d5c
Pd100_DME_sevennet_omni,Pd100,DME,36,9,,,-0.44526975,r2scan,relaxed,ok,8b8085e52b17b9219db20947683c0948c7afe5ab2b0e822be5b48081dc89eb4e
Pd100_H2O_sevennet_omni,Pd100,H2O,36,3,,,-0.38556797,r2scan,relaxed,ok,cc1a67fad49d7972ea00f9991a19dc04ad890a84f5941bfe44106df81f07dce6
Pd100_H2S_sevennet_omni,Pd100,H2S,36,3,,,-0.91285013,r2scan,relaxed,ok,9157f94fb6e8eeee41f7ee135ac950f84931b298ed8ae4803451f42258fc029d
Pd100_N2_sevennet_omni,Pd100,N2,36,2,,,-0.41705821,r2scan,relaxed,ok,7f4024b9bc752321343e9812f0c4d75854ab3bee3485c8aefa9cd4d5b03c9c45
Pd100_NH3_sevennet_omni,Pd100,NH3,36,4,,,-0.90255389,r2scan,relaxed,ok,3dc892772d6986bd6bb6e84bbc5cbaa03a05b3fe37185912a967065ca0702677
Pd100_NO_sevennet_omni,Pd100,NO,36,2,,,-2.68702743,pbe_d3,relaxed,ok,0bc970fd087208a622c4b186666065cc618ca752832a488b11190872ccdba00e
Pd100_SO2_sevennet_omni,Pd100,SO2,36,3,,,-1.8046541,r2scan,relaxed,ok,5ba8840e1410657bf13250e086c611776378f26919ae943b4195c10a37c07a9a
Pd100_acetaldehyde_sevennet_omni,Pd100,acetaldehyde,36,7,,,-0.44224369,r2scan,relaxed,ok,936aa82f1eb35dc495474756ca4858350c4b1957b512d55381deac9f571e161a
Pd100_acetic_acid_sevennet_omni,Pd100,acetic_acid,36,8,,,-0.62742615,r2scan,relaxed,ok,6225f3f682848edf71acc8aa343169f605d8717b46acabb7c78c51f843f484e4
Pd100_ethylene_sevennet_omni,Pd100,ethylene,36,6,,,-1.13670405,r2scan,relaxed,ok,48d73cf0f0c0310708119edc8f1c3420f36f6e68734ac962f63cd305c9479605
Pd100_formaldehyde_sevennet_omni,Pd100,formaldehyde,36,4,,,-0.88265727,r2scan,relaxed,ok,d764db128df4ff16dc33fad60bf8756f9a5ee0f3c1e5d01a893db4bd2517da12
Pd100_formic_acid_sevennet_omni,Pd100,formic_acid,36,5,,,-0.77672127,pbe_d3,relaxed,ok,b9b26bada2b37218afb70a5ad5365691906cf685461ec36b01ec20ac61ebf883
Pd100_methane_sevennet_omni,Pd100,methane,36,5,,,-0.0976739,r2scan,relaxed,ok,32966f9cfd0277c92ac233b8013a3aa1f1d7c45f614adaa08c4e9f3a807b7439
Pd100_methanol_sevennet_omni,Pd100,methanol,36,6,,,-0.45032415,r2scan,relaxed,ok,cbcbd4748e4bad84739f0719962d9285e0c45f0c2a6dfde10c10f5bdb1ae2a1c
Pd110_CH3_sevennet_omni,Pd110,CH3,24,4,,,-1.87671931,r2scan,relaxed,ok,66e7743c96bed42c65ceb90d2ced85cf5b6a5310054201da883c9138fbc9d967
Pd110_CH4_sevennet_omni,Pd110,CH4,24,5,,,-0.13112819,r2scan,relaxed,ok,a4adb14934b4a3ca63b7ea192a1dc8294b1c83dd68879bf7d9b613989c8c7208
Pd110_CO_sevennet_omni,Pd110,CO,24,2,,,-2.09821726,r2scan,relaxed,ok,398cc4d4ef3f2b3a6f0bc80ca4d46b0e3e62f9e72989fcf9ce4768ab0f366be0
Pd110_DME_sevennet_omni,Pd110,DME,24,9,,,-0.57878973,r2scan,relaxed,ok,380ea1b43e5e048d480a5b3ddb00d9fc4eeb330fb3880139da106c6492310a51
Pd110_H2O_sevennet_omni,Pd110,H2O,24,3,,,-0.54938727,r2scan,relaxed,ok,2bb055b2a9b4086fcd6d59f20fb56f342e3b84922b82107aab77441023486c0e
Pd110_H2S_sevennet_omni,Pd110,H2S,24,3,,,-1.06912639,r2scan,relaxed,ok,f9434549f57f83b97a1d978201d553a4dfa11280f403bac8e738566b4de28e5d
Pd110_N2_sevennet_omni,Pd110,N2,24,2,,,-0.66526841,pbe_d3,relaxed,ok,2dc140392540c0526501f2e803f7fdbc73b4765d812c2ccd079cde1b25c1e51f
Pd110_NH3_sevennet_omni,Pd110,NH3,24,4,,,-0.89108539,r2scan,relaxed,ok,bc36f03036a785e4c346e6246860116a5a49900d92f1ec8f17fa788eb9f52ab6
Pd110_NO_sevennet_omni,Pd110,NO,24,2,,,-2.89118315,pbe_d3,relaxed,ok,5476a77b7ac8d683f9869e08f00225d6d796262a33084052477000c5946bd6ef
Pd110_SO2_sevennet_omni,Pd110,SO2,24,3,,,-2.01042549,r2scan,relaxed,ok,52cae60a0d4d4a1379fbed2b71785d76cdf504db6d2839db198cbfeb3ee0d828
Pd110_acetaldehyde_sevennet_omni,Pd110,acetaldehyde,24,7,,,-0.53198949,r2scan,relaxed,ok,cc3dccc32813f6cb176dc94668025eb44b093861856d5fa6693a1cb7d5431644
Pd110_acetic_acid_sevennet_omni,Pd110,acetic_acid,24,8,,,-0.74980262,r2scan,relaxed,ok,3d86e3c1e977e6e2c24d2408fb5902d489addd921cc5241b9482f69477d795d5
Pd110_ethylene_sevennet_omni,Pd110,ethylene,24,6,,,-1.17496072,r2scan,relaxed,ok,fbf9943db283326d911a60be9e047c7d0f5e81ea7964ab7ffe9008da983b280c
Pd110_formaldehyde_sevennet_omni,Pd110,formaldehyde,24,4,,,-1.04846253,r2scan,relaxed,ok,06e9fe2f39176d128dd700d2396d268e4c8b1ca42b46cd12c075d79e8a64678a
Pd110_formic_acid_sevennet_omni,Pd110,formic_acid,24,5,,,-0.71681681,r2scan,relaxed,ok,f4df43821cac723547952758ee6fdfcada4896a34594b2acbb172097fbe2e3a5
Pd110_methane_sevennet_omni,Pd110,methane,24,5,,,-0.13112819,r2scan,relaxed,ok,a4adb14934b4a3ca63b7ea192a1dc8294b1c83dd68879bf7d9b613989c8c7208
Pd110_methanol_sevennet_omni,Pd110,methanol,24,6,,,-0.6322878,r2scan,relaxed,ok,e2ffd07fb0cf9ea44cb52876d1280ceb71d392c0a17dbba0e280eaf1aacd87ab
Pd111_CH3_sevennet_omni,Pd111,CH3,36,4,,,-2.00138309,pbe_d3,relaxed,ok,9eab370527b757f7e4be9da0ef0736ffb1c456d93e247ab02976889c5db16612
Pd111_CH4_sevennet_omni,Pd111,CH4,36,5,,,-0.232519,pbe_d3,relaxed,ok,c7728f4b27024b98a5bed4b37e9c5def891253c8bc8089156c4c46916787f175
Pd111_DME_sevennet_omni,Pd111,DME,36,9,,,-0.66585974,pbe_d3,relaxed,ok,a39eb5dc876b56eae0563f10e89310d74ad342e04e65094cc12b815cd6e815d6
Pd111_H2O_sevennet_omni,Pd111,H2O,36,3,,,-0.44908851,pbe_d3,relaxed,ok,ced8e51445a76a7c061a9207a70955ee856ba5ef552c8b3e2e5f52d388836fec
Pd111_H2S_sevennet_omni,Pd111,H2S,36,3,,,-1.02715148,pbe_d3,relaxed,ok,9e27e011c88478feca2bcfe10c4bdafbf1276227bc24a2025e668cb6dc3befa8
Pd111_N2_sevennet_omni,Pd111,N2,36,2,,,-0.43203467,pbe_d3,relaxed,ok,e56dabee4de27202c462d1e66d8033b43a26e1fd8f6f6d35ce9b8dbf790682ba
Pd111_NH3_sevennet_omni,Pd111,NH3,36,4,,,-0.97908446,pbe_d3,relaxed,ok,13b2755371502b3e5f873846d767cd8b385c5f12f2ae87ad3f66917cb2c27b73
Pd111_NO_sevennet_omni,Pd111,NO,36,2,,,-2.81708526,pbe_d3,relaxed,ok,805e4b988f9e8d3e92d5654562297b706b613c7cc2abf558648cb5f6fcc02851
Pd111_SO2_sevennet_omni,Pd111,SO2,36,3,,,-1.62669381,pbe_d3,relaxed,ok,e098f6bc553b1bc4a590dd967810a39c8ba547d114215dc54cf43685a668006a
Pd111_acetaldehyde_sevennet_omni,Pd111,acetaldehyde,36,7,,,-0.58091791,pbe_d3,relaxed,ok,7e80e1b918397cfe04a3df4284c323f926553069d332a6cd668d005bbde1fbed
Pd111_acetic_acid_sevennet_omni,Pd111,acetic_acid,36,8,,,-0.58446947,beef_vdw,relaxed,ok,a314a5d5fd58d8d5a761125a1a4bc3af6d52947f6e307864fd725cb749b46f5e
Pd111_ethylene_sevennet_omni,Pd111,ethylene,36,6,,,-1.10372316,pbe_d3,relaxed,ok,d6cf6a9aefacc46a3d6f1db7a9a61e437477e2c84b182bb5bd38c90bec113753
Pd111_formaldehyde_sevennet_omni,Pd111,formaldehyde,36,4,,,-0.45185687,pbe_d3,relaxed,ok,0f4c0c379740e321d4f8c5b6e0972d055657e39d789c353f3b7626dfa26837c1
Pd111_formic_acid_sevennet_omni,Pd111,formic_acid,36,5,,,-0.70476046,pbe_d3,relaxed,ok,e34036c53c99d58f030ab0d80f6b32d25ff3a2db98f2f82cc14d48fdfbe24818
Pd111_methane_sevennet_omni,Pd111,methane,36,5,,,-0.232519,pbe_d3,relaxed,ok,c7728f4b27024b98a5bed4b37e9c5def891253c8bc8089156c4c46916787f175
Pd111_methanol_sevennet_omni,Pd111,methanol,36,6,,,-0.59181286,pbe_d3,relaxed,ok,891620df9e7cbd0cd5e244ae615c48937c92fcf1e4f1e905fc8f3d3187306938
Pt111_ethylene_sevennet_omni,Pt111,ethylene,36,6,,,-1.05834618,pbe_d3,SPE,ok,5dcac7934faf6b89a9274925b69f0ee7d368c3e9f0efa9d2f8dd768b57bba72d
Pt111_formic_acid_sevennet_omni,Pt111,formic_acid,36,5,,,-0.70502391,pbe_d3,relaxed,ok,e5d9f6cc3f42aac2fcd6192fe64e7c19eda5b5cdffab5844751f4be5034f022d
Pt111_methanol_sevennet_omni,Pt111,methanol,36,6,,,-0.64595168,pbe_d3,relaxed,ok,c333e1a8a255f2cc89222c54384102c3fd9f4e1f219d27365e555fb726eebc62
Rh100_CH3_sevennet_omni,Rh100,CH3,36,4,,,-1.85386928,r2scan,relaxed,ok,2fc255257b51d4ef058c4557ccf2f1d766382617c38bf8a84974e28ee184dd17
Rh100_CH4_sevennet_omni,Rh100,CH4,36,5,,,-0.08567006,r2scan,relaxed,ok,5fc0d54d7aaef9bd2361f426c2f7df270605966ce164e4a176deba0539b0a0b2
Rh100_CO2_sevennet_omni,Rh100,CO2,36,3,,,-0.0977813,r2scan,relaxed,ok,1baf4a421dcd33dcfaa78feb545a5e3ca511f71d962adff0b352a0519e04aa7c
Rh100_CO_sevennet_omni,Rh100,CO,36,2,,,-2.15508736,r2scan,relaxed,ok,4ccbb8a6e71d6c3e900c410d8727dbf61317858af949b85ff04c6c0daf447acd
Rh100_DME_sevennet_omni,Rh100,DME,36,9,,,-0.5081446,r2scan,relaxed,ok,535d62ed2c6a84f6fd74c19688eaa3d1066cfd297785b28d715926e7cc6f7a89
