name,surface,molecule,category,min_dist,pair,pair_labels,min_dist_heavy,pair_heavy,n_metal,n_mol,mol_elems,png
Au110_CO,Au110,CO,reasonable,2.115,Au-C,Au55...C1,2.115,Au-C,64,2,CO,Au110_CO.png
Au110_CO2,Au110,CO2,borderline,3.518,Au-O,Au59...O2,3.518,Au-O,64,3,CO,Au110_CO2.png
Au110_D-fructofuranose,Au110,D-fructofuranose,reasonable,2.656,Au-H,Au64...H1,3.491,Au-O,64,20,CHO,Au110_D-fructofuranose.png
Au110_D-xylopyranose,Au110,D-xylopyranose,reasonable,2.68,Au-H,Au61...H10,3.471,Au-O,64,20,CHO,Au110_D-xylopyranose.png
Au110_DME,Au110,DME,reasonable,2.763,Au-O,Au59...O1,2.763,Au-O,64,9,CHO,Au110_DME.png
Au110_DMSO,Au110,DMSO,reasonable,2.411,Au-S,Au55...S1,2.411,Au-S,64,10,CHOS,Au110_DMSO.png
Au110_H2,Au110,H2,reasonable,2.605,Au-H,Au58...H2,,,64,2,H,Au110_H2.png
Au110_H2O,Au110,H2O,reasonable,2.743,Au-H,Au55...H1,3.057,Au-O,64,3,HO,Au110_H2O.png
Au110_H2S,Au110,H2S,reasonable,2.542,Au-H,Au54...H2,2.814,Au-S,64,3,HS,Au110_H2S.png
Au110_HCO,Au110,HCO,reasonable,2.458,Au-H,Au60...H2,2.93,Au-O,64,4,CHO,Au110_HCO.png
Au110_N2,Au110,N2,detached,4.45,Au-N,Au54...N2,4.45,Au-N,64,2,N,Au110_N2.png
Au110_NH3,Au110,NH3,reasonable,2.264,Au-N,Au59...N1,2.264,Au-N,64,4,HN,Au110_NH3.png
Au110_NO,Au110,NO,reasonable,2.11,Au-N,Au55...N1,2.11,Au-N,64,2,NO,Au110_NO.png
Au110_NO2,Au110,NO2,reasonable,2.292,Au-O,Au51...O2,2.292,Au-O,64,3,NO,Au110_NO2.png
Au110_O2,Au110,O2,reasonable,2.278,Au-O,Au55...O2,2.278,Au-O,64,2,O,Au110_O2.png
Au110_SO2,Au110,SO2,reasonable,2.475,Au-S,Au54...S1,2.475,Au-S,64,3,OS,Au110_SO2.png
Au110_THF,Au110,THF,borderline,3.228,Au-O,Au58...O1,3.228,Au-O,64,13,CHO,Au110_THF.png
Au110_acetal,Au110,acetal,reasonable,2.976,Au-H,Au63...H8,3.508,Au-O,64,22,CHO,Au110_acetal.png
Au110_acetaldehyde,Au110,acetaldehyde,reasonable,2.525,Au-O,Au59...O1,2.525,Au-O,64,7,CHO,Au110_acetaldehyde.png
Au110_acetic_acid,Au110,acetic_acid,reasonable,2.526,Au-O,Au55...O1,2.526,Au-O,64,8,CHO,Au110_acetic_acid.png
Au110_acetone,Au110,acetone,reasonable,2.427,Au-O,Au55...O1,2.427,Au-O,64,10,CHO,Au110_acetone.png
Au110_acetophenone,Au110,acetophenone,reasonable,2.566,Au-C,Au59...C8,2.566,Au-C,64,17,CHO,Au110_acetophenone.png
Au110_alpha-D-glucopyranose,Au110,alpha-D-glucopyranose,reasonable,2.689,Au-H,Au54...H6,3.34,Au-O,64,24,CHO,Au110_alpha-D-glucopyranose.png
Au110_angelica_lactone,Au110,angelica_lactone,borderline,3.251,Au-O,Au58...O1,3.251,Au-O,64,13,CHO,Au110_angelica_lactone.png
Au110_aniline,Au110,aniline,reasonable,2.438,Au-C,Au59...C2,2.438,Au-C,64,14,CHN,Au110_aniline.png
Au110_benzaldehyde,Au110,benzaldehyde,reasonable,2.438,Au-O,Au54...O1,2.438,Au-O,64,14,CHO,Au110_benzaldehyde.png
Au110_benzene,Au110,benzene,reasonable,2.842,Au-H,Au55...H1,2.909,Au-C,64,12,CH,Au110_benzene.png
Au110_butadiene,Au110,butadiene,reasonable,2.193,Au-C,Au54...C4,2.193,Au-C,64,10,CH,Au110_butadiene.png
Au110_butanal,Au110,butanal,reasonable,2.523,Au-O,Au58...O1,2.523,Au-O,64,13,CHO,Au110_butanal.png
Au110_butane,Au110,butane,borderline,3.03,Au-H,Au63...H8,3.691,Au-C,64,14,CH,Au110_butane.png
Au110_butyric_acid,Au110,butyric_acid,reasonable,2.617,Au-H,Au62...H8,2.623,Au-O,64,14,CHO,Au110_butyric_acid.png
Au110_caproic_acid,Au110,caproic_acid,reasonable,2.621,Au-H,Au51...H12,2.627,Au-O,64,20,CHO,Au110_caproic_acid.png
Au110_carbonate,Au110,carbonate,reasonable,2.208,Au-O,Au59...O3,2.208,Au-O,64,4,CO,Au110_carbonate.png
Au110_citric_acid,Au110,citric_acid,reasonable,2.563,Au-O,Au60...O2,2.563,Au-O,64,21,CHO,Au110_citric_acid.png
Au110_cyclobutanone,Au110,cyclobutanone,reasonable,2.949,Au-H,Au52...H2,3.271,Au-O,64,11,CHO,Au110_cyclobutanone.png
Au110_cyclohexanone,Au110,cyclohexanone,reasonable,2.711,Au-O,Au55...O1,2.711,Au-O,64,17,CHO,Au110_cyclohexanone.png
Au110_cyclopentanone,Au110,cyclopentanone,reasonable,2.801,Au-O,Au59...O1,2.801,Au-O,64,14,CHO,Au110_cyclopentanone.png
Au110_diethyl_ether,Au110,diethyl_ether,borderline,3.094,Au-H,Au60...H1,3.494,Au-O,64,15,CHO,Au110_diethyl_ether.png
Au110_dimethyl_succinate,Au110,dimethyl_succinate,reasonable,2.589,Au-H,Au59...H5,2.888,Au-O,64,17,CHO,Au110_dimethyl_succinate.png
Au110_ethane,Au110,ethane,reasonable,2.983,Au-H,Au54...H2,3.455,Au-C,64,8,CH,Au110_ethane.png
Au110_ethanol,Au110,ethanol,reasonable,2.643,Au-O,Au58...O1,2.643,Au-O,64,9,CHO,Au110_ethanol.png
Au110_ethene,Au110,ethene,reasonable,2.172,Au-C,Au63...C2,2.172,Au-C,64,6,CH,Au110_ethene.png
Au110_ethyl_acetate,Au110,ethyl_acetate,reasonable,2.838,Au-O,Au63...O2,2.838,Au-O,64,14,CHO,Au110_ethyl_acetate.png
Au110_ethylene,Au110,ethylene,reasonable,2.173,Au-C,Au58...C1,2.173,Au-C,64,6,CH,Au110_ethylene.png
Au110_ethylene_glycol,Au110,ethylene_glycol,reasonable,2.631,Au-H,Au60...H1,2.871,Au-O,64,10,CHO,Au110_ethylene_glycol.png
Au110_eugenol,Au110,eugenol,reasonable,2.248,Au-C,Au51...C1,2.248,Au-C,64,24,CHO,Au110_eugenol.png
Au110_formaldehyde,Au110,formaldehyde,reasonable,2.472,Au-H,Au58...H2,2.901,Au-O,64,4,CHO,Au110_formaldehyde.png
Au110_formate,Au110,formate,reasonable,2.261,Au-O,Au59...O1,2.261,Au-O,64,4,CHO,Au110_formate.png
Au110_formic_acid,Au110,formic_acid,reasonable,2.521,Au-H,Au54...H1,2.831,Au-O,64,5,CHO,Au110_formic_acid.png
Au110_furan,Au110,furan,reasonable,2.299,Au-C,Au63...C3,2.299,Au-C,64,9,CHO,Au110_furan.png
Au110_furfural,Au110,furfural,reasonable,2.253,Au-C,Au63...C3,2.253,Au-C,64,11,CHO,Au110_furfural.png
Au110_furfuryl_alcohol,Au110,furfuryl_alcohol,reasonable,2.656,Au-C,Au62...C3,2.656,Au-C,64,13,CHO,Au110_furfuryl_alcohol.png
Au110_gamma_butyrolactone,Au110,gamma_butyrolactone,reasonable,2.889,Au-O,Au59...O1,2.889,Au-O,64,12,CHO,Au110_gamma_butyrolactone.png
Au110_gamma_valerolactone,Au110,gamma_valerolactone,reasonable,2.721,Au-O,Au63...O1,2.721,Au-O,64,15,CHO,Au110_gamma_valerolactone.png
Au110_gluconic_acid,Au110,gluconic_acid,reasonable,2.989,Au-O,Au62...O2,2.989,Au-O,64,25,CHO,Au110_gluconic_acid.png
Au110_glutaric_acid,Au110,glutaric_acid,reasonable,2.653,Au-O,Au58...O2,2.653,Au-O,64,17,CHO,Au110_glutaric_acid.png
Au110_glycerol,Au110,glycerol,reasonable,2.741,Au-H,Au59...H3,3.176,Au-O,64,14,CHO,Au110_glycerol.png
Au110_glycolic_acid,Au110,glycolic_acid,reasonable,2.644,Au-H,Au50...H4,3.009,Au-O,64,9,CHO,Au110_glycolic_acid.png
Au110_glyoxal,Au110,glyoxal,reasonable,2.115,Au-H,Au63...H2,2.311,Au-O,64,6,CHO,Au110_glyoxal.png
Au110_guaiacol,Au110,guaiacol,borderline,3.277,Au-O,Au59...O2,3.277,Au-O,64,17,CHO,Au110_guaiacol.png
Au110_heptane,Au110,heptane,reasonable,2.979,Au-H,Au59...H13,3.776,Au-C,64,23,CH,Au110_heptane.png
Au110_heptene,Au110,heptene,reasonable,2.216,Au-C,Au62...C7,2.216,Au-C,64,21,CH,Au110_heptene.png
Au110_hexanal,Au110,hexanal,reasonable,2.972,Au-O,Au54...O1,2.972,Au-O,64,19,CHO,Au110_hexanal.png
Au110_hexane,Au110,hexane,borderline,3.1,Au-H,Au55...H4,3.993,Au-C,64,20,CH,Au110_hexane.png
Au110_hexene,Au110,hexene,reasonable,2.204,Au-C,Au62...C6,2.204,Au-C,64,18,CH,Au110_hexene.png
Au110_hydroquinone,Au110,hydroquinone,reasonable,2.671,Au-H,Au64...H4,3.611,Au-O,64,14,CHO,Au110_hydroquinone.png
Au110_hydroxyacetaldehyde,Au110,hydroxyacetaldehyde,reasonable,2.976,Au-H,Au58...H1,2.989,Au-O,64,8,CHO,Au110_hydroxyacetaldehyde.png
Au110_isobutane,Au110,isobutane,borderline,3.066,Au-H,Au59...H10,3.733,Au-C,64,14,CH,Au110_isobutane.png
Au110_isobutene,Au110,isobutene,reasonable,2.275,Au-C,Au55...C3,2.275,Au-C,64,12,CH,Au110_isobutene.png
Au110_isoeugenol,Au110,isoeugenol,borderline,3.565,Au-H,Au59...H8,3.571,Au-O,64,24,CHO,Au110_isoeugenol.png
Au110_isopentane,Au110,isopentane,borderline,3.08,Au-H,Au54...H9,3.693,Au-C,64,17,CH,Au110_isopentane.png
Au110_isoprene,Au110,isoprene,reasonable,2.199,Au-C,Au54...C3,2.199,Au-C,64,13,CH,Au110_isoprene.png
Au110_isopropanol,Au110,isopropanol,reasonable,2.55,Au-O,Au59...O1,2.55,Au-O,64,12,CHO,Au110_isopropanol.png
Au110_itaconic_acid,Au110,itaconic_acid,reasonable,2.262,Au-C,Au55...C4,2.262,Au-C,64,15,CHO,Au110_itaconic_acid.png
Au110_lactic_acid,Au110,lactic_acid,reasonable,2.636,Au-H,Au54...H6,3.217,Au-O,64,12,CHO,Au110_lactic_acid.png
Au110_levoglucosan,Au110,levoglucosan,reasonable,2.55,Au-H,Au55...H3,3.26,Au-O,64,21,CHO,Au110_levoglucosan.png
Au110_levulinic_acid,Au110,levulinic_acid,reasonable,2.586,Au-O,Au55...O2,2.586,Au-O,64,16,CHO,Au110_levulinic_acid.png
Au110_malic_acid,Au110,malic_acid,reasonable,2.518,Au-H,Au56...H1,2.546,Au-O,64,15,CHO,Au110_malic_acid.png
Au110_malonic_acid,Au110,malonic_acid,reasonable,2.639,Au-H,Au63...H4,2.779,Au-O,64,11,CHO,Au110_malonic_acid.png
Au110_methane,Au110,methane,reasonable,2.929,Au-H,Au54...H2,3.412,Au-C,64,5,CH,Au110_methane.png
Au110_methanol,Au110,methanol,reasonable,2.541,Au-O,Au59...O1,2.541,Au-O,64,6,CHO,Au110_methanol.png
Au110_methyl_formate,Au110,methyl_formate,borderline,3.248,Au-H,Au58...H1,3.606,Au-O,64,8,CHO,Au110_methyl_formate.png
Au110_methylcyclopentenolone,Au110,methylcyclopentenolone,reasonable,2.726,Au-H,Au56...H4,3.598,Au-O,64,16,CHO,Au110_methylcyclopentenolone.png
Au110_methylethylketone,Au110,methylethylketone,reasonable,2.373,Au-O,Au59...O1,2.373,Au-O,64,13,CHO,Au110_methylethylketone.png
Au110_methylmethacrylate,Au110,methylmethacrylate,reasonable,2.234,Au-C,Au50...C4,2.234,Au-C,64,15,CHO,Au110_methylmethacrylate.png
Au110_muconic_acid,Au110,muconic_acid,reasonable,2.331,Au-C,Au55...C2,2.331,Au-C,64,16,CHO,Au110_muconic_acid.png
Au110_naphthalene,Au110,naphthalene,reasonable,2.382,Au-C,Au62...C8,2.382,Au-C,64,18,CH,Au110_naphthalene.png
Au110_octane,Au110,octane,reasonable,2.927,Au-H,Au59...H8,3.65,Au-C,64,26,CH,Au110_octane.png
Au110_octene,Au110,octene,reasonable,2.217,Au-C,Au50...C8,2.217,Au-C,64,24,CH,Au110_octene.png
Au110_oxalic_acid,Au110,oxalic_acid,reasonable,2.687,Au-H,Au58...H2,3.4,Au-O,64,8,CHO,Au110_oxalic_acid.png
Au110_pentane,Au110,pentane,reasonable,2.941,Au-H,Au58...H9,3.688,Au-C,64,17,CH,Au110_pentane.png
Au110_pentanol,Au110,pentanol,reasonable,2.795,Au-H,Au59...H5,3.339,Au-O,64,18,CHO,Au110_pentanol.png
Au110_phenol,Au110,phenol,reasonable,2.585,Au-H,Au56...H1,3.568,Au-O,64,13,CHO,Au110_phenol.png
Au110_propanal,Au110,propanal,reasonable,2.754,Au-O,Au58...O1,2.754,Au-O,64,10,CHO,Au110_propanal.png
Au110_propane,Au110,propane,reasonable,2.914,Au-H,Au59...H6,3.57,Au-C,64,11,CH,Au110_propane.png
Au110_propanol,Au110,propanol,reasonable,2.563,Au-O,Au59...O1,2.563,Au-O,64,12,CHO,Au110_propanol.png
Au110_propene,Au110,propene,reasonable,2.218,Au-C,Au54...C3,2.218,Au-C,64,9,CH,Au110_propene.png
Au110_propionic_acid,Au110,propionic_acid,reasonable,2.49,Au-H,Au51...H6,2.533,Au-O,64,11,CHO,Au110_propionic_acid.png
Au110_propyl_syringol,Au110,propyl_syringol,borderline,3.22,Au-O,Au63...O2,3.22,Au-O,64,30,CHO,Au110_propyl_syringol.png
Au110_pyrrole,Au110,pyrrole,reasonable,2.396,Au-C,Au59...C1,2.396,Au-C,64,10,CHN,Au110_pyrrole.png
Au110_pyruvic_acid,Au110,pyruvic_acid,reasonable,2.676,Au-O,Au58...O2,2.676,Au-O,64,10,CHO,Au110_pyruvic_acid.png
Au110_sorbitol,Au110,sorbitol,reasonable,2.872,Au-H,Au54...H1,3.345,Au-O,64,26,CHO,Au110_sorbitol.png
Au110_styrene,Au110,styrene,reasonable,2.205,Au-C,Au62...C1,2.205,Au-C,64,16,CH,Au110_styrene.png
Au110_succinic_acid,Au110,succinic_acid,reasonable,2.512,Au-O,Au64...O3,2.512,Au-O,64,14,CHO,Au110_succinic_acid.png
Au110_syringaldehyde,Au110,syringaldehyde,reasonable,2.94,Au-H,Au58...H10,3.166,Au-O,64,23,CHO,Au110_syringaldehyde.png
Au110_syringol,Au110,syringol,reasonable,2.954,Au-H,Au59...H10,3.267,Au-O,64,21,CHO,Au110_syringol.png
Au110_tartaric_acid,Au110,tartaric_acid,reasonable,2.741,Au-H,Au54...H5,3.128,Au-O,64,16,CHO,Au110_tartaric_acid.png
Au110_thiophene,Au110,thiophene,reasonable,2.277,Au-C,Au60...C4,2.277,Au-C,64,9,CHS,Au110_thiophene.png
Au110_toluene,Au110,toluene,reasonable,2.826,Au-H,Au58...H5,2.94,Au-C,64,15,CH,Au110_toluene.png
Au110_valeraldehyde,Au110,valeraldehyde,reasonable,2.448,Au-H,Au59...H10,2.952,Au-O,64,16,CHO,Au110_valeraldehyde.png
Au110_valeric_acid,Au110,valeric_acid,reasonable,2.46,Au-H,Au62...H10,2.606,Au-O,64,17,CHO,Au110_valeric_acid.png
Au110_vanillin,Au110,vanillin,borderline,3.165,Au-H,Au63...H8,3.331,Au-O,64,19,CHO,Au110_vanillin.png
Au110_xylene,Au110,xylene,borderline,3.179,Au-H,Au63...H4,3.593,Au-C,64,18,CH,Au110_xylene.png
Au110_xylitol,Au110,xylitol,reasonable,2.877,Au-H,Au59...H9,3.406,Au-O,64,22,CHO,Au110_xylitol.png
"Au111_1,6-anhydroglucofuranose",Au111,"1,6-anhydroglucofuranose",reasonable,2.993,Au-H,Au32...H1,3.73,Au-O,36,17,CHO,"Au111_1,6-anhydroglucofuranose.png"
Au111_1-butanol,Au111,1-butanol,reasonable,2.903,Au-H,Au29...H7,3.871,Au-O,36,15,CHO,Au111_1-butanol.png
Au111_1-butene,Au111,1-butene,borderline,3.301,Au-H,Au33...H7,3.491,Au-C,36,12,CH,Au111_1-butene.png
Au111_1-pentene,Au111,1-pentene,borderline,3.117,Au-H,Au33...H5,3.336,Au-C,36,15,CH,Au111_1-pentene.png
Au111_2-butanol,Au111,2-butanol,reasonable,2.941,Au-H,Au28...H5,3.602,Au-O,36,15,CHO,Au111_2-butanol.png
Au111_2-butene,Au111,2-butene,borderline,3.179,Au-H,Au35...H4,3.853,Au-C,36,12,CH,Au111_2-butene.png
Au111_2-ethylphenol,Au111,2-ethylphenol,reasonable,2.679,Au-H,Au31...H10,3.658,Au-O,36,19,CHO,Au111_2-ethylphenol.png
Au111_2-furanone,Au111,2-furanone,reasonable,2.985,Au-H,Au29...H1,3.615,Au-C,36,10,CHO,Au111_2-furanone.png
Au111_2-heptanone,Au111,2-heptanone,borderline,3.113,Au-H,Au35...H8,4.076,Au-C,36,22,CHO,Au111_2-heptanone.png
Au111_2-hexanone,Au111,2-hexanone,detached,3.867,Au-H,Au28...H6,4.829,Au-C,36,19,CHO,Au111_2-hexanone.png
Au111_2-pentanone,Au111,2-pentanone,borderline,3.068,Au-H,Au29...H5,3.45,Au-O,36,16,CHO,Au111_2-pentanone.png
Au111_3-MTHF,Au111,3-MTHF,reasonable,2.996,Au-H,Au29...H4,3.825,Au-O,36,16,CHO,Au111_3-MTHF.png
Au111_3-hydroxypropionic_acid,Au111,3-hydroxypropionic_acid,borderline,3.369,Au-H,Au31...H6,3.799,Au-O,36,12,CHO,Au111_3-hydroxypropionic_acid.png
Au111_4-methylguaiacol,Au111,4-methylguaiacol,borderline,3.344,Au-H,Au34...H6,3.896,Au-O,36,20,CHO,Au111_4-methylguaiacol.png
Au111_5-HMF,Au111,5-HMF,borderline,3.154,Au-H,Au35...H5,3.349,Au-C,36,15,CHO,Au111_5-HMF.png
Au111_5-heptanone,Au111,5-heptanone,borderline,3.084,Au-H,Au33...H6,4.035,Au-C,36,22,CHO,Au111_5-heptanone.png
Au111_5-methylfurfural,Au111,5-methylfurfural,borderline,3.185,Au-H,Au29...H5,3.712,Au-C,36,14,CHO,Au111_5-methylfurfural.png
Au111_CH2,Au111,CH2,reasonable,2.088,Au-C,Au35...C1,2.088,Au-C,36,3,CH,Au111_CH2.png
Au111_CH3,Au111,CH3,reasonable,2.114,Au-C,Au31...C1,2.114,Au-C,36,4,CH,Au111_CH3.png
Au111_CH4,Au111,CH4,borderline,3.207,Au-H,Au32...H1,3.853,Au-C,36,5,CH,Au111_CH4.png
Au111_CO,Au111,CO,reasonable,2.229,Au-C,Au35...C1,2.229,Au-C,36,2,CO,Au111_CO.png
Au111_CO2,Au111,CO2,detached,3.641,Au-C,Au59...C1,3.641,Au-C,64,3,CO,Au111_CO2.png
Au111_D-fructofuranose,Au111,D-fructofuranose,reasonable,2.689,Au-H,Au35...H10,3.618,Au-O,36,20,CHO,Au111_D-fructofuranose.png
Au111_D-xylopyranose,Au111,D-xylopyranose,reasonable,2.97,Au-H,Au32...H9,3.544,Au-O,36,20,CHO,Au111_D-xylopyranose.png
Au111_DME,Au111,DME,borderline,3.412,Au-O,Au35...O1,3.412,Au-O,36,9,CHO,Au111_DME.png
Au111_DMSO,Au111,DMSO,reasonable,2.692,Au-S,Au35...S1,2.692,Au-S,36,10,CHOS,Au111_DMSO.png
Au111_H2,Au111,H2,reasonable,2.812,Au-H,Au35...H1,,,36,2,H,Au111_H2.png
Au111_H2O,Au111,H2O,reasonable,2.893,Au-H,Au29...H2,3.7,Au-O,36,3,HO,Au111_H2O.png
Au111_H2S,Au111,H2S,reasonable,2.812,Au-H,Au33...H2,3.641,Au-S,36,3,HS,Au111_H2S.png
Au111_HCO,Au111,HCO,reasonable,2.992,Au-H,Au33...H1,3.295,Au-O,36,4,CHO,Au111_HCO.png
Au111_N2,Au111,N2,detached,4.215,Au-N,Au36...N1,4.215,Au-N,36,2,N,Au111_N2.png
Au111_NH3,Au111,NH3,borderline,3.179,Au-H,Au35...H1,3.643,Au-N,36,4,HN,Au111_NH3.png
Au111_NO,Au111,NO,reasonable,2.212,Au-N,Au35...N1,2.212,Au-N,36,2,NO,Au111_NO.png
Au111_NO2,Au111,NO2,reasonable,2.406,Au-O,Au33...O2,2.406,Au-O,36,3,NO,Au111_NO2.png
Au111_O2,Au111,O2,detached,4.261,Au-O,Au29...O2,4.261,Au-O,36,2,O,Au111_O2.png
Au111_SO2,Au111,SO2,borderline,3.476,Au-S,Au31...S1,3.476,Au-S,36,3,OS,Au111_SO2.png
Au111_THF,Au111,THF,borderline,3.059,Au-H,Au33...H5,4.008,Au-C,36,13,CHO,Au111_THF.png
Au111_acetal,Au111,acetal,borderline,3.252,Au-H,Au30...H2,4.208,Au-C,36,22,CHO,Au111_acetal.png
Au111_acetaldehyde,Au111,acetaldehyde,reasonable,2.953,Au-O,Au34...O1,2.953,Au-O,36,7,CHO,Au111_acetaldehyde.png
Au111_acetic_acid,Au111,acetic_acid,reasonable,2.621,Au-H,Au32...H4,2.86,Au-O,36,8,CHO,Au111_acetic_acid.png
Au111_acetone,Au111,acetone,reasonable,2.817,Au-O,Au31...O1,2.817,Au-O,36,10,CHO,Au111_acetone.png
Au111_acetophenone,Au111,acetophenone,borderline,3.269,Au-H,Au30...H5,3.691,Au-C,36,17,CHO,Au111_acetophenone.png
Au111_alpha-D-glucopyranose,Au111,alpha-D-glucopyranose,reasonable,2.669,Au-H,Au33...H10,3.584,Au-O,36,24,CHO,Au111_alpha-D-glucopyranose.png
Au111_angelica_lactone,Au111,angelica_lactone,borderline,3.536,Au-H,Au33...H5,4.531,Au-C,36,13,CHO,Au111_angelica_lactone.png
Au111_aniline,Au111,aniline,borderline,3.021,Au-H,Au30...H1,3.659,Au-N,36,14,CHN,Au111_aniline.png
Au111_benzaldehyde,Au111,benzaldehyde,borderline,3.262,Au-H,Au28...H5,3.954,Au-C,36,14,CHO,Au111_benzaldehyde.png
Au111_benzene,Au111,benzene,borderline,3.335,Au-H,Au28...H6,3.686,Au-C,36,12,CH,Au111_benzene.png
Au111_butadiene,Au111,butadiene,borderline,3.212,Au-C,Au34...C4,3.212,Au-C,36,10,CH,Au111_butadiene.png
Au111_butanal,Au111,butanal,reasonable,2.991,Au-H,Au32...H4,3.451,Au-O,36,13,CHO,Au111_butanal.png
Au111_butane,Au111,butane,borderline,3.212,Au-H,Au35...H4,4.083,Au-C,36,14,CH,Au111_butane.png
Au111_butyric_acid,Au111,butyric_acid,borderline,3.33,Au-H,Au34...H8,3.811,Au-O,36,14,CHO,Au111_butyric_acid.png
Au111_caproic_acid,Au111,caproic_acid,borderline,3.001,Au-O,Au28...O1,3.001,Au-O,36,20,CHO,Au111_caproic_acid.png
Au111_carbonate,Au111,carbonate,reasonable,2.177,Au-O,Au35...O1,2.177,Au-O,36,4,CO,Au111_carbonate.png
Au111_citric_acid,Au111,citric_acid,borderline,3.031,Au-H,Au31...H8,3.703,Au-O,36,21,CHO,Au111_citric_acid.png
Au111_cyclobutanone,Au111,cyclobutanone,borderline,3.064,Au-H,Au31...H4,3.874,Au-C,36,11,CHO,Au111_cyclobutanone.png
Au111_cyclohexanone,Au111,cyclohexanone,reasonable,2.951,Au-H,Au35...H8,4.041,Au-C,36,17,CHO,Au111_cyclohexanone.png
Au111_cyclopentanone,Au111,cyclopentanone,borderline,3.127,Au-H,Au32...H1,3.895,Au-C,36,14,CHO,Au111_cyclopentanone.png
Au111_diethyl_ether,Au111,diethyl_ether,borderline,3.247,Au-H,Au28...H2,4.137,Au-O,36,15,CHO,Au111_diethyl_ether.png
Au111_dimethyl_succinate,Au111,dimethyl_succinate,borderline,3.457,Au-H,Au33...H4,4.295,Au-O,36,17,CHO,Au111_dimethyl_succinate.png
Au111_ethane,Au111,ethane,borderline,3.139,Au-H,Au31...H6,3.88,Au-C,36,8,CH,Au111_ethane.png
Au111_ethanol,Au111,ethanol,borderline,3.132,Au-O,Au32...O1,3.132,Au-O,36,9,CHO,Au111_ethanol.png
Au111_ethene,Au111,ethene,borderline,3.367,Au-H,Au50...H3,3.581,Au-C,64,6,CH,Au111_ethene.png
Au111_ethyl_acetate,Au111,ethyl_acetate,detached,3.66,Au-H,Au30...H3,4.425,Au-C,36,14,CHO,Au111_ethyl_acetate.png
Au111_ethylene,Au111,ethylene,borderline,3.431,Au-H,Au33...H1,3.631,Au-C,36,6,CH,Au111_ethylene.png
Au111_ethylene_glycol,Au111,ethylene_glycol,reasonable,2.725,Au-H,Au31...H1,3.653,Au-O,36,10,CHO,Au111_ethylene_glycol.png
Au111_eugenol,Au111,eugenol,borderline,3.124,Au-H,Au35...H8,3.801,Au-O,36,24,CHO,Au111_eugenol.png
Au111_formaldehyde,Au111,formaldehyde,reasonable,2.976,Au-H,Au31...H2,3.352,Au-O,36,4,CHO,Au111_formaldehyde.png
Au111_formate,Au111,formate,reasonable,2.32,Au-O,Au36...O2,2.32,Au-O,36,4,CHO,Au111_formate.png
Au111_formic_acid,Au111,formic_acid,reasonable,2.651,Au-H,Au31...H1,3.287,Au-O,36,5,CHO,Au111_formic_acid.png
Au111_furan,Au111,furan,borderline,3.24,Au-H,Au29...H2,3.333,Au-C,36,9,CHO,Au111_furan.png
Au111_furfural,Au111,furfural,borderline,3.137,Au-H,Au33...H3,3.544,Au-C,36,11,CHO,Au111_furfural.png
Au111_furfuryl_alcohol,Au111,furfuryl_alcohol,reasonable,2.886,Au-H,Au30...H1,3.285,Au-C,36,13,CHO,Au111_furfuryl_alcohol.png
Au111_gamma_butyrolactone,Au111,gamma_butyrolactone,borderline,3.162,Au-H,Au32...H3,3.973,Au-C,36,12,CHO,Au111_gamma_butyrolactone.png
Au111_gamma_valerolactone,Au111,gamma_valerolactone,borderline,3.085,Au-H,Au31...H5,3.999,Au-C,36,15,CHO,Au111_gamma_valerolactone.png
Au111_gluconic_acid,Au111,gluconic_acid,borderline,3.003,Au-H,Au29...H7,3.365,Au-O,36,25,CHO,Au111_gluconic_acid.png
Au111_glutaric_acid,Au111,glutaric_acid,borderline,3.1,Au-H,Au34...H3,3.916,Au-O,36,17,CHO,Au111_glutaric_acid.png
Au111_glycerol,Au111,glycerol,reasonable,2.68,Au-H,Au64...H1,3.451,Au-O,64,14,CHO,Au111_glycerol.png
Au111_glycolic_acid,Au111,glycolic_acid,reasonable,2.747,Au-H,Au29...H4,3.663,Au-O,36,9,CHO,Au111_glycolic_acid.png
Au111_glyoxal,Au111,glyoxal,reasonable,2.519,Au-H,Au28...H2,2.966,Au-O,36,6,CHO,Au111_glyoxal.png
Au111_guaiacol,Au111,guaiacol,borderline,3.297,Au-H,Au35...H8,3.898,Au-O,36,17,CHO,Au111_guaiacol.png
Au111_heptane,Au111,heptane,borderline,3.114,Au-H,Au32...H4,3.961,Au-C,36,23,CH,Au111_heptane.png
Au111_heptene,Au111,heptene,borderline,3.24,Au-H,Au32...H11,3.246,Au-C,36,21,CH,Au111_heptene.png
Au111_hexanal,Au111,hexanal,borderline,3.007,Au-H,Au29...H12,3.899,Au-C,36,19,CHO,Au111_hexanal.png
Au111_hexane,Au111,hexane,borderline,3.225,Au-H,Au28...H14,4.054,Au-C,36,20,CH,Au111_hexane.png
Au111_hexene,Au111,hexene,borderline,3.22,Au-H,Au35...H4,3.662,Au-C,36,18,CH,Au111_hexene.png
Au111_hydroquinone,Au111,hydroquinone,borderline,3.218,Au-H,Au30...H3,3.705,Au-C,36,14,CHO,Au111_hydroquinone.png
Au111_hydroxyacetaldehyde,Au111,hydroxyacetaldehyde,borderline,3.169,Au-H,Au32...H1,3.24,Au-O,36,8,CHO,Au111_hydroxyacetaldehyde.png
