name,surface,molecule,category,min_dist,pair,pair_labels,min_dist_heavy,pair_heavy,n_metal,n_mol,mol_elems,png
Cu001_butyric_acid,Cu001,butyric_acid,reasonable,2.052,Cu-O,Cu59...O1,2.052,Cu-O,64,14,CHO,Cu001_butyric_acid.png
Cu001_caproic_acid,Cu001,caproic_acid,reasonable,2.048,Cu-O,Cu55...O1,2.048,Cu-O,64,20,CHO,Cu001_caproic_acid.png
Cu001_cyclopentanone,Cu001,cyclopentanone,reasonable,2.137,Cu-O,Cu55...O1,2.137,Cu-O,64,14,CHO,Cu001_cyclopentanone.png
Cu001_ethane,Cu001,ethane,reasonable,2.883,Cu-H,Cu64...H2,3.792,Cu-C,64,8,CH,Cu001_ethane.png
Cu001_ethanol,Cu001,ethanol,reasonable,2.24,Cu-O,Cu59...O1,2.24,Cu-O,64,9,CHO,Cu001_ethanol.png
Cu001_ethene,Cu001,ethene,reasonable,2.872,Cu-C,Cu58...C1,2.872,Cu-C,64,6,CH,Cu001_ethene.png
Cu001_ethylene,Cu001,ethylene,reasonable,2.871,Cu-C,Cu54...C1,2.871,Cu-C,64,6,CH,Cu001_ethylene.png
Cu001_formic_acid,Cu001,formic_acid,reasonable,2.094,Cu-O,Cu58...O2,2.094,Cu-O,64,5,CHO,Cu001_formic_acid.png
Cu001_furfural,Cu001,furfural,reasonable,1.974,Cu-O,Cu58...O1,1.974,Cu-O,64,11,CHO,Cu001_furfural.png
Cu001_glycerol,Cu001,glycerol,reasonable,2.153,Cu-O,Cu63...O3,2.153,Cu-O,64,14,CHO,Cu001_glycerol.png
Cu001_isobutene,Cu001,isobutene,borderline,3.13,Cu-C,Cu63...C3,3.13,Cu-C,64,12,CH,Cu001_isobutene.png
Cu001_isoprene,Cu001,isoprene,reasonable,2.118,Cu-C,Cu54...C3,2.118,Cu-C,64,13,CH,Cu001_isoprene.png
Cu001_isopropanol,Cu001,isopropanol,reasonable,2.173,Cu-O,Cu54...O1,2.173,Cu-O,64,12,CHO,Cu001_isopropanol.png
Cu001_itaconic_acid,Cu001,itaconic_acid,reasonable,2.074,Cu-O,Cu62...O2,2.074,Cu-O,64,15,CHO,Cu001_itaconic_acid.png
Cu001_lactic_acid,Cu001,lactic_acid,reasonable,2.11,Cu-O,Cu55...O2,2.11,Cu-O,64,12,CHO,Cu001_lactic_acid.png
Cu001_methanol,Cu001,methanol,reasonable,2.166,Cu-O,Cu59...O1,2.166,Cu-O,64,6,CHO,Cu001_methanol.png
Cu001_methylmethacrylate,Cu001,methylmethacrylate,reasonable,2.975,Cu-H,Cu55...H5,3.125,Cu-C,64,15,CHO,Cu001_methylmethacrylate.png
Cu001_propane,Cu001,propane,reasonable,2.964,Cu-H,Cu54...H5,3.839,Cu-C,64,11,CH,Cu001_propane.png
Cu001_propanol,Cu001,propanol,reasonable,2.181,Cu-O,Cu59...O1,2.181,Cu-O,64,12,CHO,Cu001_propanol.png
Cu001_propene,Cu001,propene,borderline,3.095,Cu-H,Cu60...H5,3.155,Cu-C,64,9,CH,Cu001_propene.png
Cu001_propionic_acid,Cu001,propionic_acid,reasonable,2.061,Cu-O,Cu59...O1,2.061,Cu-O,64,11,CHO,Cu001_propionic_acid.png
Cu001_pyruvic_acid,Cu001,pyruvic_acid,reasonable,2.064,Cu-O,Cu55...O2,2.064,Cu-O,64,10,CHO,Cu001_pyruvic_acid.png
Cu001_toluene,Cu001,toluene,reasonable,2.722,Cu-H,Cu55...H6,2.775,Cu-C,64,15,CH,Cu001_toluene.png
Cu001_valeric_acid,Cu001,valeric_acid,reasonable,2.076,Cu-O,Cu64...O1,2.076,Cu-O,64,17,CHO,Cu001_valeric_acid.png
Cu100_1-butene,Cu100,1-butene,reasonable,2.931,Cu-H,Cu57...H7,3.196,Cu-C,64,12,CH,Cu100_1-butene.png
Cu100_1-pentene,Cu100,1-pentene,reasonable,2.163,Cu-C,Cu58...C5,2.163,Cu-C,64,15,CH,Cu100_1-pentene.png
Cu100_2-pentanone,Cu100,2-pentanone,reasonable,2.015,Cu-O,Cu59...O1,2.015,Cu-O,64,16,CHO,Cu100_2-pentanone.png
Cu100_3-MTHF,Cu100,3-MTHF,borderline,3.118,Cu-H,Cu55...H1,3.461,Cu-O,64,16,CHO,Cu100_3-MTHF.png
Cu100_3-hydroxypropionic_acid,Cu100,3-hydroxypropionic_acid,reasonable,2.108,Cu-O,Cu59...O2,2.108,Cu-O,64,12,CHO,Cu100_3-hydroxypropionic_acid.png
Cu100_5-HMF,Cu100,5-HMF,reasonable,2.071,Cu-O,Cu54...O2,2.071,Cu-O,64,15,CHO,Cu100_5-HMF.png
Cu100_5-heptanone,Cu100,5-heptanone,reasonable,2.061,Cu-O,Cu56...O1,2.061,Cu-O,64,22,CHO,Cu100_5-heptanone.png
Cu100_CO,Cu100,CO,reasonable,1.971,Cu-C,Cu55...C1,1.971,Cu-C,64,2,CO,Cu100_CO.png
Cu100_CO2,Cu100,CO2,borderline,3.563,Cu-O,Cu61...O2,3.563,Cu-O,64,3,CO,Cu100_CO2.png
Cu100_DME,Cu100,DME,reasonable,2.682,Cu-O,Cu55...O1,2.682,Cu-O,64,9,CHO,Cu100_DME.png
Cu100_H2O,Cu100,H2O,reasonable,2.159,Cu-O,Cu54...O1,2.159,Cu-O,64,3,HO,Cu100_H2O.png
Cu100_acetaldehyde,Cu100,acetaldehyde,reasonable,2.056,Cu-O,Cu54...O1,2.056,Cu-O,64,7,CHO,Cu100_acetaldehyde.png
Cu100_acetic_acid,Cu100,acetic_acid,reasonable,2.083,Cu-O,Cu55...O1,2.083,Cu-O,64,8,CHO,Cu100_acetic_acid.png
Cu100_benzene,Cu100,benzene,reasonable,2.185,Cu-C,Cu58...C6,2.185,Cu-C,64,12,CH,Cu100_benzene.png
Cu100_butadiene,Cu100,butadiene,reasonable,2.123,Cu-C,Cu59...C4,2.123,Cu-C,64,10,CH,Cu100_butadiene.png
Cu100_butyric_acid,Cu100,butyric_acid,reasonable,2.059,Cu-O,Cu55...O1,2.059,Cu-O,64,14,CHO,Cu100_butyric_acid.png
Cu100_caproic_acid,Cu100,caproic_acid,reasonable,2.059,Cu-O,Cu55...O1,2.059,Cu-O,64,20,CHO,Cu100_caproic_acid.png
Cu100_cyclopentanone,Cu100,cyclopentanone,reasonable,2.122,Cu-O,Cu59...O1,2.122,Cu-O,64,14,CHO,Cu100_cyclopentanone.png
Cu100_ethane,Cu100,ethane,borderline,3.063,Cu-H,Cu51...H2,3.859,Cu-C,64,8,CH,Cu100_ethane.png
Cu100_ethanol,Cu100,ethanol,reasonable,2.207,Cu-O,Cu59...O1,2.207,Cu-O,64,9,CHO,Cu100_ethanol.png
Cu100_ethene,Cu100,ethene,reasonable,2.875,Cu-C,Cu54...C1,2.875,Cu-C,64,6,CH,Cu100_ethene.png
Cu100_ethylene,Cu100,ethylene,reasonable,2.065,Cu-C,Cu59...C2,2.065,Cu-C,64,6,CH,Cu100_ethylene.png
Cu100_formic_acid,Cu100,formic_acid,reasonable,2.096,Cu-O,Cu54...O2,2.096,Cu-O,64,5,CHO,Cu100_formic_acid.png
Cu100_furfural,Cu100,furfural,reasonable,1.973,Cu-O,Cu55...O1,1.973,Cu-O,64,11,CHO,Cu100_furfural.png
Cu100_glycerol,Cu100,glycerol,reasonable,2.161,Cu-O,Cu55...O3,2.161,Cu-O,64,14,CHO,Cu100_glycerol.png
Cu100_isobutene,Cu100,isobutene,reasonable,2.978,Cu-C,Cu63...C3,2.978,Cu-C,64,12,CH,Cu100_isobutene.png
Cu100_isoprene,Cu100,isoprene,reasonable,2.123,Cu-C,Cu54...C3,2.123,Cu-C,64,13,CH,Cu100_isoprene.png
Cu100_isopropanol,Cu100,isopropanol,reasonable,2.177,Cu-O,Cu62...O1,2.177,Cu-O,64,12,CHO,Cu100_isopropanol.png
Cu100_itaconic_acid,Cu100,itaconic_acid,reasonable,2.073,Cu-O,Cu59...O2,2.073,Cu-O,64,15,CHO,Cu100_itaconic_acid.png
Cu100_lactic_acid,Cu100,lactic_acid,reasonable,2.118,Cu-O,Cu55...O2,2.118,Cu-O,64,12,CHO,Cu100_lactic_acid.png
Cu100_methanol,Cu100,methanol,reasonable,2.187,Cu-O,Cu59...O1,2.187,Cu-O,64,6,CHO,Cu100_methanol.png
Cu100_methylmethacrylate,Cu100,methylmethacrylate,reasonable,2.067,Cu-O,Cu59...O2,2.067,Cu-O,64,15,CHO,Cu100_methylmethacrylate.png
Cu100_propane,Cu100,propane,reasonable,2.903,Cu-H,Cu58...H5,3.841,Cu-C,64,11,CH,Cu100_propane.png
Cu100_propanol,Cu100,propanol,reasonable,2.22,Cu-O,Cu59...O1,2.22,Cu-O,64,12,CHO,Cu100_propanol.png
Cu100_propene,Cu100,propene,borderline,3.009,Cu-H,Cu64...H5,3.147,Cu-C,64,9,CH,Cu100_propene.png
Cu100_propionic_acid,Cu100,propionic_acid,reasonable,2.068,Cu-O,Cu59...O1,2.068,Cu-O,64,11,CHO,Cu100_propionic_acid.png
Cu100_pyruvic_acid,Cu100,pyruvic_acid,reasonable,1.997,Cu-O,Cu59...O1,1.997,Cu-O,64,10,CHO,Cu100_pyruvic_acid.png
Cu100_toluene,Cu100,toluene,reasonable,2.743,Cu-H,Cu59...H6,2.787,Cu-C,64,15,CH,Cu100_toluene.png
Cu100_valeric_acid,Cu100,valeric_acid,reasonable,2.02,Cu-O,Cu60...O1,2.02,Cu-O,64,17,CHO,Cu100_valeric_acid.png
Cu110_1-butene,Cu110,1-butene,reasonable,2.071,Cu-C,Cu23...C4,2.071,Cu-C,24,12,CH,Cu110_1-butene.png
Cu110_1-pentene,Cu110,1-pentene,reasonable,2.081,Cu-C,Cu21...C5,2.081,Cu-C,24,15,CH,Cu110_1-pentene.png
Cu110_2-pentanone,Cu110,2-pentanone,reasonable,2.012,Cu-O,Cu23...O1,2.012,Cu-O,24,16,CHO,Cu110_2-pentanone.png
Cu110_3-MTHF,Cu110,3-MTHF,detached,3.911,Cu-H,Cu24...H9,4.53,Cu-O,24,16,CHO,Cu110_3-MTHF.png
Cu110_3-hydroxypropionic_acid,Cu110,3-hydroxypropionic_acid,reasonable,2.059,Cu-O,Cu20...O2,2.059,Cu-O,24,12,CHO,Cu110_3-hydroxypropionic_acid.png
Cu110_5-HMF,Cu110,5-HMF,reasonable,2.036,Cu-O,Cu20...O2,2.036,Cu-O,24,15,CHO,Cu110_5-HMF.png
Cu110_5-heptanone,Cu110,5-heptanone,reasonable,1.99,Cu-O,Cu20...O1,1.99,Cu-O,24,22,CHO,Cu110_5-heptanone.png
Cu110_CO,Cu110,CO,reasonable,1.956,Cu-C,Cu20...C1,1.956,Cu-C,24,2,CO,Cu110_CO.png
Cu110_CO2,Cu110,CO2,borderline,3.569,Cu-O,Cu23...O2,3.569,Cu-O,24,3,CO,Cu110_CO2.png
Cu110_DME,Cu110,DME,reasonable,2.366,Cu-O,Cu23...O1,2.366,Cu-O,24,9,CHO,Cu110_DME.png
Cu110_H2O,Cu110,H2O,reasonable,2.122,Cu-O,Cu23...O1,2.122,Cu-O,24,3,HO,Cu110_H2O.png
Cu110_acetaldehyde,Cu110,acetaldehyde,reasonable,2.038,Cu-O,Cu20...O1,2.038,Cu-O,24,7,CHO,Cu110_acetaldehyde.png
Cu110_acetic_acid,Cu110,acetic_acid,reasonable,2.059,Cu-O,Cu23...O1,2.059,Cu-O,24,8,CHO,Cu110_acetic_acid.png
Cu110_benzene,Cu110,benzene,borderline,3.38,Cu-H,Cu20...H5,3.735,Cu-C,24,12,CH,Cu110_benzene.png
Cu110_butadiene,Cu110,butadiene,reasonable,2.065,Cu-C,Cu24...C1,2.065,Cu-C,24,10,CH,Cu110_butadiene.png
Cu110_butyric_acid,Cu110,butyric_acid,reasonable,2.025,Cu-O,Cu20...O1,2.025,Cu-O,24,14,CHO,Cu110_butyric_acid.png
Cu110_caproic_acid,Cu110,caproic_acid,reasonable,2.013,Cu-O,Cu24...O1,2.013,Cu-O,24,20,CHO,Cu110_caproic_acid.png
Cu110_cyclopentanone,Cu110,cyclopentanone,reasonable,2.008,Cu-O,Cu23...O1,2.008,Cu-O,24,14,CHO,Cu110_cyclopentanone.png
Cu110_ethane,Cu110,ethane,borderline,3.081,Cu-H,Cu23...H1,3.758,Cu-C,24,8,CH,Cu110_ethane.png
Cu110_ethanol,Cu110,ethanol,reasonable,2.095,Cu-O,Cu59...O1,2.095,Cu-O,64,9,CHO,Cu110_ethanol.png
Cu110_ethene,Cu110,ethene,reasonable,2.022,Cu-C,Cu23...C2,2.022,Cu-C,24,6,CH,Cu110_ethene.png
Cu110_ethylene,Cu110,ethylene,reasonable,2.04,Cu-C,Cu23...C2,2.04,Cu-C,24,6,CH,Cu110_ethylene.png
Cu110_formic_acid,Cu110,formic_acid,reasonable,2.044,Cu-O,Cu20...O2,2.044,Cu-O,24,5,CHO,Cu110_formic_acid.png
Cu110_furfural,Cu110,furfural,reasonable,2.045,Cu-O,Cu24...O1,2.045,Cu-O,24,11,CHO,Cu110_furfural.png
Cu110_glycerol,Cu110,glycerol,reasonable,2.112,Cu-O,Cu63...O3,2.112,Cu-O,64,14,CHO,Cu110_glycerol.png
Cu110_isobutene,Cu110,isobutene,borderline,3.295,Cu-H,Cu20...H4,4.04,Cu-C,24,12,CH,Cu110_isobutene.png
Cu110_isoprene,Cu110,isoprene,reasonable,2.988,Cu-H,Cu21...H4,3.606,Cu-C,24,13,CH,Cu110_isoprene.png
Cu110_isopropanol,Cu110,isopropanol,reasonable,2.093,Cu-O,Cu55...O1,2.093,Cu-O,64,12,CHO,Cu110_isopropanol.png
Cu110_itaconic_acid,Cu110,itaconic_acid,reasonable,2.014,Cu-O,Cu23...O3,2.014,Cu-O,24,15,CHO,Cu110_itaconic_acid.png
Cu110_lactic_acid,Cu110,lactic_acid,reasonable,2.088,Cu-O,Cu20...O2,2.088,Cu-O,24,12,CHO,Cu110_lactic_acid.png
Cu110_methanol,Cu110,methanol,reasonable,2.133,Cu-O,Cu23...O1,2.133,Cu-O,24,6,CHO,Cu110_methanol.png
Cu110_methylmethacrylate,Cu110,methylmethacrylate,reasonable,2.031,Cu-O,Cu20...O2,2.031,Cu-O,24,15,CHO,Cu110_methylmethacrylate.png
Cu110_propane,Cu110,propane,reasonable,2.907,Cu-H,Cu23...H6,3.732,Cu-C,24,11,CH,Cu110_propane.png
Cu110_propanol,Cu110,propanol,reasonable,2.152,Cu-O,Cu23...O1,2.152,Cu-O,24,12,CHO,Cu110_propanol.png
Cu110_propene,Cu110,propene,reasonable,2.069,Cu-C,Cu55...C2,2.069,Cu-C,64,9,CH,Cu110_propene.png
Cu110_propionic_acid,Cu110,propionic_acid,reasonable,2.038,Cu-O,Cu22...O1,2.038,Cu-O,24,11,CHO,Cu110_propionic_acid.png
Cu110_pyruvic_acid,Cu110,pyruvic_acid,reasonable,2.012,Cu-O,Cu20...O2,2.012,Cu-O,24,10,CHO,Cu110_pyruvic_acid.png
Cu110_toluene,Cu110,toluene,borderline,3.234,Cu-H,Cu20...H6,3.909,Cu-C,24,15,CH,Cu110_toluene.png
Cu110_valeric_acid,Cu110,valeric_acid,reasonable,2.04,Cu-O,Cu20...O1,2.04,Cu-O,24,17,CHO,Cu110_valeric_acid.png
Cu111_1-butene,Cu111,1-butene,borderline,3.222,Cu-H,Cu52...H7,3.61,Cu-C,64,12,CH,Cu111_1-butene.png
Cu111_1-pentene,Cu111,1-pentene,borderline,3.205,Cu-H,Cu55...H4,3.218,Cu-C,64,15,CH,Cu111_1-pentene.png
Cu111_2-pentanone,Cu111,2-pentanone,reasonable,2.126,Cu-O,Cu56...O1,2.126,Cu-O,64,16,CHO,Cu111_2-pentanone.png
Cu111_3-MTHF,Cu111,3-MTHF,detached,3.677,Cu-H,Cu49...H9,3.697,Cu-O,64,16,CHO,Cu111_3-MTHF.png
Cu111_3-hydroxypropionic_acid,Cu111,3-hydroxypropionic_acid,reasonable,2.557,Cu-H,Cu62...H6,2.776,Cu-O,64,12,CHO,Cu111_3-hydroxypropionic_acid.png
Cu111_5-HMF,Cu111,5-HMF,reasonable,2.973,Cu-H,Cu60...H4,3.171,Cu-O,64,15,CHO,Cu111_5-HMF.png
Cu111_5-heptanone,Cu111,5-heptanone,reasonable,2.136,Cu-O,Cu58...O1,2.136,Cu-O,64,22,CHO,Cu111_5-heptanone.png
Cu111_CO,Cu111,CO,reasonable,2.025,Cu-C,Cu51...C1,2.025,Cu-C,64,2,CO,Cu111_CO.png
Cu111_CO2,Cu111,CO2,detached,3.783,Cu-C,Cu58...C1,3.783,Cu-C,64,3,CO,Cu111_CO2.png
Cu111_DME,Cu111,DME,borderline,3.372,Cu-O,Cu58...O1,3.372,Cu-O,64,9,CHO,Cu111_DME.png
Cu111_H2O,Cu111,H2O,reasonable,2.989,Cu-H,Cu50...H1,3.464,Cu-O,64,3,HO,Cu111_H2O.png
Cu111_acetaldehyde,Cu111,acetaldehyde,reasonable,2.189,Cu-O,Cu58...O1,2.189,Cu-O,64,7,CHO,Cu111_acetaldehyde.png
Cu111_acetic_acid,Cu111,acetic_acid,reasonable,2.158,Cu-O,Cu59...O1,2.158,Cu-O,64,8,CHO,Cu111_acetic_acid.png
Cu111_benzene,Cu111,benzene,borderline,3.257,Cu-H,Cu62...H2,3.716,Cu-C,64,12,CH,Cu111_benzene.png
Cu111_butadiene,Cu111,butadiene,borderline,3.216,Cu-C,Cu58...C1,3.216,Cu-C,64,10,CH,Cu111_butadiene.png
Cu111_butyric_acid,Cu111,butyric_acid,reasonable,2.152,Cu-O,Cu62...O1,2.152,Cu-O,64,14,CHO,Cu111_butyric_acid.png
Cu111_caproic_acid,Cu111,caproic_acid,reasonable,2.119,Cu-O,Cu53...O1,2.119,Cu-O,64,20,CHO,Cu111_caproic_acid.png
Cu111_cyclopentanone,Cu111,cyclopentanone,reasonable,2.129,Cu-O,Cu58...O1,2.129,Cu-O,64,14,CHO,Cu111_cyclopentanone.png
Cu111_ethane,Cu111,ethane,borderline,3.056,Cu-H,Cu60...H3,3.932,Cu-C,64,8,CH,Cu111_ethane.png
Cu111_ethanol,Cu111,ethanol,reasonable,2.639,Cu-O,Cu55...O1,2.639,Cu-O,64,9,CHO,Cu111_ethanol.png
Cu111_ethene,Cu111,ethene,borderline,3.429,Cu-H,Cu63...H3,3.709,Cu-C,64,6,CH,Cu111_ethene.png
Cu111_ethylene,Cu111,ethylene,detached,3.619,Cu-H,Cu59...H1,3.832,Cu-C,64,6,CH,Cu111_ethylene.png
Cu111_formic_acid,Cu111,formic_acid,reasonable,2.475,Cu-H,Cu53...H1,3.112,Cu-O,64,5,CHO,Cu111_formic_acid.png
Cu111_furfural,Cu111,furfural,borderline,3.146,Cu-H,Cu59...H3,3.363,Cu-C,64,11,CHO,Cu111_furfural.png
Cu111_glycerol,Cu111,glycerol,reasonable,2.77,Cu-H,Cu63...H8,3.443,Cu-O,64,14,CHO,Cu111_glycerol.png
Cu111_isobutene,Cu111,isobutene,borderline,3.27,Cu-H,Cu63...H5,3.322,Cu-C,64,12,CH,Cu111_isobutene.png
Cu111_isoprene,Cu111,isoprene,borderline,3.249,Cu-H,Cu59...H6,3.539,Cu-C,64,13,CH,Cu111_isoprene.png
Cu111_isopropanol,Cu111,isopropanol,reasonable,2.533,Cu-O,Cu54...O1,2.533,Cu-O,64,12,CHO,Cu111_isopropanol.png
Cu111_itaconic_acid,Cu111,itaconic_acid,reasonable,2.976,Cu-H,Cu51...H1,3.464,Cu-O,64,15,CHO,Cu111_itaconic_acid.png
Cu111_lactic_acid,Cu111,lactic_acid,reasonable,2.422,Cu-H,Cu58...H6,2.699,Cu-O,64,12,CHO,Cu111_lactic_acid.png
Cu111_methanol,Cu111,methanol,reasonable,2.38,Cu-O,Cu54...O1,2.38,Cu-O,64,6,CHO,Cu111_methanol.png
Cu111_methylmethacrylate,Cu111,methylmethacrylate,borderline,3.311,Cu-H,Cu60...H5,3.368,Cu-C,64,15,CHO,Cu111_methylmethacrylate.png
Cu111_propane,Cu111,propane,reasonable,2.913,Cu-H,Cu51...H4,3.872,Cu-C,64,11,CH,Cu111_propane.png
Cu111_propanol,Cu111,propanol,reasonable,2.398,Cu-O,Cu54...O1,2.398,Cu-O,64,12,CHO,Cu111_propanol.png
Cu111_propene,Cu111,propene,borderline,3.321,Cu-H,Cu58...H5,3.661,Cu-C,64,9,CH,Cu111_propene.png
Cu111_propionic_acid,Cu111,propionic_acid,reasonable,2.122,Cu-O,Cu58...O1,2.122,Cu-O,64,11,CHO,Cu111_propionic_acid.png
Cu111_pyruvic_acid,Cu111,pyruvic_acid,reasonable,2.754,Cu-O,Cu55...O2,2.754,Cu-O,64,10,CHO,Cu111_pyruvic_acid.png
Cu111_toluene,Cu111,toluene,borderline,3.166,Cu-H,Cu55...H6,3.402,Cu-C,64,15,CH,Cu111_toluene.png
Cu111_valeric_acid,Cu111,valeric_acid,reasonable,2.186,Cu-O,Cu59...O1,2.186,Cu-O,64,17,CHO,Cu111_valeric_acid.png
Fe100_1-butene,Fe100,1-butene,reasonable,1.979,Fe-H,Fe32...H4,2.083,Fe-C,36,12,CH,Fe100_1-butene.png
Fe100_1-pentene,Fe100,1-pentene,reasonable,1.844,Fe-H,Fe32...H6,2.071,Fe-C,36,15,CH,Fe100_1-pentene.png
Fe100_2-pentanone,Fe100,2-pentanone,reasonable,2.363,Fe-H,Fe32...H5,3.462,Fe-C,36,16,CHO,Fe100_2-pentanone.png
Fe100_3-MTHF,Fe100,3-MTHF,borderline,3.355,Fe-H,Fe35...H6,4.217,Fe-C,36,16,CHO,Fe100_3-MTHF.png
Fe100_3-hydroxypropionic_acid,Fe100,3-hydroxypropionic_acid,detached,4.395,Fe-H,Fe30...H5,5.267,Fe-C,36,12,CHO,Fe100_3-hydroxypropionic_acid.png
Fe100_5-HMF,Fe100,5-HMF,detached,3.693,Fe-H,Fe35...H4,4.624,Fe-C,36,15,CHO,Fe100_5-HMF.png
Fe100_5-heptanone,Fe100,5-heptanone,borderline,3.531,Fe-H,Fe34...H5,4.47,Fe-C,36,22,CHO,Fe100_5-heptanone.png
Fe100_CO,Fe100,CO,detached,5.757,Fe-C,Fe32...C1,5.757,Fe-C,36,2,CO,Fe100_CO.png
Fe100_CO2,Fe100,CO2,detached,5.957,Fe-C,Fe31...C1,5.957,Fe-C,36,3,CO,Fe100_CO2.png
Fe100_DME,Fe100,DME,detached,4.484,Fe-H,Fe33...H4,5.279,Fe-C,36,9,CHO,Fe100_DME.png
Fe100_H2O,Fe100,H2O,detached,5.489,Fe-H,Fe35...H1,6.066,Fe-O,36,3,HO,Fe100_H2O.png
Fe100_acetaldehyde,Fe100,acetaldehyde,borderline,3.492,Fe-H,Fe32...H2,3.907,Fe-C,36,7,CHO,Fe100_acetaldehyde.png
Fe100_acetic_acid,Fe100,acetic_acid,detached,4.166,Fe-H,Fe35...H2,4.485,Fe-C,36,8,CHO,Fe100_acetic_acid.png
Fe100_benzene,Fe100,benzene,reasonable,2.095,Fe-C,Fe33...C2,2.095,Fe-C,36,12,CH,Fe100_benzene.png
Fe100_butadiene,Fe100,butadiene,reasonable,2.024,Fe-H,Fe34...H6,2.083,Fe-C,36,10,CH,Fe100_butadiene.png
Fe100_butyric_acid,Fe100,butyric_acid,borderline,3.162,Fe-H,Fe33...H3,3.935,Fe-C,36,14,CHO,Fe100_butyric_acid.png
Fe100_caproic_acid,Fe100,caproic_acid,borderline,3.347,Fe-H,Fe34...H4,4.083,Fe-C,36,20,CHO,Fe100_caproic_acid.png
Fe100_cyclopentanone,Fe100,cyclopentanone,borderline,3.295,Fe-H,Fe32...H6,4.361,Fe-C,36,14,CHO,Fe100_cyclopentanone.png
Fe100_ethane,Fe100,ethane,reasonable,2.397,Fe-H,Fe32...H1,3.487,Fe-C,36,8,CH,Fe100_ethane.png
Fe100_ethanol,Fe100,ethanol,borderline,3.592,Fe-H,Fe32...H5,3.859,Fe-C,36,9,CHO,Fe100_ethanol.png
Fe100_ethene,Fe100,ethene,reasonable,2.052,Fe-C,Fe36...C1,2.052,Fe-C,36,6,CH,Fe100_ethene.png
Fe100_ethylene,Fe100,ethylene,reasonable,2.06,Fe-C,Fe32...C2,2.06,Fe-C,36,6,CH,Fe100_ethylene.png
Fe100_formic_acid,Fe100,formic_acid,detached,4.658,Fe-H,Fe35...H2,5.689,Fe-C,36,5,CHO,Fe100_formic_acid.png
Fe100_furfural,Fe100,furfural,borderline,3.36,Fe-H,Fe33...H3,4.086,Fe-C,36,11,CHO,Fe100_furfural.png
Fe100_glycerol,Fe100,glycerol,detached,4.545,Fe-H,Fe35...H6,5.559,Fe-C,36,14,CHO,Fe100_glycerol.png
Fe100_isobutene,Fe100,isobutene,detached,4.045,Fe-H,Fe32...H5,4.181,Fe-C,36,12,CH,Fe100_isobutene.png
Fe100_isoprene,Fe100,isoprene,reasonable,2.096,Fe-C,Fe28...C4,2.096,Fe-C,36,13,CH,Fe100_isoprene.png
Fe100_isopropanol,Fe100,isopropanol,detached,3.698,Fe-H,Fe36...H6,4.302,Fe-C,36,12,CHO,Fe100_isopropanol.png
Fe100_itaconic_acid,Fe100,itaconic_acid,detached,5.058,Fe-H,Fe32...H2,6.064,Fe-O,36,15,CHO,Fe100_itaconic_acid.png
Fe100_lactic_acid,Fe100,lactic_acid,detached,4.491,Fe-H,Fe32...H3,5.433,Fe-C,36,12,CHO,Fe100_lactic_acid.png
Fe100_methanol,Fe100,methanol,detached,4.227,Fe-H,Fe28...H3,4.655,Fe-C,36,6,CHO,Fe100_methanol.png
Fe100_methylmethacrylate,Fe100,methylmethacrylate,detached,4.341,Fe-H,Fe35...H4,4.695,Fe-C,36,15,CHO,Fe100_methylmethacrylate.png
Fe100_propane,Fe100,propane,reasonable,2.359,Fe-H,Fe35...H4,3.468,Fe-C,36,11,CH,Fe100_propane.png
Fe100_propanol,Fe100,propanol,detached,3.665,Fe-H,Fe30...H5,4.339,Fe-C,36,12,CHO,Fe100_propanol.png
Fe100_propene,Fe100,propene,borderline,3.421,Fe-H,Fe32...H5,3.775,Fe-C,36,9,CH,Fe100_propene.png
Fe100_propionic_acid,Fe100,propionic_acid,reasonable,2.996,Fe-H,Fe33...H1,3.664,Fe-C,36,11,CHO,Fe100_propionic_acid.png
Fe100_pyruvic_acid,Fe100,pyruvic_acid,detached,4.158,Fe-H,Fe36...H2,4.891,Fe-C,36,10,CHO,Fe100_pyruvic_acid.png
Fe100_toluene,Fe100,toluene,reasonable,2.098,Fe-C,Fe35...C4,2.098,Fe-C,36,15,CH,Fe100_toluene.png
Fe100_valeric_acid,Fe100,valeric_acid,borderline,3.214,Fe-H,Fe36...H4,4.178,Fe-C,36,17,CHO,Fe100_valeric_acid.png
Fe110_1-butene,Fe110,1-butene,borderline,3.258,Fe-H,Fe22...H4,3.919,Fe-C,24,12,CH,Fe110_1-butene.png
Fe110_1-pentene,Fe110,1-pentene,borderline,3.002,Fe-H,Fe22...H6,3.99,Fe-C,24,15,CH,Fe110_1-pentene.png
Fe110_2-pentanone,Fe110,2-pentanone,reasonable,2.475,Fe-H,Fe23...H5,3.474,Fe-C,24,16,CHO,Fe110_2-pentanone.png
Fe110_3-MTHF,Fe110,3-MTHF,borderline,3.287,Fe-H,Fe23...H7,4.149,Fe-C,24,16,CHO,Fe110_3-MTHF.png
Fe110_3-hydroxypropionic_acid,Fe110,3-hydroxypropionic_acid,detached,4.58,Fe-H,Fe19...H5,5.336,Fe-C,24,12,CHO,Fe110_3-hydroxypropionic_acid.png
Fe110_5-HMF,Fe110,5-HMF,detached,3.625,Fe-H,Fe22...H4,4.546,Fe-C,24,15,CHO,Fe110_5-HMF.png
