functional,system,surface,molecule,source_dir,E_slab_mol,E_slab,E_mol,E_ads,status,note,convergence,publishable,complex_outcar,slab_outcar,molecule_outcar,E_ads_raw,complex_potentials,complex_composition,slab_potentials,slab_composition,molecule_potentials,molecule_composition
beef_vdw,HCOOH_Ir111,Ir111,HCOOH,dft_jobs,-364.99434241,-339.48696992,-24.95224532,-0.5551271700000235,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/HCOOH_Ir111/beef_vdw/OUTCAR,vasp_slab/Ir111/beef_vdw/OUTCAR,vasp_mol/HCOOH/beef_vdw/OUTCAR,-0.5551271700000235,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Ir"": ""PAW_PBE Ir 06Sep2000"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""Ir"": 64, ""O"": 2}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""O"": 2}"
beef_vdw,HCOOH_Pd100,Pd100,HCOOH,dft_jobs,-78.73888692,-35.42003857,-24.95224532,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/HCOOH_Pd100/beef_vdw/OUTCAR,vasp_slab/Pd100/beef_vdw/OUTCAR,vasp_mol/HCOOH/beef_vdw/OUTCAR,-18.366603029999997,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""C"": 1, ""H"": 2, ""O"": 2, ""Pd"": 36}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""O"": 2}"
beef_vdw,HCOOH_Pd110,Pd110,HCOOH,dft_jobs,-54.97208454,-17.56332055,-24.95224532,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/HCOOH_Pd110/beef_vdw/OUTCAR,vasp_slab/Pd110/beef_vdw/OUTCAR,vasp_mol/HCOOH/beef_vdw/OUTCAR,-12.456518669999998,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""C"": 1, ""H"": 2, ""O"": 2, ""Pd"": 24}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""O"": 2}"
beef_vdw,HCOOH_Pd111,Pd111,HCOOH,dft_jobs,-80.94170629,-66.44447778,-24.95224532,,slab_mismatch,"slab size mismatch: complex has 36 Pd, reference has 64",complex: converged; slab: converged; molecule: converged,false,dft_jobs/HCOOH_Pd111/beef_vdw/OUTCAR,vasp_slab/Pd111/beef_vdw/OUTCAR,vasp_mol/HCOOH/beef_vdw/OUTCAR,10.45501681,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""C"": 1, ""H"": 2, ""O"": 2, ""Pd"": 36}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""O"": 2}"
beef_vdw,HCOOH_Pt100,Pt100,HCOOH,dft_jobs,-119.44619212,-60.04329946,-24.95224532,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/HCOOH_Pt100/beef_vdw/OUTCAR,vasp_slab/Pt100/beef_vdw/OUTCAR,vasp_mol/HCOOH/beef_vdw/OUTCAR,-34.45064734,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Pt"": ""PAW_PBE Pt 04Feb2005""}","{""C"": 1, ""H"": 2, ""O"": 2, ""Pt"": 36}","{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""O"": 2}"
beef_vdw,HCOOH_Pt110,Pt110,HCOOH,dft_jobs,-80.90329044,-32.67956866,-24.95224532,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/HCOOH_Pt110/beef_vdw/OUTCAR,vasp_slab/Pt110/beef_vdw/OUTCAR,vasp_mol/HCOOH/beef_vdw/OUTCAR,-23.271476460000006,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Pt"": ""PAW_PBE Pt 04Feb2005""}","{""C"": 1, ""H"": 2, ""O"": 2, ""Pt"": 24}","{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""O"": 2}"
beef_vdw,HCOOH_Pt111,Pt111,HCOOH,dft_jobs,-123.99867662,-115.71905359,-24.95224532,,slab_mismatch,"slab size mismatch: complex has 36 Pt, reference has 64",complex: converged; slab: converged; molecule: converged,false,dft_jobs/HCOOH_Pt111/beef_vdw/OUTCAR,vasp_slab/Pt111/beef_vdw/OUTCAR,vasp_mol/HCOOH/beef_vdw/OUTCAR,16.672622290000003,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Pt"": ""PAW_PBE Pt 04Feb2005""}","{""C"": 1, ""H"": 2, ""O"": 2, ""Pt"": 36}","{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""O"": 2}"
beef_vdw,HCOOH_Rh100,Rh100,HCOOH,dft_jobs,-156.20363413,-104.08110193,-24.95224532,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/HCOOH_Rh100/beef_vdw/OUTCAR,vasp_slab/Rh100/beef_vdw/OUTCAR,vasp_mol/HCOOH/beef_vdw/OUTCAR,-27.17028688000001,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 1, ""H"": 2, ""O"": 2, ""Rh"": 36}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""O"": 2}"
beef_vdw,HCOOH_Rh110,Rh110,HCOOH,dft_jobs,-104.43845752,-61.02501679,-24.95224532,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/HCOOH_Rh110/beef_vdw/OUTCAR,vasp_slab/Rh110/beef_vdw/OUTCAR,vasp_mol/HCOOH/beef_vdw/OUTCAR,-18.46119541,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 1, ""H"": 2, ""O"": 2, ""Rh"": 24}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""O"": 2}"
beef_vdw,HCOOH_Rh111,Rh111,HCOOH,dft_jobs,-265.27152046,-192.72273486,-24.95224532,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/HCOOH_Rh111/beef_vdw/OUTCAR,vasp_slab/Rh111/beef_vdw/OUTCAR,vasp_mol/HCOOH/beef_vdw/OUTCAR,-47.59654027999997,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 1, ""H"": 2, ""O"": 2, ""Rh"": 64}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 2, ""O"": 2}"
beef_vdw,H_Ag100,Ag100,H,dft_jobs,,58.04168493,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Ag100/beef_vdw/OUTCAR,vasp_slab/Ag100/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 36}",{},{}
beef_vdw,H_Ag110,Ag110,H,dft_jobs,,41.61140369,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Ag110/beef_vdw/OUTCAR,vasp_slab/Ag110/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 24}",{},{}
beef_vdw,H_Ag111,Ag111,H,dft_jobs,,101.69997001,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Ag111/beef_vdw/OUTCAR,vasp_slab/Ag111/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 64}",{},{}
beef_vdw,H_Au100,Au100,H,dft_jobs,,2.61952143,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Au100/beef_vdw/OUTCAR,vasp_slab/Au100/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 36}",{},{}
beef_vdw,H_Au110,Au110,H,dft_jobs,,4.35535241,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Au110/beef_vdw/OUTCAR,vasp_slab/Au110/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 24}",{},{}
beef_vdw,H_Au111,Au111,H,dft_jobs,,1.22708835,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Au111/beef_vdw/OUTCAR,vasp_slab/Au111/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 64}",{},{}
beef_vdw,H_Ir100,Ir100,H,dft_jobs,,-183.01756659,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Ir100/beef_vdw/OUTCAR,vasp_slab/Ir100/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 36}",{},{}
beef_vdw,H_Ir110,Ir110,H,dft_jobs,,-111.25249754,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Ir110/beef_vdw/OUTCAR,vasp_slab/Ir110/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 24}",{},{}
beef_vdw,H_Ir111,Ir111,H,dft_jobs,,-339.48696992,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Ir111/beef_vdw/OUTCAR,vasp_slab/Ir111/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 64}",{},{}
beef_vdw,H_Pt111_fcc,Pt111,H,dft_jobs,,-115.71905359,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Pt111_fcc/beef_vdw/OUTCAR,vasp_slab/Pt111/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 64}",{},{}
beef_vdw,H_Rh100,Rh100,H,dft_jobs,,-104.08110193,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Rh100/beef_vdw/OUTCAR,vasp_slab/Rh100/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 36}",{},{}
beef_vdw,H_Rh110,Rh110,H,dft_jobs,,-61.02501679,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Rh110/beef_vdw/OUTCAR,vasp_slab/Rh110/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 24}",{},{}
beef_vdw,H_Rh111,Rh111,H,dft_jobs,,-192.72273486,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/H_Rh111/beef_vdw/OUTCAR,vasp_slab/Rh111/beef_vdw/OUTCAR,vasp_mol/H/beef_vdw/OUTCAR,,{},{},"{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 64}",{},{}
beef_vdw,N2_Ag100,Ag100,N2,dft_jobs,19.5452605,58.04168493,-13.56332745,,unconverged,See component convergence statuses,complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/N2_Ag100/beef_vdw/OUTCAR,vasp_slab/Ag100/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-24.933096980000006,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Ag"": 36, ""N"": 2}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 36}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Ag110,Ag110,N2,dft_jobs,11.45362743,41.61140369,-13.56332745,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/N2_Ag110/beef_vdw/OUTCAR,vasp_slab/Ag110/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-16.594448810000006,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Ag"": 24, ""N"": 2}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 24}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Ag111,Ag111,N2,dft_jobs,18.31740726,101.69997001,-13.56332745,,slab_mismatch,"slab size mismatch: complex has 36 Ag, reference has 64",complex: converged; slab: converged; molecule: converged,false,dft_jobs/N2_Ag111/beef_vdw/OUTCAR,vasp_slab/Ag111/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-69.8192353,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Ag"": 36, ""N"": 2}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 64}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Au100,Au100,N2,dft_jobs,-8.58633453,2.61952143,-13.56332745,,slab_mismatch,"slab size mismatch: complex has 64 Au, reference has 36",complex: converged; slab: converged; molecule: converged,false,dft_jobs/N2_Au100/beef_vdw/OUTCAR,vasp_slab/Au100/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,2.3574714899999982,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Au"": 64, ""N"": 2}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 36}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Au110,Au110,N2,dft_jobs,-0.52649928,4.35535241,-13.56332745,,slab_mismatch,"slab size mismatch: complex has 64 Au, reference has 24",complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/N2_Au110/beef_vdw/OUTCAR,vasp_slab/Au110/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,8.681475759999998,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Au"": 64, ""N"": 2}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 24}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Au111,Au111,N2,dft_jobs,-12.78954633,1.22708835,-13.56332745,,slab_mismatch,"slab size mismatch: complex has 36 Au, reference has 64",complex: converged; slab: converged; molecule: converged,false,dft_jobs/N2_Au111/beef_vdw/OUTCAR,vasp_slab/Au111/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-0.45330723000000184,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Au"": 36, ""N"": 2}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 64}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Cu100,Cu100,N2,dft_jobs,-24.27010047,885.16340624,-13.56332745,,unconverged,See component convergence statuses,complex: converged; slab: unfinished; molecule: converged,false,dft_jobs/N2_Cu100/beef_vdw/OUTCAR,vasp_slab/Cu100/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-895.87017926,"{""Cu"": ""PAW_PBE Cu 22Jun2005"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Cu"": 64, ""N"": 2}","{""Cu"": ""PAW_PBE Cu 22Jun2005""}","{""Cu"": 64}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Cu110,Cu110,N2,dft_jobs,-14.44344259,29.98519073,-13.56332745,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/N2_Cu110/beef_vdw/OUTCAR,vasp_slab/Cu110/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-30.865305870000004,"{""Cu"": ""PAW_PBE Cu 22Jun2005"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Cu"": 24, ""N"": 2}","{""Cu"": ""PAW_PBE Cu_pv 06Sep2000""}","{""Cu"": 24}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Cu111,Cu111,N2,dft_jobs,-28.29517343,67.05686544,-13.56332745,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/N2_Cu111/beef_vdw/OUTCAR,vasp_slab/Cu111/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-81.78871142,"{""Cu"": ""PAW_PBE Cu 22Jun2005"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Cu"": 64, ""N"": 2}","{""Cu"": ""PAW_PBE Cu_pv 06Sep2000""}","{""Cu"": 64}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Ir100,Ir100,N2,dft_jobs,-197.38549462,-183.01756659,-13.56332745,-0.8046005800000025,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/N2_Ir100/beef_vdw/OUTCAR,vasp_slab/Ir100/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-0.8046005800000025,"{""Ir"": ""PAW_PBE Ir 06Sep2000"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Ir"": 36, ""N"": 2}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 36}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Ir110,Ir110,N2,dft_jobs,-125.89557653,-111.25249754,-13.56332745,-1.0797515400000073,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/N2_Ir110/beef_vdw/OUTCAR,vasp_slab/Ir110/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-1.0797515400000073,"{""Ir"": ""PAW_PBE Ir 06Sep2000"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Ir"": 24, ""N"": 2}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 24}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Ir111,Ir111,N2,dft_jobs,-353.48220961,-339.48696992,-13.56332745,-0.43191224000000616,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/N2_Ir111/beef_vdw/OUTCAR,vasp_slab/Ir111/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-0.43191224000000616,"{""Ir"": ""PAW_PBE Ir 06Sep2000"", ""N"": ""PAW_PBE N 08Apr2002""}","{""Ir"": 64, ""N"": 2}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 64}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Pd100,Pd100,N2,dft_jobs,-67.10262179,-35.42003857,-13.56332745,,unconverged,See component convergence statuses,complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/N2_Pd100/beef_vdw/OUTCAR,vasp_slab/Pd100/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-18.11925577,"{""N"": ""PAW_PBE N 08Apr2002"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""N"": 2, ""Pd"": 36}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 36}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Pd110,Pd110,N2,dft_jobs,-43.36358181,-17.56332055,-13.56332745,,unconverged,See component convergence statuses,complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/N2_Pd110/beef_vdw/OUTCAR,vasp_slab/Pd110/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-12.23693381,"{""N"": ""PAW_PBE N 08Apr2002"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""N"": 2, ""Pd"": 24}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 24}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Pd111,Pd111,N2,dft_jobs,-69.23359368,-66.44447778,-13.56332745,,slab_mismatch,"slab size mismatch: complex has 36 Pd, reference has 64",complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/N2_Pd111/beef_vdw/OUTCAR,vasp_slab/Pd111/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,10.77421155,"{""N"": ""PAW_PBE N 08Apr2002"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""N"": 2, ""Pd"": 36}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 64}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Pt100,Pt100,N2,dft_jobs,-107.8052003,-60.04329946,-13.56332745,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/N2_Pt100/beef_vdw/OUTCAR,vasp_slab/Pt100/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-34.19857338999999,"{""N"": ""PAW_PBE N 08Apr2002"", ""Pt"": ""PAW_PBE Pt 04Feb2005""}","{""N"": 2, ""Pt"": 36}","{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 36}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Pt110,Pt110,N2,dft_jobs,-69.33710474,-32.67956866,-13.56332745,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/N2_Pt110/beef_vdw/OUTCAR,vasp_slab/Pt110/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-23.09420863,"{""N"": ""PAW_PBE N 08Apr2002"", ""Pt"": ""PAW_PBE Pt 04Feb2005""}","{""N"": 2, ""Pt"": 24}","{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 24}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Pt111_top,Pt111,N2,dft_jobs,,-115.71905359,-13.56332745,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: converged,false,dft_jobs/N2_Pt111_top/beef_vdw/OUTCAR,vasp_slab/Pt111/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,,{},{},"{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 64}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
beef_vdw,N2_Rh100,Rh100,N2,dft_jobs,-144.77501226,-104.08110193,-13.56332745,,energy_review,|E_ads| > 5 eV: review required; not evidence of failed convergence,complex: converged; slab: converged; molecule: converged,false,dft_jobs/N2_Rh100/beef_vdw/OUTCAR,vasp_slab/Rh100/beef_vdw/OUTCAR,vasp_mol/N2/beef_vdw/OUTCAR,-27.13058288000001,"{""N"": ""PAW_PBE N 08Apr2002"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""N"": 2, ""Rh"": 36}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 36}","{""N"": ""PAW_PBE N 08Apr2002""}","{""N"": 2}"
