role,name,functional,required_composition,required_slab_cell_A,required_potentials,affected_missing_cells,cells
slab,Pt100,pbe_d3,"{""Pt"": 36}","[[8.3155757467538, 0.0, 0.0], [0.0, 8.3155757467538, 0.0], [0.0, 0.0, 35.88]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",32,"[[""Pt100"", ""CH3"", ""pbe_d3"", ""SPE""], [""Pt100"", ""CH3"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""CO"", ""pbe_d3"", ""SPE""], [""Pt100"", ""CO"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""DME"", ""pbe_d3"", ""SPE""], [""Pt100"", ""DME"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""H2O"", ""pbe_d3"", ""SPE""], [""Pt100"", ""H2O"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""H2S"", ""pbe_d3"", ""SPE""], [""Pt100"", ""H2S"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""N2"", ""pbe_d3"", ""SPE""], [""Pt100"", ""N2"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""NH3"", ""pbe_d3"", ""SPE""], [""Pt100"", ""NH3"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""NO"", ""pbe_d3"", ""SPE""], [""Pt100"", ""NO"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""SO2"", ""pbe_d3"", ""SPE""], [""Pt100"", ""SO2"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""acetaldehyde"", ""pbe_d3"", ""SPE""], [""Pt100"", ""acetaldehyde"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""acetic_acid"", ""pbe_d3"", ""SPE""], [""Pt100"", ""acetic_acid"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""ethene"", ""pbe_d3"", ""SPE""], [""Pt100"", ""ethene"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""formaldehyde"", ""pbe_d3"", ""SPE""], [""Pt100"", ""formaldehyde"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""formic_acid"", ""pbe_d3"", ""SPE""], [""Pt100"", ""formic_acid"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""methane"", ""pbe_d3"", ""SPE""], [""Pt100"", ""methane"", ""pbe_d3"", ""relaxed""], [""Pt100"", ""methanol"", ""pbe_d3"", ""SPE""], [""Pt100"", ""methanol"", ""pbe_d3"", ""relaxed""]]"
slab,Pt110,beef_vdw,"{""Pt"": 24}","[[11.76, 0.0, 0.0], [0.0, 5.5437171645025325, 0.0], [0.0, 0.0, 34.1577878733769]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",32,"[[""Pt110"", ""CH3"", ""beef_vdw"", ""SPE""], [""Pt110"", ""CO"", ""beef_vdw"", ""SPE""], [""Pt110"", ""CO"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""CO2"", ""beef_vdw"", ""SPE""], [""Pt110"", ""CO2"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""DME"", ""beef_vdw"", ""SPE""], [""Pt110"", ""DME"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""H2O"", ""beef_vdw"", ""SPE""], [""Pt110"", ""H2O"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""H2S"", ""beef_vdw"", ""SPE""], [""Pt110"", ""H2S"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""N2"", ""beef_vdw"", ""SPE""], [""Pt110"", ""N2"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""NH3"", ""beef_vdw"", ""SPE""], [""Pt110"", ""NH3"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""NO"", ""beef_vdw"", ""SPE""], [""Pt110"", ""NO"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""SO2"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""acetaldehyde"", ""beef_vdw"", ""SPE""], [""Pt110"", ""acetaldehyde"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""acetic_acid"", ""beef_vdw"", ""SPE""], [""Pt110"", ""acetic_acid"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""ethene"", ""beef_vdw"", ""SPE""], [""Pt110"", ""ethene"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""formaldehyde"", ""beef_vdw"", ""SPE""], [""Pt110"", ""formaldehyde"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""formic_acid"", ""beef_vdw"", ""SPE""], [""Pt110"", ""formic_acid"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""methane"", ""beef_vdw"", ""SPE""], [""Pt110"", ""methane"", ""beef_vdw"", ""relaxed""], [""Pt110"", ""methanol"", ""beef_vdw"", ""SPE""], [""Pt110"", ""methanol"", ""beef_vdw"", ""relaxed""]]"
slab,Pt110,r2scan,"{""Pt"": 24}","[[11.76, 0.0, 0.0], [0.0, 5.5437171645025325, 0.0], [0.0, 0.0, 34.1577878733769]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",32,"[[""Pt110"", ""CH3"", ""r2scan"", ""SPE""], [""Pt110"", ""CH3"", ""r2scan"", ""relaxed""], [""Pt110"", ""CO"", ""r2scan"", ""SPE""], [""Pt110"", ""CO2"", ""r2scan"", ""SPE""], [""Pt110"", ""CO2"", ""r2scan"", ""relaxed""], [""Pt110"", ""DME"", ""r2scan"", ""SPE""], [""Pt110"", ""H2O"", ""r2scan"", ""SPE""], [""Pt110"", ""H2O"", ""r2scan"", ""relaxed""], [""Pt110"", ""H2S"", ""r2scan"", ""SPE""], [""Pt110"", ""H2S"", ""r2scan"", ""relaxed""], [""Pt110"", ""N2"", ""r2scan"", ""SPE""], [""Pt110"", ""N2"", ""r2scan"", ""relaxed""], [""Pt110"", ""NH3"", ""r2scan"", ""SPE""], [""Pt110"", ""NH3"", ""r2scan"", ""relaxed""], [""Pt110"", ""NO"", ""r2scan"", ""SPE""], [""Pt110"", ""NO"", ""r2scan"", ""relaxed""], [""Pt110"", ""SO2"", ""r2scan"", ""SPE""], [""Pt110"", ""SO2"", ""r2scan"", ""relaxed""], [""Pt110"", ""acetaldehyde"", ""r2scan"", ""SPE""], [""Pt110"", ""acetaldehyde"", ""r2scan"", ""relaxed""], [""Pt110"", ""acetic_acid"", ""r2scan"", ""SPE""], [""Pt110"", ""acetic_acid"", ""r2scan"", ""relaxed""], [""Pt110"", ""ethene"", ""r2scan"", ""SPE""], [""Pt110"", ""ethene"", ""r2scan"", ""relaxed""], [""Pt110"", ""formaldehyde"", ""r2scan"", ""SPE""], [""Pt110"", ""formaldehyde"", ""r2scan"", ""relaxed""], [""Pt110"", ""formic_acid"", ""r2scan"", ""SPE""], [""Pt110"", ""formic_acid"", ""r2scan"", ""relaxed""], [""Pt110"", ""methane"", ""r2scan"", ""SPE""], [""Pt110"", ""methane"", ""r2scan"", ""relaxed""], [""Pt110"", ""methanol"", ""r2scan"", ""SPE""], [""Pt110"", ""methanol"", ""r2scan"", ""relaxed""]]"
slab,Pt100,r2scan,"{""Pt"": 36}","[[8.3155757467538, 0.0, 0.0], [0.0, 8.3155757467538, 0.0], [0.0, 0.0, 35.88]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",30,"[[""Pt100"", ""CH3"", ""r2scan"", ""SPE""], [""Pt100"", ""CH3"", ""r2scan"", ""relaxed""], [""Pt100"", ""CO"", ""r2scan"", ""SPE""], [""Pt100"", ""CO"", ""r2scan"", ""relaxed""], [""Pt100"", ""DME"", ""r2scan"", ""SPE""], [""Pt100"", ""DME"", ""r2scan"", ""relaxed""], [""Pt100"", ""H2O"", ""r2scan"", ""SPE""], [""Pt100"", ""H2O"", ""r2scan"", ""relaxed""], [""Pt100"", ""H2S"", ""r2scan"", ""SPE""], [""Pt100"", ""H2S"", ""r2scan"", ""relaxed""], [""Pt100"", ""N2"", ""r2scan"", ""SPE""], [""Pt100"", ""N2"", ""r2scan"", ""relaxed""], [""Pt100"", ""NH3"", ""r2scan"", ""SPE""], [""Pt100"", ""NH3"", ""r2scan"", ""relaxed""], [""Pt100"", ""NO"", ""r2scan"", ""SPE""], [""Pt100"", ""SO2"", ""r2scan"", ""SPE""], [""Pt100"", ""SO2"", ""r2scan"", ""relaxed""], [""Pt100"", ""acetaldehyde"", ""r2scan"", ""SPE""], [""Pt100"", ""acetic_acid"", ""r2scan"", ""SPE""], [""Pt100"", ""acetic_acid"", ""r2scan"", ""relaxed""], [""Pt100"", ""ethene"", ""r2scan"", ""SPE""], [""Pt100"", ""ethene"", ""r2scan"", ""relaxed""], [""Pt100"", ""formaldehyde"", ""r2scan"", ""SPE""], [""Pt100"", ""formaldehyde"", ""r2scan"", ""relaxed""], [""Pt100"", ""formic_acid"", ""r2scan"", ""SPE""], [""Pt100"", ""formic_acid"", ""r2scan"", ""relaxed""], [""Pt100"", ""methane"", ""r2scan"", ""SPE""], [""Pt100"", ""methane"", ""r2scan"", ""relaxed""], [""Pt100"", ""methanol"", ""r2scan"", ""SPE""], [""Pt100"", ""methanol"", ""r2scan"", ""relaxed""]]"
molecule,NO,r2scan,"{""N"": 1, ""O"": 1}",,"{""N"": ""PAW_PBE N 08Apr2002"", ""O"": ""PAW_PBE O 08Apr2002""}",27,"[[""Ag100"", ""NO"", ""r2scan"", ""SPE""], [""Ag100"", ""NO"", ""r2scan"", ""relaxed""], [""Ag110"", ""NO"", ""r2scan"", ""SPE""], [""Ag110"", ""NO"", ""r2scan"", ""relaxed""], [""Ag111"", ""NO"", ""r2scan"", ""SPE""], [""Au111"", ""NO"", ""r2scan"", ""SPE""], [""Cu100"", ""NO"", ""r2scan"", ""SPE""], [""Cu110"", ""NO"", ""r2scan"", ""SPE""], [""Cu110"", ""NO"", ""r2scan"", ""relaxed""], [""Cu111"", ""NO"", ""r2scan"", ""SPE""], [""Ir100"", ""NO"", ""r2scan"", ""SPE""], [""Ir100"", ""NO"", ""r2scan"", ""relaxed""], [""Ir110"", ""NO"", ""r2scan"", ""SPE""], [""Ir111"", ""NO"", ""r2scan"", ""SPE""], [""Pd100"", ""NO"", ""r2scan"", ""SPE""], [""Pd100"", ""NO"", ""r2scan"", ""relaxed""], [""Pd110"", ""NO"", ""r2scan"", ""SPE""], [""Pd110"", ""NO"", ""r2scan"", ""relaxed""], [""Pd111"", ""NO"", ""r2scan"", ""SPE""], [""Pt100"", ""NO"", ""r2scan"", ""SPE""], [""Pt110"", ""NO"", ""r2scan"", ""SPE""], [""Pt110"", ""NO"", ""r2scan"", ""relaxed""], [""Rh100"", ""NO"", ""r2scan"", ""SPE""], [""Rh100"", ""NO"", ""r2scan"", ""relaxed""], [""Rh110"", ""NO"", ""r2scan"", ""SPE""], [""Rh110"", ""NO"", ""r2scan"", ""relaxed""], [""Rh111"", ""NO"", ""r2scan"", ""SPE""]]"
slab,Pd111,r2scan,"{""Pd"": 36}","[[8.25193613644701, 0.0, 0.0], [4.125968068223505, 7.146386324569921, 0.0], [0.0, 0.0, 36.737677641442936]]","{""Pd"": ""PAW_PBE Pd 04Jan2005""}",18,"[[""Pd111"", ""CH3"", ""r2scan"", ""SPE""], [""Pd111"", ""DME"", ""r2scan"", ""SPE""], [""Pd111"", ""H2O"", ""r2scan"", ""SPE""], [""Pd111"", ""H2S"", ""r2scan"", ""SPE""], [""Pd111"", ""N2"", ""r2scan"", ""SPE""], [""Pd111"", ""NH3"", ""r2scan"", ""SPE""], [""Pd111"", ""NO"", ""r2scan"", ""SPE""], [""Pd111"", ""SO2"", ""r2scan"", ""SPE""], [""Pd111"", ""acetaldehyde"", ""r2scan"", ""SPE""], [""Pd111"", ""acetaldehyde"", ""r2scan"", ""relaxed""], [""Pd111"", ""acetic_acid"", ""r2scan"", ""SPE""], [""Pd111"", ""ethene"", ""r2scan"", ""SPE""], [""Pd111"", ""formaldehyde"", ""r2scan"", ""SPE""], [""Pd111"", ""formic_acid"", ""r2scan"", ""SPE""], [""Pd111"", ""methane"", ""r2scan"", ""SPE""], [""Pd111"", ""methane"", ""r2scan"", ""relaxed""], [""Pd111"", ""methanol"", ""r2scan"", ""SPE""], [""Pd111"", ""methanol"", ""r2scan"", ""relaxed""]]"
slab,Rh111,r2scan,"{""Rh"": 64}","[[10.756508355409762, 0.0, 0.0], [0.0, 9.315409491804425, 0.0], [0.0, 0.0, 36.58698922118444]]","{""Rh"": ""PAW_PBE Rh 04Feb2005""}",18,"[[""Rh111"", ""CH3"", ""r2scan"", ""SPE""], [""Rh111"", ""CO"", ""r2scan"", ""SPE""], [""Rh111"", ""CO2"", ""r2scan"", ""SPE""], [""Rh111"", ""DME"", ""r2scan"", ""SPE""], [""Rh111"", ""H2O"", ""r2scan"", ""SPE""], [""Rh111"", ""H2S"", ""r2scan"", ""SPE""], [""Rh111"", ""N2"", ""r2scan"", ""SPE""], [""Rh111"", ""NH3"", ""r2scan"", ""SPE""], [""Rh111"", ""NO"", ""r2scan"", ""SPE""], [""Rh111"", ""SO2"", ""r2scan"", ""SPE""], [""Rh111"", ""acetaldehyde"", ""r2scan"", ""SPE""], [""Rh111"", ""acetic_acid"", ""r2scan"", ""SPE""], [""Rh111"", ""ethane"", ""r2scan"", ""SPE""], [""Rh111"", ""ethanol"", ""r2scan"", ""SPE""], [""Rh111"", ""ethene"", ""r2scan"", ""SPE""], [""Rh111"", ""formaldehyde"", ""r2scan"", ""SPE""], [""Rh111"", ""formic_acid"", ""r2scan"", ""SPE""], [""Rh111"", ""methane"", ""r2scan"", ""SPE""]]"
molecule,glycerol,beef_vdw,"{""C"": 3, ""H"": 8, ""O"": 3}",,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}",11,"[[""Ag100"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Ag110"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Ag111"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Au111"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Cu110"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Pd100"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Pd110"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Pd111"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Pt100"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Pt110"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Pt111"", ""glycerol"", ""beef_vdw"", ""SPE""]]"
slab,Pt111,beef_vdw,"{""Pt"": 64}","[[11.087434329005065, 0.0, 0.0], [0.0, 9.601999791710057, 0.0], [0.0, 0.0, 36.789639165669996]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",10,"[[""Pt111"", ""CO2"", ""beef_vdw"", ""SPE""], [""Pt111"", ""CO2"", ""beef_vdw"", ""relaxed""], [""Pt111"", ""ethane"", ""beef_vdw"", ""SPE""], [""Pt111"", ""ethanol"", ""beef_vdw"", ""SPE""], [""Pt111"", ""ethene"", ""beef_vdw"", ""SPE""], [""Pt111"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Pt111"", ""isopropanol"", ""beef_vdw"", ""SPE""], [""Pt111"", ""propane"", ""beef_vdw"", ""SPE""], [""Pt111"", ""propanol"", ""beef_vdw"", ""SPE""], [""Pt111"", ""propene"", ""beef_vdw"", ""SPE""]]"
slab,Pt110,r2scan,"{""Pt"": 64}","[[15.68, 0.0, 0.0], [0.0, 11.087434329005065, 0.0], [0.0, 0.0, 34.1577878733769]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",9,"[[""Pt110"", ""CO2"", ""r2scan"", ""SPE""], [""Pt110"", ""ethane"", ""r2scan"", ""SPE""], [""Pt110"", ""ethanol"", ""r2scan"", ""SPE""], [""Pt110"", ""ethene"", ""r2scan"", ""SPE""], [""Pt110"", ""glycerol"", ""r2scan"", ""SPE""], [""Pt110"", ""isopropanol"", ""r2scan"", ""SPE""], [""Pt110"", ""propane"", ""r2scan"", ""SPE""], [""Pt110"", ""propanol"", ""r2scan"", ""SPE""], [""Pt110"", ""propene"", ""r2scan"", ""SPE""]]"
slab,Pt111,r2scan,"{""Pt"": 64}","[[11.087434329005065, 0.0, 0.0], [0.0, 9.601999791710057, 0.0], [0.0, 0.0, 36.789639165669996]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",9,"[[""Pt111"", ""CO2"", ""r2scan"", ""SPE""], [""Pt111"", ""ethane"", ""r2scan"", ""SPE""], [""Pt111"", ""ethanol"", ""r2scan"", ""SPE""], [""Pt111"", ""ethene"", ""r2scan"", ""SPE""], [""Pt111"", ""glycerol"", ""r2scan"", ""SPE""], [""Pt111"", ""isopropanol"", ""r2scan"", ""SPE""], [""Pt111"", ""propane"", ""r2scan"", ""SPE""], [""Pt111"", ""propanol"", ""r2scan"", ""SPE""], [""Pt111"", ""propene"", ""r2scan"", ""SPE""]]"
slab,Pt111,pbe,"{""Pt"": 64}","[[11.087434329005065, 0.0, 0.0], [0.0, 9.601999791710057, 0.0], [0.0, 0.0, 36.789639165669996]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",8,"[[""Pt111"", ""CO2"", ""pbe"", ""SPE""], [""Pt111"", ""CO2"", ""pbe"", ""relaxed""], [""Pt111"", ""ethane"", ""pbe"", ""SPE""], [""Pt111"", ""glycerol"", ""pbe"", ""SPE""], [""Pt111"", ""isopropanol"", ""pbe"", ""SPE""], [""Pt111"", ""propane"", ""pbe"", ""SPE""], [""Pt111"", ""propanol"", ""pbe"", ""SPE""], [""Pt111"", ""propene"", ""pbe"", ""SPE""]]"
slab,Pt111,pbe_d3,"{""Pt"": 64}","[[11.087434329005065, 0.0, 0.0], [0.0, 9.601999791710057, 0.0], [0.0, 0.0, 36.789639165669996]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",8,"[[""Pt111"", ""CO2"", ""pbe_d3"", ""SPE""], [""Pt111"", ""CO2"", ""pbe_d3"", ""relaxed""], [""Pt111"", ""ethane"", ""pbe_d3"", ""SPE""], [""Pt111"", ""glycerol"", ""pbe_d3"", ""SPE""], [""Pt111"", ""isopropanol"", ""pbe_d3"", ""SPE""], [""Pt111"", ""propane"", ""pbe_d3"", ""SPE""], [""Pt111"", ""propanol"", ""pbe_d3"", ""SPE""], [""Pt111"", ""propene"", ""pbe_d3"", ""SPE""]]"
slab,Ag111,beef_vdw,"{""Ag"": 64}","[[11.568266940211918, 0.0, 0.0], [0.0, 10.018413047983197, 0.0], [0.0, 0.0, 37.08408780295671]]","{""Ag"": ""PAW_PBE Ag 02Apr2005""}",7,"[[""Ag111"", ""CO2"", ""beef_vdw"", ""SPE""], [""Ag111"", ""CO2"", ""beef_vdw"", ""relaxed""], [""Ag111"", ""ethane"", ""beef_vdw"", ""SPE""], [""Ag111"", ""ethane"", ""beef_vdw"", ""relaxed""], [""Ag111"", ""ethanol"", ""beef_vdw"", ""SPE""], [""Ag111"", ""ethanol"", ""beef_vdw"", ""relaxed""], [""Ag111"", ""propanol"", ""beef_vdw"", ""SPE""]]"
slab,Ag111,pbe,"{""Ag"": 64}","[[11.568266940211918, 0.0, 0.0], [0.0, 10.018413047983197, 0.0], [0.0, 0.0, 37.08408780295671]]","{""Ag"": ""PAW_PBE Ag 02Apr2005""}",7,"[[""Ag111"", ""CO2"", ""pbe"", ""SPE""], [""Ag111"", ""CO2"", ""pbe"", ""relaxed""], [""Ag111"", ""ethane"", ""pbe"", ""SPE""], [""Ag111"", ""ethane"", ""pbe"", ""relaxed""], [""Ag111"", ""ethanol"", ""pbe"", ""SPE""], [""Ag111"", ""ethanol"", ""pbe"", ""relaxed""], [""Ag111"", ""propanol"", ""pbe"", ""SPE""]]"
slab,Ag111,pbe_d3,"{""Ag"": 64}","[[11.568266940211918, 0.0, 0.0], [0.0, 10.018413047983197, 0.0], [0.0, 0.0, 37.08408780295671]]","{""Ag"": ""PAW_PBE Ag 02Apr2005""}",7,"[[""Ag111"", ""CO2"", ""pbe_d3"", ""SPE""], [""Ag111"", ""CO2"", ""pbe_d3"", ""relaxed""], [""Ag111"", ""ethane"", ""pbe_d3"", ""SPE""], [""Ag111"", ""ethane"", ""pbe_d3"", ""relaxed""], [""Ag111"", ""ethanol"", ""pbe_d3"", ""SPE""], [""Ag111"", ""ethanol"", ""pbe_d3"", ""relaxed""], [""Ag111"", ""propanol"", ""pbe_d3"", ""SPE""]]"
slab,Au111,pbe,"{""Au"": 64}","[[11.539982668964457, 0.0, 0.0], [0.0, 9.993918150555366, 0.0], [0.0, 0.0, 37.06676729488102]]","{""Au"": ""PAW_PBE Au 04Oct2007""}",6,"[[""Au111"", ""CO2"", ""pbe"", ""SPE""], [""Au111"", ""CO2"", ""pbe"", ""relaxed""], [""Au111"", ""glycerol"", ""pbe"", ""SPE""], [""Au111"", ""isopropanol"", ""pbe"", ""SPE""], [""Au111"", ""propane"", ""pbe"", ""SPE""], [""Au111"", ""propene"", ""pbe"", ""SPE""]]"
slab,Au111,pbe_d3,"{""Au"": 64}","[[11.539982668964457, 0.0, 0.0], [0.0, 9.993918150555366, 0.0], [0.0, 0.0, 37.06676729488102]]","{""Au"": ""PAW_PBE Au 04Oct2007""}",6,"[[""Au111"", ""CO2"", ""pbe_d3"", ""SPE""], [""Au111"", ""CO2"", ""pbe_d3"", ""relaxed""], [""Au111"", ""glycerol"", ""pbe_d3"", ""SPE""], [""Au111"", ""isopropanol"", ""pbe_d3"", ""SPE""], [""Au111"", ""propane"", ""pbe_d3"", ""SPE""], [""Au111"", ""propene"", ""pbe_d3"", ""SPE""]]"
slab,Ag111,r2scan,"{""Ag"": 64}","[[11.568266940211918, 0.0, 0.0], [0.0, 10.018413047983197, 0.0], [0.0, 0.0, 37.08408780295671]]","{""Ag"": ""PAW_PBE Ag 02Apr2005""}",5,"[[""Ag111"", ""CO2"", ""r2scan"", ""SPE""], [""Ag111"", ""ethane"", ""r2scan"", ""SPE""], [""Ag111"", ""ethane"", ""r2scan"", ""relaxed""], [""Ag111"", ""ethanol"", ""r2scan"", ""SPE""], [""Ag111"", ""propanol"", ""r2scan"", ""SPE""]]"
slab,Au111,beef_vdw,"{""Au"": 64}","[[11.539982668964457, 0.0, 0.0], [0.0, 9.993918150555366, 0.0], [0.0, 0.0, 37.06676729488102]]","{""Au"": ""PAW_PBE Au 04Oct2007""}",5,"[[""Au111"", ""CO2"", ""beef_vdw"", ""SPE""], [""Au111"", ""glycerol"", ""beef_vdw"", ""SPE""], [""Au111"", ""isopropanol"", ""beef_vdw"", ""SPE""], [""Au111"", ""propane"", ""beef_vdw"", ""SPE""], [""Au111"", ""propene"", ""beef_vdw"", ""SPE""]]"
slab,Au111,r2scan,"{""Au"": 64}","[[11.539982668964457, 0.0, 0.0], [0.0, 9.993918150555366, 0.0], [0.0, 0.0, 37.06676729488102]]","{""Au"": ""PAW_PBE Au 04Oct2007""}",5,"[[""Au111"", ""CO2"", ""r2scan"", ""SPE""], [""Au111"", ""glycerol"", ""r2scan"", ""SPE""], [""Au111"", ""isopropanol"", ""r2scan"", ""SPE""], [""Au111"", ""propane"", ""r2scan"", ""SPE""], [""Au111"", ""propene"", ""r2scan"", ""SPE""]]"
slab,Pt111,r2scan,"{""Pt"": 36}","[[8.3155757467538, 0.0, 0.0], [4.157787873376899, 7.201499843782544, 0.0], [0.0, 0.0, 36.789639165669996]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",5,"[[""Pt111"", ""ethanol"", ""r2scan"", ""SPE""], [""Pt111"", ""ethene"", ""r2scan"", ""SPE""], [""Pt111"", ""formic_acid"", ""r2scan"", ""SPE""], [""Pt111"", ""methanol"", ""r2scan"", ""SPE""], [""Pt111"", ""methanol"", ""r2scan"", ""relaxed""]]"
molecule,O2,r2scan,"{""O"": 2}",,"{""O"": ""PAW_PBE O 08Apr2002""}",4,"[[""Ag100"", ""O2"", ""r2scan"", ""SPE""], [""Ag110"", ""O2"", ""r2scan"", ""SPE""], [""Ag111"", ""O2"", ""r2scan"", ""SPE""], [""Au111"", ""O2"", ""r2scan"", ""SPE""]]"
slab,Ag110,r2scan,"{""Ag"": 64}","[[16.36, 0.0, 0.0], [0.0, 11.568266940211918, 0.0], [0.0, 0.0, 34.33810010257947]]","{""Ag"": ""PAW_PBE Ag 02Apr2005""}",4,"[[""Ag110"", ""ethanol"", ""r2scan"", ""SPE""], [""Ag110"", ""ethene"", ""r2scan"", ""SPE""], [""Ag110"", ""isopropanol"", ""r2scan"", ""SPE""], [""Ag110"", ""propanol"", ""r2scan"", ""SPE""]]"
slab,Cu110,beef_vdw,"{""Cu"": 64}","[[14.44, 0.0, 0.0], [0.0, 10.210621920333747, 0.0], [0.0, 0.0, 33.82898322012515]]","{""Cu"": ""PAW_PBE Cu 22Jun2005""}",4,"[[""Cu110"", ""ethene"", ""beef_vdw"", ""SPE""], [""Cu110"", ""isopropanol"", ""beef_vdw"", ""SPE""], [""Cu110"", ""propanol"", ""beef_vdw"", ""SPE""], [""Cu110"", ""propene"", ""beef_vdw"", ""SPE""]]"
slab,Cu110,pbe,"{""Cu"": 64}","[[14.44, 0.0, 0.0], [0.0, 10.210621920333747, 0.0], [0.0, 0.0, 33.82898322012515]]","{""Cu"": ""PAW_PBE Cu 22Jun2005""}",4,"[[""Cu110"", ""ethene"", ""pbe"", ""SPE""], [""Cu110"", ""isopropanol"", ""pbe"", ""SPE""], [""Cu110"", ""propanol"", ""pbe"", ""SPE""], [""Cu110"", ""propene"", ""pbe"", ""SPE""]]"
slab,Cu110,pbe_d3,"{""Cu"": 64}","[[14.44, 0.0, 0.0], [0.0, 10.210621920333747, 0.0], [0.0, 0.0, 33.82898322012515]]","{""Cu"": ""PAW_PBE Cu 22Jun2005""}",4,"[[""Cu110"", ""ethene"", ""pbe_d3"", ""SPE""], [""Cu110"", ""isopropanol"", ""pbe_d3"", ""SPE""], [""Cu110"", ""propanol"", ""pbe_d3"", ""SPE""], [""Cu110"", ""propene"", ""pbe_d3"", ""SPE""]]"
slab,Cu110,r2scan,"{""Cu"": 64}","[[14.44, 0.0, 0.0], [0.0, 10.210621920333747, 0.0], [0.0, 0.0, 33.82898322012515]]","{""Cu"": ""PAW_PBE Cu 22Jun2005""}",4,"[[""Cu110"", ""ethene"", ""r2scan"", ""SPE""], [""Cu110"", ""isopropanol"", ""r2scan"", ""SPE""], [""Cu110"", ""propanol"", ""r2scan"", ""SPE""], [""Cu110"", ""propene"", ""r2scan"", ""SPE""]]"
molecule,O2,pbe,"{""O"": 2}",,"{""O"": ""PAW_PBE O 08Apr2002""}",3,"[[""Ag100"", ""O2"", ""pbe"", ""SPE""], [""Ag110"", ""O2"", ""pbe"", ""SPE""], [""Ag111"", ""O2"", ""pbe"", ""SPE""]]"
molecule,O2,beef_vdw,"{""O"": 2}",,"{""O"": ""PAW_PBE O 08Apr2002""}",2,"[[""Ag100"", ""O2"", ""beef_vdw"", ""SPE""], [""Ag110"", ""O2"", ""beef_vdw"", ""SPE""]]"
molecule,O2,pbe_d3,"{""O"": 2}",,"{""O"": ""PAW_PBE O 08Apr2002""}",2,"[[""Ag100"", ""O2"", ""pbe_d3"", ""SPE""], [""Ag110"", ""O2"", ""pbe_d3"", ""SPE""]]"
slab,Pt111,beef_vdw,"{""Pt"": 36}","[[8.3155757467538, 0.0, 0.0], [4.157787873376899, 7.201499843782544, 0.0], [0.0, 0.0, 36.789639165669996]]","{""Pt"": ""PAW_PBE Pt 04Feb2005""}",2,"[[""Pt111"", ""ethanol"", ""beef_vdw"", ""SPE""], [""Pt111"", ""formic_acid"", ""beef_vdw"", ""relaxed""]]"
