functional,calculator,surface,molecule,E_ads_DFT,E_ads_ML,diff_eV
r2scan,sevennet_omni,Au100,furfural,0.026803,-0.547920,-0.574723
r2scan,sevennet_omni,Au100,furfuryl_alcohol,0.543270,-0.419678,-0.962947
r2scan,sevennet_omni,Au100,gamma_butyrolactone,0.697250,-0.177689,-0.874939
r2scan,sevennet_omni,Au100,gamma_valerolactone,0.687442,-0.234123,-0.921565
r2scan,sevennet_omni,Au100,gluconic_acid,0.573657,-0.675644,-1.249301
r2scan,sevennet_omni,Au100,glutaric_acid,0.540378,-0.416435,-0.956813
r2scan,sevennet_omni,Au100,glycerol,0.588329,-0.604034,-1.192363
r2scan,sevennet_omni,Au100,glycolic_acid,0.649629,-0.334686,-0.984316
r2scan,sevennet_omni,Au100,guaiacol,0.355494,-0.417511,-0.773005
r2scan,sevennet_omni,Au100,heptane,0.282964,-0.344467,-0.627431
r2scan,sevennet_omni,Au100,hexanal,0.510341,-0.340233,-0.850574
r2scan,sevennet_omni,Au100,hexane,0.270513,-0.367523,-0.638036
r2scan,sevennet_omni,Au100,hydroquinone,-7.158523,-0.269402,6.889121
r2scan,sevennet_omni,Au100,hydroxyacetaldehyde,0.576227,-0.270561,-0.846789
r2scan,sevennet_omni,Au100,isobutane,0.498237,-0.276405,-0.774642
r2scan,sevennet_omni,Au100,isobutene,0.569813,-0.221626,-0.791440
r2scan,sevennet_omni,Au100,isoeugenol,0.750941,-0.176300,-0.927241
r2scan,sevennet_omni,Au100,isopentane,0.498758,-0.303185,-0.801943
r2scan,sevennet_omni,Au100,isoprene,0.228918,-0.645691,-0.874609
r2scan,sevennet_omni,Au100,isopropanol,0.454988,-0.352398,-0.807386
r2scan,sevennet_omni,Au100,lactic_acid,0.596748,-0.354317,-0.951065
r2scan,sevennet_omni,Au100,levoglucosan,-4.102748,-0.307999,3.794749
r2scan,sevennet_omni,Au100,malonic_acid,-0.057714,-0.687714,-0.629999
r2scan,sevennet_omni,Au100,methane,0.231340,-0.389147,-0.620487
r2scan,sevennet_omni,Au100,methanol,0.408601,-0.287350,-0.695951
r2scan,sevennet_omni,Au100,methylcyclopentenolone,0.510036,-0.273941,-0.783977
r2scan,sevennet_omni,Au100,methylethylketone,0.604136,-0.382477,-0.986613
r2scan,sevennet_omni,Au100,muconic_acid,0.269365,-0.501961,-0.771326
r2scan,sevennet_omni,Au100,octane,0.358876,-0.459854,-0.818730
r2scan,sevennet_omni,Au100,oxalic_acid,-0.070924,-0.554039,-0.483115
r2scan,sevennet_omni,Au100,pentane,0.449629,-0.262817,-0.712447
r2scan,sevennet_omni,Au100,pentanol,0.431127,-0.453247,-0.884374
r2scan,sevennet_omni,Au100,phenol,0.467239,-0.289101,-0.756339
r2scan,sevennet_omni,Au100,propanal,0.573868,-0.257729,-0.831597
r2scan,sevennet_omni,Au100,propane,0.499535,-0.249371,-0.748906
r2scan,sevennet_omni,Au100,propanol,0.350990,-0.358665,-0.709656
r2scan,sevennet_omni,Au100,propene,0.538038,-0.223061,-0.761099
r2scan,sevennet_omni,Au100,propionic_acid,0.632054,-0.357117,-0.989170
r2scan,sevennet_omni,Au100,propyl_syringol,0.621848,-0.314285,-0.936133
r2scan,sevennet_omni,Au100,pyrrole,0.441898,-0.471169,-0.913066
r2scan,sevennet_omni,Au100,pyruvic_acid,0.569716,-0.443317,-1.013034
r2scan,sevennet_omni,Au100,sorbitol,-6.666488,-0.852661,5.813827
r2scan,sevennet_omni,Au100,styrene,0.534238,-0.272530,-0.806767
r2scan,sevennet_omni,Au100,syringaldehyde,0.492378,-0.255203,-0.747581
r2scan,sevennet_omni,Au100,syringol,0.886345,-0.205513,-1.091858
r2scan,sevennet_omni,Au100,tartaric_acid,-0.003884,-0.562325,-0.558441
r2scan,sevennet_omni,Au100,thiophene,-0.049299,-0.285488,-0.236189
r2scan,sevennet_omni,Au100,toluene,0.537497,-0.160301,-0.697798
r2scan,sevennet_omni,Au100,valeraldehyde,0.498537,-0.383987,-0.882524
r2scan,sevennet_omni,Au100,vanillin,0.557746,-0.460197,-1.017944
r2scan,sevennet_omni,Au100,xylene,0.569096,-0.145859,-0.714955
r2scan,sevennet_omni,Au100,xylitol,0.435289,-0.540108,-0.975397
r2scan,sevennet_omni,Au110,"1,6-anhydroglucofuranose",0.319076,-0.332466,-0.651542
r2scan,sevennet_omni,Au110,1-butanol,0.125449,-0.439026,-0.564475
r2scan,sevennet_omni,Au110,1-butene,0.437150,-0.598160,-1.035309
r2scan,sevennet_omni,Au110,1-pentene,0.416148,-0.642220,-1.058368
r2scan,sevennet_omni,Au110,2-butanol,0.394724,-0.447670,-0.842394
r2scan,sevennet_omni,Au110,2-butene,0.522184,-0.161880,-0.684064
r2scan,sevennet_omni,Au110,2-ethylphenol,0.065164,-0.297661,-0.362825
r2scan,sevennet_omni,Au110,2-furanone,0.501863,-0.359657,-0.861521
r2scan,sevennet_omni,Au110,2-heptanone,0.429620,-0.514778,-0.944398
r2scan,sevennet_omni,Au110,2-hexanone,0.475694,-0.457436,-0.933130
r2scan,sevennet_omni,Au110,2-pentanone,0.377294,-0.394638,-0.771932
r2scan,sevennet_omni,Au110,3-MTHF,0.467575,-0.169830,-0.637406
r2scan,sevennet_omni,Au110,3-hydroxypropionic_acid,0.569935,-0.573715,-1.143650
r2scan,sevennet_omni,Au110,4-methylguaiacol,0.529356,-0.201385,-0.730742
r2scan,sevennet_omni,Au110,5-HMF,-0.392915,-0.473312,-0.080398
r2scan,sevennet_omni,Au110,5-heptanone,0.412383,-0.427490,-0.839873
r2scan,sevennet_omni,Au110,5-methylfurfural,0.454189,-0.407379,-0.861568
r2scan,sevennet_omni,Au110,CH4,0.517826,-0.438494,-0.956320
r2scan,sevennet_omni,Au110,CO,-0.650350,-1.063820,-0.413470
r2scan,sevennet_omni,Au110,CO2,0.057599,-0.401875,-0.459473
r2scan,sevennet_omni,Au110,D-fructofuranose,0.535523,-0.464180,-0.999703
r2scan,sevennet_omni,Au110,D-xylopyranose,0.302524,-0.569023,-0.871547
r2scan,sevennet_omni,Au110,DME,0.500169,-0.242882,-0.743051
r2scan,sevennet_omni,Au110,DMSO,-0.122494,-0.588058,-0.465565
r2scan,sevennet_omni,Au110,H2,0.533677,-0.279483,-0.813160
r2scan,sevennet_omni,Au110,H2O,-0.087466,-0.566757,-0.479291
r2scan,sevennet_omni,Au110,H2S,0.038162,-0.588918,-0.627079
r2scan,sevennet_omni,Au110,N2,0.133498,-0.085878,-0.219377
r2scan,sevennet_omni,Au110,NH3,-0.546530,-0.828293,-0.281762
r2scan,sevennet_omni,Au110,NO,-1.079036,-0.994772,0.084264
r2scan,sevennet_omni,Au110,NO2,-3.942875,-1.019905,2.922970
r2scan,sevennet_omni,Au110,SO2,-0.383143,-0.562426,-0.179283
r2scan,sevennet_omni,Au110,THF,0.357329,-0.133087,-0.490417
r2scan,sevennet_omni,Au110,acetal,0.431279,-0.306709,-0.737988
r2scan,sevennet_omni,Au110,acetaldehyde,0.415196,-0.402714,-0.817909
r2scan,sevennet_omni,Au110,acetic_acid,-0.258391,-0.518524,-0.260133
r2scan,sevennet_omni,Au110,acetone,0.476285,-0.505020,-0.981306
r2scan,sevennet_omni,Au110,acetophenone,0.412170,-0.359962,-0.772132
r2scan,sevennet_omni,Au110,alpha-D-glucopyranose,-1.028658,-0.508652,0.520006
r2scan,sevennet_omni,Au110,angelica_lactone,0.395343,-0.153641,-0.548984
r2scan,sevennet_omni,Au110,aniline,0.207662,-0.325943,-0.533605
r2scan,sevennet_omni,Au110,benzaldehyde,0.355854,-0.299324,-0.655178
r2scan,sevennet_omni,Au110,benzene,0.364656,-0.272827,-0.637483
r2scan,sevennet_omni,Au110,butadiene,-0.614386,-1.162586,-0.548200
r2scan,sevennet_omni,Au110,butanal,0.283410,-0.385307,-0.668717
r2scan,sevennet_omni,Au110,butane,0.305039,-0.308464,-0.613503
r2scan,sevennet_omni,Au110,butyric_acid,0.500990,-0.444771,-0.945760
r2scan,sevennet_omni,Au110,caproic_acid,0.357514,-0.501045,-0.858559
r2scan,sevennet_omni,Au110,cyclobutanone,0.431174,-0.156765,-0.587939
r2scan,sevennet_omni,Au110,cyclohexanone,0.347006,-0.336288,-0.683295
r2scan,sevennet_omni,Au110,cyclopentanone,0.371965,-0.279167,-0.651133
r2scan,sevennet_omni,Au110,diethyl_ether,0.398042,-0.342804,-0.740846
r2scan,sevennet_omni,Au110,dimethyl_succinate,0.593422,-0.302292,-0.895714
r2scan,sevennet_omni,Au110,ethane,0.461045,-0.282894,-0.743939
r2scan,sevennet_omni,Au110,ethanol,0.347331,-0.415386,-0.762718
r2scan,sevennet_omni,Au110,ethene,0.115954,-0.721645,-0.837599
r2scan,sevennet_omni,Au110,ethyl_acetate,0.333969,-0.284210,-0.618179
r2scan,sevennet_omni,Au110,ethylene,0.122035,-0.712597,-0.834632
r2scan,sevennet_omni,Au110,ethylene_glycol,0.062751,-0.461689,-0.524440
r2scan,sevennet_omni,Au110,eugenol,0.252466,-0.485550,-0.738015
r2scan,sevennet_omni,Au110,formaldehyde,0.307761,-0.322174,-0.629935
r2scan,sevennet_omni,Au110,formate,-2.846544,-1.934708,0.911836
r2scan,sevennet_omni,Au110,formic_acid,0.447027,-0.463303,-0.910330
r2scan,sevennet_omni,Au110,furan,-0.265733,-0.563778,-0.298045
r2scan,sevennet_omni,Au110,furfural,-0.176630,-0.824776,-0.648146
r2scan,sevennet_omni,Au110,furfuryl_alcohol,0.493832,-0.517548,-1.011380
r2scan,sevennet_omni,Au110,gamma_butyrolactone,0.521394,-0.255508,-0.776903
r2scan,sevennet_omni,Au110,gamma_valerolactone,0.395559,-0.327171,-0.722730
r2scan,sevennet_omni,Au110,gluconic_acid,0.459798,-0.573212,-1.033010
r2scan,sevennet_omni,Au110,glutaric_acid,0.085421,-0.497246,-0.582666
r2scan,sevennet_omni,Au110,glycerol,0.349832,-0.611664,-0.961495
r2scan,sevennet_omni,Au110,glycolic_acid,0.333286,-0.384251,-0.717536
r2scan,sevennet_omni,Au110,guaiacol,0.236586,-0.436089,-0.672675
r2scan,sevennet_omni,Au110,heptane,0.310753,-0.384537,-0.695290
r2scan,sevennet_omni,Au110,hexanal,0.317688,-0.475670,-0.793358
r2scan,sevennet_omni,Au110,hexane,0.114444,-0.423309,-0.537753
r2scan,sevennet_omni,Au110,hydroquinone,-7.283811,-0.277092,7.006719
r2scan,sevennet_omni,Au110,hydroxyacetaldehyde,0.465852,-0.315926,-0.781778
r2scan,sevennet_omni,Au110,isobutane,0.406950,-0.323082,-0.730032
r2scan,sevennet_omni,Au110,isobutene,-0.079049,-0.486359,-0.407309
r2scan,sevennet_omni,Au110,isoeugenol,0.528264,-0.193817,-0.722081
r2scan,sevennet_omni,Au110,isopentane,0.303727,-0.367584,-0.671311
r2scan,sevennet_omni,Au110,isoprene,-0.169721,-1.012054,-0.842334
r2scan,sevennet_omni,Au110,isopropanol,0.224520,-0.462608,-0.687128
r2scan,sevennet_omni,Au110,lactic_acid,0.254088,-0.407829,-0.661917
r2scan,sevennet_omni,Au110,levoglucosan,-4.345379,-0.343025,4.002354
r2scan,sevennet_omni,Au110,malonic_acid,0.055986,-0.612686,-0.668672
r2scan,sevennet_omni,Au110,methane,0.517793,-0.438448,-0.956241
r2scan,sevennet_omni,Au110,methanol,0.259528,-0.380489,-0.640017
r2scan,sevennet_omni,Au110,methylcyclopentenolone,0.477851,-0.279282,-0.757133
r2scan,sevennet_omni,Au110,methylethylketone,0.488559,-0.507629,-0.996188
r2scan,sevennet_omni,Au110,muconic_acid,0.038045,-0.741524,-0.779569
r2scan,sevennet_omni,Au110,octane,0.276210,-0.540390,-0.816600
r2scan,sevennet_omni,Au110,oxalic_acid,0.292844,-0.579308,-0.872151
r2scan,sevennet_omni,Au110,pentane,0.418424,-0.319641,-0.738065
r2scan,sevennet_omni,Au110,pentanol,0.101669,-0.503326,-0.604995
r2scan,sevennet_omni,Au110,phenol,0.360373,-0.298683,-0.659057
r2scan,sevennet_omni,Au110,propanal,0.323101,-0.330853,-0.653954
r2scan,sevennet_omni,Au110,propane,0.372607,-0.295097,-0.667704
r2scan,sevennet_omni,Au110,propanol,0.233270,-0.436962,-0.670232
r2scan,sevennet_omni,Au110,propene,0.165020,-0.540016,-0.705036
r2scan,sevennet_omni,Au110,propionic_acid,0.171114,-0.460052,-0.631167
r2scan,sevennet_omni,Au110,propyl_syringol,0.494382,-0.319626,-0.814007
r2scan,sevennet_omni,Au110,pyrrole,0.352188,-0.638145,-0.990333
r2scan,sevennet_omni,Au110,pyruvic_acid,0.197802,-0.542030,-0.739832
r2scan,sevennet_omni,Au110,sorbitol,-6.849566,-0.837906,6.011661
r2scan,sevennet_omni,Au110,syringaldehyde,0.796935,-0.303543,-1.100478
r2scan,sevennet_omni,Au110,syringol,0.754514,-0.242584,-0.997099
r2scan,sevennet_omni,Au110,tartaric_acid,0.232275,-0.610374,-0.842649
r2scan,sevennet_omni,Au110,thiophene,-0.438040,-0.496700,-0.058660
r2scan,sevennet_omni,Au110,toluene,0.387219,-0.239044,-0.626263
r2scan,sevennet_omni,Au110,valeraldehyde,0.298245,-0.453850,-0.752095
r2scan,sevennet_omni,Au110,vanillin,0.159946,-0.497459,-0.657406
r2scan,sevennet_omni,Au110,xylene,0.345638,-0.161613,-0.507251
r2scan,sevennet_omni,Au110,xylitol,0.264704,-0.451004,-0.715708
r2scan,sevennet_omni,Au111,CO2,0.102859,-0.397263,-0.500121
r2scan,sevennet_omni,Au111,ethene,0.024275,-0.192854,-0.217129
r2scan,sevennet_omni,Au111,glycerol,0.262698,-0.587471,-0.850169
r2scan,sevennet_omni,Au111,isopropanol,0.263387,-0.328651,-0.592039
r2scan,sevennet_omni,Au111,propane,0.314647,-0.243813,-0.558460
r2scan,sevennet_omni,Au111,propene,0.447503,-0.204445,-0.651948
r2scan,sevennet_omni,Co0001,"1,6-anhydroglucofuranose",0.921085,-0.176125,-1.097209
r2scan,sevennet_omni,Co0001,1-butanol,0.907045,-0.432243,-1.339288
r2scan,sevennet_omni,Co0001,1-butene,0.293189,-0.430130,-0.723319
r2scan,sevennet_omni,Co0001,1-pentene,0.667558,-0.546318,-1.213877
r2scan,sevennet_omni,Co0001,2-butanol,0.908950,-0.494118,-1.403068
r2scan,sevennet_omni,Co0001,2-butene,1.076641,-0.221939,-1.298580
r2scan,sevennet_omni,Co0001,2-ethylphenol,1.055059,-0.225929,-1.280989
r2scan,sevennet_omni,Co0001,2-pentanone,1.034723,-0.421204,-1.455927
r2scan,sevennet_omni,Co0001,3-MTHF,1.002791,-0.307610,-1.310401
r2scan,sevennet_omni,Co0001,3-hydroxypropionic_acid,0.909109,-0.174377,-1.083487
r2scan,sevennet_omni,Co0001,4-methylguaiacol,0.919779,-0.081718,-1.001498
r2scan,sevennet_omni,Co0001,5-HMF,0.798900,-0.459641,-1.258541
r2scan,sevennet_omni,Co0001,5-heptanone,0.971406,-0.597382,-1.568788
r2scan,sevennet_omni,Co0001,5-methylfurfural,0.855514,-0.255440,-1.110954
r2scan,sevennet_omni,Co0001,CH4,-0.398112,-0.503679,-0.105567
r2scan,sevennet_omni,Co0001,CO,-0.470656,-0.002327,0.468329
r2scan,sevennet_omni,Co0001,CO2,1.171224,-0.000263,-1.171487
r2scan,sevennet_omni,Co0001,D-fructofuranose,0.980408,-0.223389,-1.203796
r2scan,sevennet_omni,Co0001,D-xylopyranose,0.777075,-0.232758,-1.009832
r2scan,sevennet_omni,Co0001,DME,0.903358,-0.095329,-0.998687
r2scan,sevennet_omni,Co0001,DMSO,1.080425,-0.223953,-1.304378
r2scan,sevennet_omni,Co0001,H2,1.202189,-0.373386,-1.575575
r2scan,sevennet_omni,Co0001,H2O,0.966096,-0.014832,-0.980927
r2scan,sevennet_omni,Co0001,H2S,-1.827708,-3.461812,-1.634104
r2scan,sevennet_omni,Co0001,N2,0.697832,-0.846300,-1.544132
r2scan,sevennet_omni,Co0001,NH3,0.343675,-1.169937,-1.513612
r2scan,sevennet_omni,Co0001,NO,0.283508,0.001505,-0.282003
r2scan,sevennet_omni,Co0001,NO2,-1.954753,0.001778,1.956531
r2scan,sevennet_omni,Co0001,SO2,0.983182,0.002546,-0.980636
r2scan,sevennet_omni,Co0001,THF,1.117185,-0.243805,-1.360990
r2scan,sevennet_omni,Co0001,acetaldehyde,1.108072,-0.182774,-1.290845
r2scan,sevennet_omni,Co0001,acetic_acid,1.143468,-0.168152,-1.311620
r2scan,sevennet_omni,Co0001,acetone,1.091920,-0.319870,-1.411790
r2scan,sevennet_omni,Co0001,acetophenone,0.877596,-0.240486,-1.118082
r2scan,sevennet_omni,Co0001,alpha-D-glucopyranose,-0.866842,-0.503143,0.363698
r2scan,sevennet_omni,Co0001,angelica_lactone,1.083594,-0.165527,-1.249121
r2scan,sevennet_omni,Co0001,aniline,0.363539,-0.439865,-0.803404
r2scan,sevennet_omni,Co0001,benzaldehyde,0.803108,-0.254715,-1.057823
r2scan,sevennet_omni,Co0001,benzene,0.570896,-1.079849,-1.650746
r2scan,sevennet_omni,Co0001,butadiene,-0.326238,-2.331566,-2.005328
r2scan,sevennet_omni,Co0001,butanal,0.864987,-0.419716,-1.284703
r2scan,sevennet_omni,Co0001,butane,1.041780,-0.640373,-1.682153
r2scan,sevennet_omni,Co0001,butyric_acid,1.080693,-0.340744,-1.421437
r2scan,sevennet_omni,Co0001,caproic_acid,0.962320,-0.580971,-1.543291
r2scan,sevennet_omni,Co0001,cyclopentanone,1.026383,-0.282722,-1.309106
r2scan,sevennet_omni,Co0001,diethyl_ether,0.858106,-0.324493,-1.182600
r2scan,sevennet_omni,Co0001,dimethyl_succinate,0.942851,-0.180099,-1.122950
r2scan,sevennet_omni,Co0001,ethane,1.498223,-0.469952,-1.968175
r2scan,sevennet_omni,Co0001,ethanol,1.194250,-0.227852,-1.422102
r2scan,sevennet_omni,Co0001,ethene,0.414084,-1.033215,-1.447298
r2scan,sevennet_omni,Co0001,ethyl_acetate,1.143112,-0.222191,-1.365303
r2scan,sevennet_omni,Co0001,ethylene,0.230466,-1.332500,-1.562966
r2scan,sevennet_omni,Co0001,ethylene_glycol,1.038956,-0.285664,-1.324620
r2scan,sevennet_omni,Co0001,eugenol,0.605189,-0.231232,-0.836421
r2scan,sevennet_omni,Co0001,formaldehyde,0.897668,-0.066406,-0.964074
r2scan,sevennet_omni,Co0001,formate,0.241468,-0.094162,-0.335630
r2scan,sevennet_omni,Co0001,formic_acid,1.214964,-0.077816,-1.292780
r2scan,sevennet_omni,Co0001,furan,1.128240,-0.317837,-1.446077
r2scan,sevennet_omni,Co0001,furfural,0.406880,-0.545403,-0.952283
r2scan,sevennet_omni,Co0001,glycerol,0.961865,-0.465752,-1.427617
r2scan,sevennet_omni,Co0001,guaiacol,0.814126,-0.353706,-1.167832
r2scan,sevennet_omni,Co0001,heptane,0.907742,-0.828812,-1.736554
r2scan,sevennet_omni,Co0001,hexanal,0.909520,-0.591698,-1.501218
r2scan,sevennet_omni,Co0001,hexane,0.859153,-0.841003,-1.700157
r2scan,sevennet_omni,Co0001,isobutene,0.821567,-0.297241,-1.118808
r2scan,sevennet_omni,Co0001,isoprene,0.554843,-0.375061,-0.929904
r2scan,sevennet_omni,Co0001,isopropanol,1.068657,-0.357418,-1.426075
r2scan,sevennet_omni,Co0001,lactic_acid,1.084371,-0.095543,-1.179914
r2scan,sevennet_omni,Co0001,malonic_acid,1.998204,-0.354942,-2.353146
r2scan,sevennet_omni,Co0001,methane,1.123797,-0.503679,-1.627476
r2scan,sevennet_omni,Co0001,methanol,0.912017,-0.182339,-1.094356
r2scan,sevennet_omni,Co0001,methylcyclopentenolone,0.907911,-0.269714,-1.177626
r2scan,sevennet_omni,Co0001,methylethylketone,1.013632,-0.408417,-1.422049
r2scan,sevennet_omni,Co0001,muconic_acid,1.097507,-0.562408,-1.659915
r2scan,sevennet_omni,Co0001,propane,2.909402,-0.534405,-3.443806
r2scan,sevennet_omni,Co0001,propanol,1.076095,-0.370979,-1.447075
r2scan,sevennet_omni,Co0001,propene,0.465240,-0.259071,-0.724311
r2scan,sevennet_omni,Co0001,propionic_acid,1.050761,-0.220249,-1.271010
r2scan,sevennet_omni,Co0001,propyl_syringol,0.931788,-0.213333,-1.145122
r2scan,sevennet_omni,Co0001,pyrrole,0.813430,-0.648857,-1.462288
r2scan,sevennet_omni,Co0001,pyruvic_acid,0.927957,-0.257690,-1.185648
r2scan,sevennet_omni,Co0001,sorbitol,-6.849145,-0.705170,6.143976
r2scan,sevennet_omni,Co0001,styrene,-0.336117,-2.273041,-1.936923
r2scan,sevennet_omni,Co0001,toluene,0.827552,-0.379547,-1.207099
r2scan,sevennet_omni,Co0001,xylene,0.694568,-0.336403,-1.030971
r2scan,sevennet_omni,Co0001,xylitol,0.826707,-0.569534,-1.396242
r2scan,sevennet_omni,Cu100,1-butene,-0.051610,-0.298035,-0.246425
r2scan,sevennet_omni,Cu100,1-pentene,0.158485,-0.470146,-0.628631
r2scan,sevennet_omni,Cu100,2-pentanone,-0.246176,-0.702148,-0.455972
r2scan,sevennet_omni,Cu100,3-MTHF,-0.275425,-0.185379,0.090046
r2scan,sevennet_omni,Cu100,3-hydroxypropionic_acid,-0.378960,-0.729950,-0.350990
r2scan,sevennet_omni,Cu100,5-HMF,-1.139809,-0.680954,0.458855
r2scan,sevennet_omni,Cu100,5-heptanone,0.066013,-0.698746,-0.764758
r2scan,sevennet_omni,Cu100,CO,-0.643117,-1.192329,-0.549213
r2scan,sevennet_omni,Cu100,CO2,0.121635,-0.359592,-0.481227
r2scan,sevennet_omni,Cu100,DME,-0.219224,-0.274284,-0.055060
r2scan,sevennet_omni,Cu100,H2O,-0.154422,-0.565048,-0.410626
r2scan,sevennet_omni,Cu100,acetaldehyde,-0.153771,-0.602451,-0.448681
r2scan,sevennet_omni,Cu100,acetic_acid,-0.297445,-0.745911,-0.448466
r2scan,sevennet_omni,Cu100,benzene,-0.230303,-0.477432,-0.247129
r2scan,sevennet_omni,Cu100,butadiene,-0.596730,-1.009296,-0.412566
r2scan,sevennet_omni,Cu100,butyric_acid,-0.278205,-0.694817,-0.416612
r2scan,sevennet_omni,Cu100,caproic_acid,-0.347701,-0.761879,-0.414178
r2scan,sevennet_omni,Cu100,cyclopentanone,-0.217003,-0.520203,-0.303200
r2scan,sevennet_omni,Cu100,ethane,0.130669,-0.314800,-0.445469
r2scan,sevennet_omni,Cu100,ethanol,-0.208993,-0.503120,-0.294127
r2scan,sevennet_omni,Cu100,ethene,-0.001031,-0.231243,-0.230212
r2scan,sevennet_omni,Cu100,ethylene,0.017649,-0.466640,-0.484290
r2scan,sevennet_omni,Cu100,formic_acid,-0.205827,-0.528181,-0.322354
r2scan,sevennet_omni,Cu100,furfural,-0.386029,-1.110924,-0.724894
r2scan,sevennet_omni,Cu100,glycerol,-0.513579,-0.844528,-0.330949
r2scan,sevennet_omni,Cu100,isobutene,-0.134705,-0.234772,-0.100067
r2scan,sevennet_omni,Cu100,isoprene,-0.263371,-0.795135,-0.531764
r2scan,sevennet_omni,Cu100,isopropanol,-0.208226,-0.553711,-0.345484
r2scan,sevennet_omni,Cu100,lactic_acid,-0.185229,-0.584961,-0.399732
r2scan,sevennet_omni,Cu100,methanol,-0.191448,-0.473202,-0.281754
r2scan,sevennet_omni,Cu100,propane,0.122263,-0.324413,-0.446677
r2scan,sevennet_omni,Cu100,propanol,-0.212401,-0.574657,-0.362256
r2scan,sevennet_omni,Cu100,propene,0.149291,-0.226753,-0.376044
r2scan,sevennet_omni,Cu100,propionic_acid,-0.270780,-0.684788,-0.414008
r2scan,sevennet_omni,Cu100,pyruvic_acid,-0.543857,-0.830902,-0.287045
r2scan,sevennet_omni,Cu100,toluene,-0.083234,-0.265366,-0.182132
r2scan,sevennet_omni,Cu110,ethene,-0.431379,-0.805502,-0.374123
r2scan,sevennet_omni,Cu110,isopropanol,-0.394902,-0.724026,-0.329124
r2scan,sevennet_omni,Cu110,propane,0.039616,-0.420559,-0.460175
r2scan,sevennet_omni,Cu110,propanol,-0.383668,-0.686764,-0.303095
r2scan,sevennet_omni,Cu110,propene,-0.443002,-0.635105,-0.192103
r2scan,sevennet_omni,Cu111,1-butene,0.054008,-0.285873,-0.339882
r2scan,sevennet_omni,Cu111,1-pentene,-0.035088,-0.329315,-0.294227
r2scan,sevennet_omni,Cu111,2-pentanone,-0.161482,-0.519897,-0.358416
r2scan,sevennet_omni,Cu111,3-MTHF,-0.076724,-0.175468,-0.098745
r2scan,sevennet_omni,Cu111,3-hydroxypropionic_acid,-0.220985,-0.543182,-0.322197
r2scan,sevennet_omni,Cu111,5-HMF,-1.321903,-0.662521,0.659382
r2scan,sevennet_omni,Cu111,5-heptanone,0.066330,-0.492340,-0.558670
r2scan,sevennet_omni,Cu111,CO,-0.823690,-1.240349,-0.416659
r2scan,sevennet_omni,Cu111,CO2,0.167776,-0.363129,-0.530904
r2scan,sevennet_omni,Cu111,DME,-0.133568,-0.216393,-0.082824
r2scan,sevennet_omni,Cu111,H2O,0.093692,-0.475266,-0.568958
r2scan,sevennet_omni,Cu111,acetaldehyde,-0.112176,-0.449894,-0.337717
r2scan,sevennet_omni,Cu111,acetic_acid,-0.236629,-0.590637,-0.354009
r2scan,sevennet_omni,Cu111,benzene,0.063809,-0.205856,-0.269665
r2scan,sevennet_omni,Cu111,butadiene,-0.044935,-0.331287,-0.286352
r2scan,sevennet_omni,Cu111,butyric_acid,-0.210593,-0.529121,-0.318528
r2scan,sevennet_omni,Cu111,caproic_acid,-0.326195,-0.627205,-0.301010
r2scan,sevennet_omni,Cu111,cyclopentanone,-0.161151,-0.333862,-0.172711
r2scan,sevennet_omni,Cu111,ethane,0.138433,-0.287235,-0.425668
r2scan,sevennet_omni,Cu111,ethanol,-0.023369,-0.380516,-0.357147
r2scan,sevennet_omni,Cu111,ethene,0.105018,-0.185497,-0.290515
r2scan,sevennet_omni,Cu111,ethylene,0.115536,-0.185345,-0.300881
r2scan,sevennet_omni,Cu111,formic_acid,0.011310,-0.384293,-0.395603
r2scan,sevennet_omni,Cu111,furfural,-0.025573,-0.649467,-0.623895
r2scan,sevennet_omni,Cu111,glycerol,-0.291969,-0.626617,-0.334648
r2scan,sevennet_omni,Cu111,isobutene,0.059032,-0.207481,-0.266514
r2scan,sevennet_omni,Cu111,isoprene,0.088027,-0.253143,-0.341171
r2scan,sevennet_omni,Cu111,isopropanol,-0.087258,-0.429443,-0.342185
r2scan,sevennet_omni,Cu111,lactic_acid,-0.220332,-0.417015,-0.196683
r2scan,sevennet_omni,Cu111,methanol,-0.093147,-0.358334,-0.265187
r2scan,sevennet_omni,Cu111,propane,0.124226,-0.307564,-0.431789
r2scan,sevennet_omni,Cu111,propanol,-0.135156,-0.438148,-0.302992
r2scan,sevennet_omni,Cu111,propene,0.099538,-0.206791,-0.306329
r2scan,sevennet_omni,Cu111,propionic_acid,-0.253627,-0.531746,-0.278119
r2scan,sevennet_omni,Cu111,pyruvic_acid,-0.100765,-0.561226,-0.460460
r2scan,sevennet_omni,Cu111,toluene,0.003500,-0.240524,-0.244025
r2scan,sevennet_omni,Fe111,1-pentene,2.826763,-1.200066,-4.026828
r2scan,sevennet_omni,Fe111,2-pentanone,4.016979,-0.512146,-4.529125
r2scan,sevennet_omni,Fe111,3-MTHF,2.980080,-0.167587,-3.147667
r2scan,sevennet_omni,Fe111,3-hydroxypropionic_acid,4.101022,-0.275513,-4.376535
r2scan,sevennet_omni,Fe111,5-HMF,2.491227,-0.056625,-2.547852
r2scan,sevennet_omni,Fe111,CO,2.304945,-0.006935,-2.311880
r2scan,sevennet_omni,Fe111,DME,5.362629,-0.084953,-5.447582
