functional,calculator,surface,molecule,E_ads_DFT,E_ads_ML,diff_eV
r2scan,sevennet_omni,Fe111,H2O,3.572337,0.000183,-3.572154
r2scan,sevennet_omni,Fe111,acetaldehyde,7.484781,-0.203800,-7.688581
r2scan,sevennet_omni,Fe111,acetic_acid,4.408191,-0.177094,-4.585285
r2scan,sevennet_omni,Fe111,benzene,6.191729,-1.591263,-7.782992
r2scan,sevennet_omni,Fe111,butyric_acid,3.142992,-0.367081,-3.510073
r2scan,sevennet_omni,Fe111,caproic_acid,3.112874,-0.593971,-3.706845
r2scan,sevennet_omni,Fe111,cyclopentanone,5.150634,-0.259590,-5.410224
r2scan,sevennet_omni,Fe111,ethane,5.615973,-0.513042,-6.129015
r2scan,sevennet_omni,Fe111,ethanol,3.133539,-0.233589,-3.367128
r2scan,sevennet_omni,Fe111,formic_acid,3.660732,-0.024717,-3.685449
r2scan,sevennet_omni,Fe111,furfural,4.207297,-0.299278,-4.506575
r2scan,sevennet_omni,Fe111,glycerol,3.057781,-0.391777,-3.449558
r2scan,sevennet_omni,Fe111,isobutene,5.748267,-0.907166,-6.655432
r2scan,sevennet_omni,Fe111,isopropanol,4.072893,-0.360165,-4.433058
r2scan,sevennet_omni,Fe111,lactic_acid,4.098946,-0.136650,-4.235596
r2scan,sevennet_omni,Fe111,methanol,2.824920,-0.131985,-2.956905
r2scan,sevennet_omni,Fe111,propane,4.016022,-0.588570,-4.604592
r2scan,sevennet_omni,Fe111,propanol,4.599713,-0.372570,-4.972283
r2scan,sevennet_omni,Fe111,propionic_acid,7.376859,-0.263954,-7.640813
r2scan,sevennet_omni,Fe111,pyruvic_acid,6.083224,-0.268532,-6.351756
r2scan,sevennet_omni,Fe111,toluene,1.769907,-1.614418,-3.384325
r2scan,sevennet_omni,Ni100,CO2,0.011463,-0.049866,-0.061328
r2scan,sevennet_omni,Ni100,ethane,-0.037462,-0.473244,-0.435782
r2scan,sevennet_omni,Ni100,ethanol,-0.209225,-0.215370,-0.006145
r2scan,sevennet_omni,Ni100,ethene,-1.036462,-1.441219,-0.404758
r2scan,sevennet_omni,Ni100,glycerol,-0.249181,-0.550713,-0.301531
r2scan,sevennet_omni,Ni100,isopropanol,-1.753837,-0.334591,1.419246
r2scan,sevennet_omni,Ni100,propane,0.080992,-0.529896,-0.610888
r2scan,sevennet_omni,Ni100,propanol,-2.082575,-0.335060,1.747515
r2scan,sevennet_omni,Ni100,propene,-0.930862,-1.236794,-0.305932
r2scan,sevennet_omni,Ni110,CO2,0.633469,-0.008987,-0.642457
r2scan,sevennet_omni,Ni110,ethane,-0.330040,-0.511578,-0.181538
r2scan,sevennet_omni,Ni110,ethanol,-0.283567,-0.205074,0.078493
r2scan,sevennet_omni,Ni110,ethene,-1.380592,-1.561535,-0.180943
r2scan,sevennet_omni,Ni110,glycerol,-0.287237,-0.398705,-0.111468
r2scan,sevennet_omni,Ni110,isopropanol,-0.379455,-0.314785,0.064670
r2scan,sevennet_omni,Ni110,propane,-0.414469,-0.711155,-0.296686
r2scan,sevennet_omni,Ni110,propanol,-0.130605,-0.344582,-0.213977
r2scan,sevennet_omni,Ni110,propene,-1.336758,-1.461250,-0.124492
r2scan,sevennet_omni,Ni111,CO2,0.167936,-0.047195,-0.215132
r2scan,sevennet_omni,Ni111,ethane,0.022515,-0.441170,-0.463684
r2scan,sevennet_omni,Ni111,ethanol,0.018881,-0.204494,-0.223375
r2scan,sevennet_omni,Ni111,ethene,-0.784159,-1.246208,-0.462049
r2scan,sevennet_omni,Ni111,glycerol,-0.195241,-0.476982,-0.281741
r2scan,sevennet_omni,Ni111,isopropanol,0.002273,-0.288464,-0.290736
r2scan,sevennet_omni,Ni111,propane,-0.055824,-0.508961,-0.453137
r2scan,sevennet_omni,Ni111,propanol,-0.039137,-0.329842,-0.290705
r2scan,sevennet_omni,Ni111,propene,-0.559300,-1.171528,-0.612228
r2scan,sevennet_omni,Pd100,CO2,-0.011999,-0.471163,-0.459164
r2scan,sevennet_omni,Pd100,ethane,0.124356,-0.513893,-0.638249
r2scan,sevennet_omni,Pd100,ethanol,-0.077738,-0.706497,-0.628759
r2scan,sevennet_omni,Pd100,ethene,-0.921841,-1.439617,-0.517776
r2scan,sevennet_omni,Pd100,glycerol,-0.171535,-0.945259,-0.773724
r2scan,sevennet_omni,Pd100,isopropanol,-0.022033,-0.819695,-0.797661
r2scan,sevennet_omni,Pd100,propane,0.091393,-0.618076,-0.709469
r2scan,sevennet_omni,Pd100,propanol,-0.012474,-0.796852,-0.784378
r2scan,sevennet_omni,Pd100,propene,-1.013176,-1.461826,-0.448650
r2scan,sevennet_omni,Pd110,CO2,0.019815,-0.481079,-0.500894
r2scan,sevennet_omni,Pd110,ethane,-0.098791,-0.566826,-0.468035
r2scan,sevennet_omni,Pd110,ethanol,-0.014446,-0.819378,-0.804932
r2scan,sevennet_omni,Pd110,ethene,-1.259789,-1.601023,-0.341234
r2scan,sevennet_omni,Pd110,glycerol,-0.625744,-1.266991,-0.641246
r2scan,sevennet_omni,Pd110,isopropanol,-0.160566,-0.928234,-0.767668
r2scan,sevennet_omni,Pd110,propane,-0.154920,-0.604557,-0.449637
r2scan,sevennet_omni,Pd110,propanol,-0.167952,-0.894321,-0.726370
r2scan,sevennet_omni,Pd110,propene,-1.170191,-1.537083,-0.366892
r2scan,sevennet_omni,Pd111,CO2,0.047327,-0.447756,-0.495082
r2scan,sevennet_omni,Pd111,ethane,0.372454,-0.455055,-0.827509
r2scan,sevennet_omni,Pd111,ethanol,0.162830,-0.673756,-0.836585
r2scan,sevennet_omni,Pd111,ethene,-0.841330,-1.265545,-0.424215
r2scan,sevennet_omni,Pd111,glycerol,0.091683,-1.008171,-1.099854
r2scan,sevennet_omni,Pd111,isopropanol,0.144185,-0.766689,-0.910874
r2scan,sevennet_omni,Pd111,propane,0.217863,-0.472294,-0.690157
r2scan,sevennet_omni,Pd111,propanol,0.054292,-0.712898,-0.767190
r2scan,sevennet_omni,Pd111,propene,-0.631717,-1.175846,-0.544129
r2scan,sevennet_omni,Pt100,CO2,-0.022218,-0.509066,-0.486848
r2scan,sevennet_omni,Pt100,ethane,0.385165,-0.483349,-0.868514
r2scan,sevennet_omni,Pt100,ethanol,0.284814,-0.709301,-0.994115
r2scan,sevennet_omni,Pt100,ethene,-1.384339,-1.614788,-0.230449
r2scan,sevennet_omni,Pt100,glycerol,0.191501,-1.045982,-1.237483
r2scan,sevennet_omni,Pt100,isopropanol,0.281353,-0.789364,-1.070717
r2scan,sevennet_omni,Pt100,propane,0.431783,-0.544270,-0.976052
r2scan,sevennet_omni,Pt100,propanol,0.249757,-0.805489,-1.055246
r2scan,sevennet_omni,Pt100,propene,-1.161979,-1.820869,-0.658890
r2scan,sevennet_omni,Pt110,CO2,0.040729,-0.497896,-0.538626
r2scan,sevennet_omni,Pt110,ethane,0.162675,-0.558723,-0.721398
r2scan,sevennet_omni,Pt110,ethanol,0.346504,-0.900631,-1.247135
r2scan,sevennet_omni,Pt110,ethene,-1.423642,-2.087566,-0.663924
r2scan,sevennet_omni,Pt110,glycerol,-0.354909,-0.965134,-0.610225
r2scan,sevennet_omni,Pt110,isopropanol,0.190303,-0.976223,-1.166526
r2scan,sevennet_omni,Pt110,propane,0.313227,-0.648808,-0.962035
r2scan,sevennet_omni,Pt110,propanol,0.387352,-0.936745,-1.324097
r2scan,sevennet_omni,Pt110,propene,-0.883893,-1.705235,-0.821341
r2scan,sevennet_omni,Pt111,CO2,0.139984,-0.486696,-0.626680
r2scan,sevennet_omni,Pt111,ethane,0.665243,-0.433994,-1.099237
r2scan,sevennet_omni,Pt111,ethanol,0.440529,-0.598709,-1.039238
r2scan,sevennet_omni,Pt111,ethene,-0.915283,-1.323864,-0.408581
r2scan,sevennet_omni,Pt111,glycerol,0.193289,-0.816826,-1.010115
r2scan,sevennet_omni,Pt111,isopropanol,0.479393,-0.709160,-1.188552
r2scan,sevennet_omni,Pt111,propane,0.597551,-0.462776,-1.060327
r2scan,sevennet_omni,Pt111,propanol,0.314478,-0.727577,-1.042055
r2scan,sevennet_omni,Pt111,propene,-1.140563,-1.681343,-0.540780
