surface,molecule,functional,mode,E_ads_perlmutter,E_ads_kestrel,complex_total_difference_eV,perlmutter_directory,kestrel_directory,same_structure,geometry_evidence,selection_reason
Cu100,ethene,pbe_d3,SPE,-0.53564591,-0.40402520,-0.13162071,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Cu100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethene/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu100,ethene,r2scan,SPE,-0.08751278,-0.00101842,-0.08649436,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethene/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu100,formic_acid,pbe,SPE,-0.24979087,-0.24979140,5.3E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Cu100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_formic_acid/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu100,formic_acid,pbe_d3,SPE,-0.50561814,-0.50561867,5.3E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Cu100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_formic_acid/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu100,formic_acid,r2scan,SPE,-0.20582107,-0.20582678,0.00000571,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_formic_acid/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu100,methanol,pbe,SPE,-0.22986520,-0.22986427,-9.3E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Cu100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_methanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu100,methanol,pbe_d3,SPE,-0.47944267,-0.47944172,-9.5E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Cu100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_methanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu100,methanol,r2scan,SPE,-0.19145568,-0.19144778,-0.00000790,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_methanol/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,CO,pbe,SPE,-0.91604543,-0.91823812,0.00219269,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Cu111_atop/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu111,CO,pbe_d3,SPE,-1.01509134,-1.02391459,0.00882325,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Cu111_atop/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu111,CO,r2scan,SPE,-0.83265767,-0.83442791,0.00177024,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Cu111_atop/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,CO,beef_vdw,SPE,-0.73744902,-0.73742360,-0.00002542,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Cu111_atop/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu111,CO2,pbe,SPE,-0.00874943,-0.00839436,-0.00035507,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Cu111_top/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu111,CO2,r2scan,SPE,0.15463463,0.15703744,-0.00240281,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Cu111_top/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO2/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,CO2,beef_vdw,SPE,-0.16919604,-0.16856339,-0.00063265,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Cu111_top/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO2/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu111,DME,pbe,SPE,-0.04658144,-0.10270364,0.05612220,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Cu111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_DME/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu111,DME,pbe_d3,SPE,-0.21644710,-0.51395824,0.29751114,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Cu111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_DME/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu111,DME,r2scan,SPE,0.10400366,-0.14430649,0.24831015,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Cu111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_DME/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,DME,beef_vdw,SPE,-0.30721077,-0.39100275,0.08379198,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Cu111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_DME/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu111,H2O,pbe,SPE,-0.05968903,-0.05968864,-3.9E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Cu111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu111_H2O/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu111,H2O,pbe_d3,SPE,-0.17547923,-0.17547884,-3.9E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Cu111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu111_H2O/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu111,H2O,r2scan,SPE,0.08301769,0.08295413,0.00006356,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Cu111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu111_H2O/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,H2O,beef_vdw,SPE,-0.11192136,-0.11191908,-0.00000228,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Cu111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu111_H2O/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu111,acetaldehyde,pbe,SPE,-0.14417606,-0.14416246,-0.00001360,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Cu111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetaldehyde/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu111,acetaldehyde,pbe_d3,SPE,-0.34757773,-0.34756414,-0.00001359,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Cu111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetaldehyde/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu111,acetaldehyde,r2scan,SPE,-0.12291397,-0.12291459,6.2E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Cu111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetaldehyde/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,acetaldehyde,beef_vdw,SPE,-0.31157230,-0.31156834,-0.00000396,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Cu111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetaldehyde/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu111,acetic_acid,r2scan,SPE,-0.24733098,-0.24736669,0.00003571,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Cu111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetic_acid/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,acetic_acid,beef_vdw,SPE,-0.41822610,-0.41823030,0.00000420,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Cu111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetic_acid/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethane,pbe,SPE,-0.01205185,-0.01205571,0.00000386,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Cu111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethane/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethane,pbe_d3,SPE,-0.23199713,-0.23200099,0.00000386,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Cu111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethane/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethane,r2scan,SPE,0.12773705,0.12771930,0.00001775,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Cu111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethane/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethane,beef_vdw,SPE,-0.22630897,-0.22630154,-0.00000743,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Cu111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethane/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethanol,pbe,SPE,-0.10665859,-0.10666213,0.00000354,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Cu111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethanol,pbe_d3,SPE,-0.35955086,-0.35955440,0.00000354,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Cu111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethanol,r2scan,SPE,-0.02999970,-0.02994808,-0.00005162,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Cu111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethanol/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethanol,beef_vdw,SPE,-0.35835421,-0.35835241,-0.00000180,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Cu111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethene,pbe,SPE,-0.03161161,-0.03201381,0.00040220,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Cu111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethene/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethene,pbe_d3,SPE,-0.21085338,-0.23415597,0.02330259,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Cu111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethene/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethene,r2scan,SPE,0.10479226,0.09429255,0.01049971,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Cu111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethene/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,ethene,beef_vdw,SPE,-0.22905529,-0.23226937,0.00321408,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Cu111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethene/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu111,formic_acid,pbe,SPE,-0.12762866,-0.11695547,-0.01067319,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Cu111_top/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_formic_acid/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu111,formic_acid,pbe_d3,SPE,-0.33046614,-0.30946522,-0.02100092,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Cu111_top/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_formic_acid/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu111,formic_acid,r2scan,SPE,-0.01720029,0.00057182,-0.01777211,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Cu111_top/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_formic_acid/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,formic_acid,beef_vdw,SPE,-0.30283602,-0.29248989,-0.01034613,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Cu111_top/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_formic_acid/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu111,methanol,pbe,SPE,-0.15486480,-0.15568916,0.00082436,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Cu111_top/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_methanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu111,methanol,pbe_d3,SPE,-0.36909233,-0.36046019,-0.00863214,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Cu111_top/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_methanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu111,methanol,r2scan,SPE,-0.11400296,-0.10388499,-0.01011797,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Cu111_top/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_methanol/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu111,methanol,beef_vdw,SPE,-0.33628100,-0.33884053,0.00255953,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Cu111_top/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_methanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,CO,pbe,SPE,-2.15746482,-2.15745469,-0.00001013,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,CO,pbe_d3,SPE,-2.39443964,-2.39442956,-0.00001008,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,CO,beef_vdw,SPE,-2.00209591,-2.00209666,7.5E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,CO2,pbe,SPE,0.03559969,0.03561155,-0.00001186,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,DME,pbe,SPE,-0.30723141,0.66231571,-0.96954712,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_DME/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,DME,pbe_d3,SPE,-0.83829914,0.09124882,-0.92954796,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_DME/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,DME,beef_vdw,SPE,-0.61456426,0.37716513,-0.99172939,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_DME/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,H2O,pbe,SPE,-0.41349575,-0.41398145,0.00048570,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir100_H2O/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,H2O,pbe_d3,SPE,-0.61948326,-0.61996892,0.00048566,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir100_H2O/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,H2O,beef_vdw,SPE,-0.37824473,-0.37921914,0.00097441,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir100_H2O/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,acetaldehyde,pbe,SPE,-0.51450519,0.51409420,-1.02859939,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,acetaldehyde,pbe_d3,SPE,-0.86488452,0.04479533,-0.90967985,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,acetaldehyde,beef_vdw,SPE,-0.64106409,0.26672549,-0.90778958,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,acetic_acid,beef_vdw,SPE,-0.65166612,-0.65162812,-0.00003800,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetic_acid/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,ethane,pbe,SPE,0.07815157,0.61786328,-0.53971171,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,ethane,pbe_d3,SPE,-0.30913907,0.14336208,-0.45250115,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,ethane,beef_vdw,SPE,-0.17989859,0.32011239,-0.50001098,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,ethanol,pbe,SPE,-0.45563868,0.52749031,-0.98312899,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,ethanol,pbe_d3,SPE,-0.95032646,-0.05138895,-0.89893751,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,ethanol,beef_vdw,SPE,-0.67214811,0.21487361,-0.88702172,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,ethene,pbe,SPE,-1.27408169,-1.40271951,0.12863782,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,ethene,pbe_d3,SPE,-1.77991331,-1.85924543,0.07933212,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,ethene,beef_vdw,SPE,-1.12376583,-1.44245838,0.31869255,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,formic_acid,pbe,SPE,-0.44082209,-0.44083117,0.00000908,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,formic_acid,pbe_d3,SPE,-0.82551910,-0.82552818,0.00000908,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,formic_acid,beef_vdw,SPE,-0.46762815,-0.46789987,0.00027172,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,methanol,pbe,SPE,-0.46603831,0.30390082,-0.76993913,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,methanol,pbe_d3,SPE,-0.83610527,-0.09271323,-0.74339204,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,methanol,beef_vdw,SPE,-0.59489061,0.12622010,-0.72111071,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO,pbe,SPE,-2.15307618,-2.15308254,0.00000636,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO,pbe_d3,SPE,-2.35561234,-2.35561889,0.00000655,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO,r2scan,SPE,-1.94153454,-1.94148896,-0.00004558,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO,beef_vdw,SPE,-2.04935150,-2.04939756,0.00004606,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO2,pbe,SPE,0.01425373,0.01425020,0.00000353,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
