surface,molecule,functional,system,E_ads_DFT,E_ads_ML,delta_eV
Pd110,CH3,r2scan,CH3_Pd110,-2.008641419999993,-2.487022,-0.47838058000000716
Pd110,CO,pbe,CO_Pd110,-2.1625046500000007,-2.273506,-0.11100134999999911
Pd110,CO,pbe_d3,CO_Pd110,-2.371507209999992,-2.273506,0.09800120999999207
Pd110,CO,r2scan,CO_Pd110,-2.2301393699999394,-2.273506,-0.04336663000006036
Pd110,CO2,pbe,CO2_Pd110,-0.14306488000000073,-0.481079,-0.33801411999999925
Pd110,CO2,r2scan,CO2_Pd110,-0.2777373500000344,-0.481079,-0.20334164999996557
Pd110,DME,r2scan,CH3OCH3_Pd110,-0.710711840000009,-0.554893,0.155818840000009
Pd110,H2O,pbe,H2O_Pd110,-0.4830688300000041,-0.859695,-0.3766261699999959
Pd110,H2O,pbe_d3,H2O_Pd110,-0.7101965600000124,-0.859695,-0.14949843999998758
Pd110,H2O,r2scan,H2O_Pd110,-0.6813093799999521,-0.859695,-0.17838562000004787
Pd110,H2S,pbe,H2S_Pd110,-1.0508437399999995,-1.248731,-0.19788726000000056
Pd110,H2S,pbe_d3,H2S_Pd110,-1.4959366800000033,-1.248731,0.24720568000000331
Pd110,H2S,r2scan,H2S_Pd110,-1.2010484999999953,-1.248731,-0.047682500000004735
Pd110,N2,pbe,N2_Pd110,-0.5486424600000177,-0.54114,0.007502460000017752
Pd110,N2,pbe_d3,N2_Pd110,-0.7745564399999978,-0.54114,0.23341643999999784
Pd110,NH3,pbe,NH3_Pd110,-0.9282867299999964,-1.391129,-0.46284227000000366
Pd110,NH3,pbe_d3,NH3_Pd110,-1.2042368900000078,-1.391129,-0.18689210999999228
Pd110,NH3,r2scan,NH3_Pd110,-1.0230074999999417,-1.391129,-0.3681215000000584
Pd110,NO,pbe,NO_Pd110,-2.795140380000001,-2.414068,0.3810723800000013
Pd110,NO,pbe_d3,NO_Pd110,-3.000471180000009,-2.414068,0.5864031800000089
Pd110,SO2,pbe,SO2_Pd110,-1.6999386200000046,-1.663042,0.03689662000000471
Pd110,SO2,pbe_d3,SO2_Pd110,-2.248005349999996,-1.663042,0.5849633499999962
Pd110,SO2,r2scan,SO2_Pd110,-2.1423476000000257,-1.663042,0.47930560000002576
Pd110,acetaldehyde,pbe,CH3CHO_Pd110,-0.3949720499999998,-0.795628,-0.4006559500000002
Pd110,acetaldehyde,pbe_d3,CH3CHO_Pd110,-0.8204428900000167,-0.795628,0.024814890000016687
Pd110,acetaldehyde,r2scan,CH3CHO_Pd110,-0.6639116000000342,-0.795628,-0.13171639999996576
Pd110,acetic_acid,r2scan,CH3COOH_Pd110,-0.8817247300000162,-0.854538,0.027186730000016146
Pd110,ethene,pbe,C2H4_Pd110,-1.0758670700000081,-1.601023,-0.5251559299999919
Pd110,ethene,pbe_d3,C2H4_Pd110,-1.4912842300000086,-1.601023,-0.10973876999999144
Pd110,ethene,r2scan,C2H4_Pd110,-1.3068828299999424,-1.601023,-0.29414017000005765
Pd110,formaldehyde,pbe,H2CO_Pd110,-0.9259422200000209,-1.042313,-0.11637077999997913
Pd110,formaldehyde,pbe_d3,H2CO_Pd110,-1.2413107200000084,-1.042313,0.19899772000000837
Pd110,formaldehyde,r2scan,H2CO_Pd110,-1.180384639999943,-1.042313,0.13807163999994287
Pd110,formic_acid,pbe,HCOOH_Pd110,-0.58462539000001,-0.79022,-0.20559460999999002
Pd110,formic_acid,pbe_d3,HCOOH_Pd110,-0.9777057800000151,-0.79022,0.18748578000001503
Pd110,formic_acid,r2scan,HCOOH_Pd110,-0.8487389200000166,-0.79022,0.05851892000001657
Pd110,methane,pbe,CH4_Pd110,-0.10341263000001533,-0.628511,-0.5250983699999847
Pd110,methane,pbe_d3,CH4_Pd110,-0.34985304000000284,-0.628511,-0.2786579599999972
Pd110,methane,r2scan,CH4_Pd110,-0.26305030000001395,-0.628511,-0.3654606999999861
Pd110,methanol,pbe,CH3OH_Pd110,-0.5024890900000081,-0.767948,-0.2654589099999919
Pd110,methanol,pbe_d3,CH3OH_Pd110,-0.8552927999999902,-0.767948,0.08734479999999023
Pd110,methanol,r2scan,CH3OH_Pd110,-0.7642099099999484,-0.767948,-0.0037380900000515416
Pd111,CO2,pbe,CO2_Pd111,-0.38690477000000456,-0.447756,-0.060851229999995426
Pd111,ethane,pbe,C2H6_Pd111,-0.39805834999999234,-0.455055,-0.05699665000000764
Pd111,ethane,pbe_d3,C2H6_Pd111,-0.7919170500000021,-0.455055,0.33686205000000213
Pd111,ethanol,pbe,CH3CH2OH_Pd111,-0.6426801199999872,-0.673756,-0.031075880000012823
Pd111,ethanol,pbe_d3,CH3CH2OH_Pd111,-1.1422460799999783,-0.673756,0.46849007999997827
Pd111,ethanol,r2scan,CH3CH2OH_Pd111,-1.0870146400000067,-0.673756,0.41325864000000667
Pt100,CH3,pbe,CH3_Pt100,-2.559019810000006,-2.774349,-0.21532918999999406
Pt100,CH3,pbe_d3,CH3_Pt100,-2.912229769999989,-2.774349,0.1378807699999891
Pt100,CH3,r2scan,CH3_Pt100,-2.819492900000103,-2.774349,0.045143900000103265
Pt100,CO,pbe,CO_Pt100,-2.5268236600000034,-2.587105,-0.06028133999999685
Pt100,CO,pbe_d3,CO_Pt100,-2.8449134200000135,-2.587105,0.25780842000001325
Pt100,CO,r2scan,CO_Pt100,-2.8909061200001602,-2.587105,0.30380112000016
Pt100,DME,r2scan,CH3OCH3_Pt100,-1.2203649400000458,-0.518105,0.7022599400000458
Pt100,H2O,pbe,H2O_Pt100,-0.7492810499999898,-0.729111,0.020170049999989836
Pt100,H2O,pbe_d3,H2O_Pt100,-1.0309048000000143,-0.729111,0.3017938000000143
Pt100,H2O,r2scan,H2O_Pt100,-1.150698770000126,-0.729111,0.42158777000012615
Pt100,H2S,pbe,H2S_Pt100,-1.3929878500000061,-1.207799,0.18518885000000607
Pt100,H2S,pbe_d3,H2S_Pt100,-1.8652291199999986,-1.207799,0.6574301199999986
Pt100,H2S,r2scan,H2S_Pt100,-1.834484390000096,-1.207799,0.6266853900000959
Pt100,N2,pbe,N2_Pt100,-0.8345235199999976,-0.534761,0.2997625199999976
Pt100,N2,pbe_d3,N2_Pt100,-1.1032520300000073,-0.534761,0.5684910300000072
Pt100,N2,r2scan,N2_Pt100,-1.1765055700001383,-0.534761,0.6417445700001383
Pt100,NH3,pbe,NH3_Pt100,-1.4638037999999938,-1.509933,-0.0461292000000062
Pt100,NH3,pbe_d3,NH3_Pt100,-1.7858572800000054,-1.509933,0.27592428000000546
Pt100,NH3,r2scan,NH3_Pt100,-1.881124530000072,-1.509933,0.3711915300000721
Pt100,NO,pbe,NO_Pt100,-3.0117929200000138,-2.564215,0.44757792000001384
Pt100,NO,pbe_d3,NO_Pt100,-3.285613950000016,-2.564215,0.7213989500000162
Pt100,SO2,pbe,SO2_Pt100,-1.744387170000003,-1.599367,0.1450201700000031
Pt100,SO2,pbe_d3,SO2_Pt100,-2.392718299999995,-1.599367,0.793351299999995
Pt100,SO2,r2scan,SO2_Pt100,-2.4032921800001397,-1.599367,0.8039251800001397
Pt100,acetaldehyde,pbe,CH3CHO_Pt100,-0.71108598,-0.662636,0.048449980000000004
Pt100,acetaldehyde,pbe_d3,CH3CHO_Pt100,-1.2084616100000218,-0.662636,0.5458256100000218
Pt100,acetic_acid,r2scan,CH3COOH_Pt100,-1.4054619900002052,-0.79715,0.6083119900002052
Pt100,ethene,pbe,C2H4_Pt100,-1.5692774400000005,-1.614788,-0.04551055999999942
Pt100,ethene,pbe_d3,C2H4_Pt100,-2.1069849200000057,-1.614788,0.4921969200000058
Pt100,ethene,r2scan,C2H4_Pt100,-2.117796020000121,-1.614788,0.503008020000121
Pt100,formaldehyde,pbe,H2CO_Pt100,-1.1967791099999907,-1.173843,0.02293610999999074
Pt100,formaldehyde,pbe_d3,H2CO_Pt100,-1.5915251000000055,-1.173843,0.4176821000000055
Pt100,formaldehyde,r2scan,H2CO_Pt100,-1.686692470000139,-1.173843,0.5128494700001391
Pt100,formic_acid,pbe,HCOOH_Pt100,-0.910499930000011,-0.82379,0.08670993000001093
Pt100,formic_acid,pbe_d3,HCOOH_Pt100,-1.3473287899999988,-0.82379,0.5235387899999988
Pt100,formic_acid,r2scan,HCOOH_Pt100,-1.3657375600000137,-0.82379,0.5419475600000137
Pt100,methane,pbe,CH4_Pt100,-0.5101384999999894,-0.620943,-0.11080450000001063
Pt100,methane,pbe_d3,CH4_Pt100,-0.7956754300000064,-0.620943,0.17473243000000638
Pt100,methane,r2scan,CH4_Pt100,-0.8289477000000538,-0.620943,0.20800470000005378
Pt100,methanol,pbe,CH3OH_Pt100,-0.7749191400000051,-0.662424,0.11249514000000504
Pt100,methanol,pbe_d3,CH3OH_Pt100,-1.2247216099999925,-0.662424,0.5622976099999925
Pt100,methanol,r2scan,CH3OH_Pt100,-1.2471833799999956,-0.662424,0.5847593799999956
Pt110,CH3,pbe,CH3_Pt110,-2.5966629699999935,-2.859451,-0.2627880300000065
Pt110,CH3,pbe_d3,CH3_Pt110,-2.9442473499999906,-2.859451,0.08479634999999064
Pt110,CH3,r2scan,CH3_Pt110,-2.7319784900000634,-2.859451,-0.12747250999993653
Pt110,CO,pbe,CO_Pt110,-2.594354039999997,-2.629005,-0.03465096000000267
Pt110,CO,pbe_d3,CO_Pt110,-2.9065641599999896,-2.629005,0.2775591599999898
Pt110,CO2,pbe,CO2_Pt110,-0.3235463000000074,-0.512955,-0.18940869999999266
Pt110,CO2,r2scan,CO2_Pt110,-0.5951499100001278,-0.512955,0.0821949100001278
Pt110,H2O,pbe,H2O_Pt110,-0.7345328699999918,-0.932388,-0.1978551300000082
Pt110,H2O,pbe_d3,H2O_Pt110,-1.0406854599999757,-0.932388,0.10829745999997575
Pt110,H2O,r2scan,H2O_Pt110,-1.0874294300000926,-0.932388,0.15504143000009263
Pt110,H2S,pbe,H2S_Pt110,-2.5204479100000103,-2.42806,0.09238791000001045
Pt110,H2S,pbe_d3,H2S_Pt110,-3.0930061399999893,-2.42806,0.6649461399999894
Pt110,H2S,r2scan,H2S_Pt110,-2.9945030200000637,-2.42806,0.5664430200000639
Pt110,N2,pbe,N2_Pt110,-0.8757368200000073,-0.65967,0.21606682000000732
Pt110,N2,pbe_d3,N2_Pt110,-1.1873881999999725,-0.65967,0.5277181999999725
Pt110,N2,r2scan,N2_Pt110,-1.1641998900000843,-0.65967,0.5045298900000843
Pt110,NH3,pbe,NH3_Pt110,-1.3953482699999995,-1.623611,-0.2282627300000004
Pt110,NH3,pbe_d3,NH3_Pt110,-1.7750561999999839,-1.623611,0.15144519999998396
Pt110,NH3,r2scan,NH3_Pt110,-1.6978187399999953,-1.623611,0.07420773999999541
Pt110,NO,pbe,NO_Pt110,-2.6898171599999987,-2.308111,0.3817061599999989
Pt110,NO,pbe_d3,NO_Pt110,-2.964153079999978,-2.308111,0.656042079999978
Pt110,SO2,pbe,SO2_Pt110,-1.888503710000002,-1.707186,0.18131771000000185
Pt110,SO2,pbe_d3,SO2_Pt110,-2.5159036099999916,-1.707186,0.8087176099999915
Pt110,SO2,r2scan,SO2_Pt110,-2.4862035200001493,-1.707186,0.7790175200001492
Pt110,acetaldehyde,pbe,CH3CHO_Pt110,-0.7269960300000022,-0.714329,0.012667030000002244
Pt110,acetaldehyde,pbe_d3,CH3CHO_Pt110,-1.2162655499999957,-0.714329,0.5019365499999957
Pt110,acetaldehyde,r2scan,CH3CHO_Pt110,-1.1212467000000572,-0.714329,0.4069177000000572
Pt110,acetic_acid,r2scan,CH3COOH_Pt110,-1.31650482000002,-0.936661,0.37984382000002004
Pt110,ethene,pbe,C2H4_Pt110,-1.624242070000001,-2.087566,-0.4633239299999987
Pt110,ethene,pbe_d3,C2H4_Pt110,-2.2285742999999947,-2.087566,0.14100829999999487
Pt110,ethene,r2scan,C2H4_Pt110,-2.083606270000125,-2.087566,-0.003959729999874817
Pt110,formaldehyde,pbe,H2CO_Pt110,-1.4248852899999882,-1.435165,-0.010279710000011821
Pt110,formaldehyde,pbe_d3,H2CO_Pt110,-1.8833249499999951,-1.435165,0.4481599499999951
Pt110,formaldehyde,r2scan,H2CO_Pt110,-1.8118158200001062,-1.435165,0.3766508200001062
Pt110,formic_acid,pbe,HCOOH_Pt110,-0.8871244699999998,-0.919142,-0.03201753000000018
Pt110,formic_acid,pbe_d3,HCOOH_Pt110,-1.362981999999981,-0.919142,0.443839999999981
Pt110,formic_acid,r2scan,HCOOH_Pt110,-1.262545530000068,-0.919142,0.34340353000006807
Pt110,methane,pbe,CH4_Pt110,-0.28150173999998884,-0.631258,-0.34975626000001114
Pt110,methane,pbe_d3,CH4_Pt110,-0.6151678199999999,-0.631258,-0.016090180000000065
Pt110,methane,r2scan,CH4_Pt110,-0.5936859299999746,-0.631258,-0.03757207000002538
Pt110,methanol,pbe,CH3OH_Pt110,-0.7877262400000085,-0.846809,-0.059082759999991574
Pt110,methanol,pbe_d3,CH3OH_Pt110,-1.2719665899999804,-0.846809,0.4251575899999803
Pt110,methanol,r2scan,CH3OH_Pt110,-1.1939128599999265,-0.846809,0.34710385999992643
Pt111,CO2,pbe,CO2_Pt111,-0.8751914599999999,-0.486696,0.3884954599999999
Rh100,CH3,pbe,CH3_Rh100,-2.251846049999994,-2.759731,-0.507884950000006
Rh100,CH3,pbe_d3,CH3_Rh100,-2.5263537199999533,-2.759731,-0.23337728000004665
Rh100,CH3,r2scan,CH3_Rh100,-2.3135547499999696,-2.759731,-0.44617625000003036
Rh100,CO,pbe,CO_Rh100,-2.4428727200000093,-2.603645,-0.16077227999999089
Rh100,CO,pbe_d3,CO_Rh100,-2.686424079999968,-2.603645,0.08277907999996792
Rh100,CO,r2scan,CO_Rh100,-2.6147728299999713,-2.603645,0.011127829999971084
Rh100,CO2,pbe,CO2_Rh100,-0.36544484000001276,-0.443344,-0.07789915999998726
Rh100,CO2,r2scan,CO2_Rh100,-0.5574667700000013,-0.443344,0.11412277000000132
Rh100,DME,r2scan,CH3OCH3_Rh100,-0.967830070000069,-0.650936,0.3168940700000691
Rh100,H2O,pbe,H2O_Rh100,-0.743848719999999,-0.893036,-0.14918728000000103
Rh100,H2O,pbe_d3,H2O_Rh100,-0.9674555199999997,-0.893036,0.07441951999999963
Rh100,H2O,r2scan,H2O_Rh100,-0.9230814699999925,-0.893036,0.03004546999999247
Rh100,H2S,pbe,H2S_Rh100,-4.034526539999982,-4.221303,-0.18677646000001769
Rh100,H2S,pbe_d3,H2S_Rh100,-4.525189869999981,-4.221303,0.3038868699999808
Rh100,H2S,r2scan,H2S_Rh100,-4.481649390000069,-4.221303,0.2603463900000689
Rh100,N2,pbe,N2_Rh100,-1.0382797599999876,-0.791002,0.24727775999998758
Rh100,N2,pbe_d3,N2_Rh100,-1.2770548599999785,-0.791002,0.4860528599999785
Rh100,N2,r2scan,N2_Rh100,-1.2249501700000636,-0.791002,0.4339481700000636
Rh100,NH3,pbe,NH3_Rh100,-1.3466329700000017,-1.585251,-0.23861802999999826
Rh100,NH3,pbe_d3,NH3_Rh100,-1.6306622199999943,-1.585251,0.04541121999999431
Rh100,NH3,r2scan,NH3_Rh100,-1.5176230299999744,-1.585251,-0.06762797000002552
Rh100,NO,pbe,NO_Rh100,-3.343114540000025,-2.833303,0.5098115400000252
Rh100,NO,pbe_d3,NO_Rh100,-3.575941599999954,-2.833303,0.7426385999999541
Rh100,SO2,pbe,SO2_Rh100,-2.4767703399999945,-2.261889,0.21488133999999448
Rh100,SO2,pbe_d3,SO2_Rh100,-2.9831611499999546,-2.261889,0.7212721499999546
Rh100,acetaldehyde,pbe,CH3CHO_Rh100,-0.7759236099999711,-0.902042,-0.1261183900000289
Rh100,acetaldehyde,pbe_d3,CH3CHO_Rh100,-1.1635256399999818,-0.902042,0.2614836399999818
